Rider,year,stages_cycled
Roche Nicolas,2016,21
Rodr\xedguez Cristian,2016,21
Rodr\xedguez Cristian,2017,21
Rodr\xedguez Joaquim,2001,21
Rodr\xedguez Joaquim,2005,21
Rodr\xedguez Joaquim,2008,20
Rodr\xedguez Joaquim,2009,9
Rodr\xedguez Joaquim,2011,19
Rodr\xedguez Joaquim,2012,1
Rodr\xedguez Joaquim,2014,6
Rodriguez Alexis,2001,21
Rodriguez Alexis,2003,18
Rodriguez Fred,2004,21
Rodriguez Jackson,2009,20
Rodriguez Jackson,2010,20
Rodriguez Jackson,2011,7
Rodriguez Jackson,2012,1
Rodriguez Jackson,2013,20
Rodriguez Jackson,2014,20
Roelandts Jurgen,2016,13
Roels Dominik,2010,11
Roesems Bert,2006,20
Rogers Michael,2006,13
Rogers Michael,2009,20
Rogers Michael,2014,20
Rogers Michael,2015,20
Rogina Radoslav,2004,21
Roglic Primoz,2016,21
Rohregger Thomas,2009,20
Rohregger Thomas,2010,10
Rohregger Thomas,2011,3
Rohregger Thomas,2012,1
Rojas Jos\xe9 Joaqu\xedn,2007,8
Rojas Jos\xe9 Joaqu\xedn,2016,21
Rojas Jos\xe9 Joaqu\xedn,2017,21
Rolland Pierre,2014,20
Rolland Pierre,2017,21
Rollin Dominique,2013,20
Romanik Radoslaw,2003,21
Romano Domenico,2000,8
Romano Domenico,2001,21
Romano Domenico,2002,6
Romero Jeffry,2014,20
Rosa Diego,2013,20
Rosa Diego,2014,17
Rosa Diego,2015,20
Rosa Diego,2017,21
Rossato Mirko,1998,1
Rosseler Sebastien,2012,1
Rosskopf Joey,2016,21
Rosskopf Joey,2017,21
Rota Lorenzo,2017,21
Roulston Hayden,2013,17
Rous Didier,2005,2
Rousseau Nicolas,2008,20
Roux Anthony,2013,16
Roux Anthony,2015,20
Roux Laurent,1998,23
Rovny Ivan,2007,12
Rovny Ivan,2011,19
Rovny Ivan,2014,20
Rovny Ivan,2015,20
Rovny Ivan,2016,21
Rovny Ivan,2017,21
Roy J\xe9r\xe9my,2008,20
Roy J\xe9r\xe9my,2017,21
Rubiano Miguel Angel,2006,20
Rubiano Miguel Angel,2012,1
Rubiano Miguel Angel,2013,20
Rubiano Miguel Angel,2014,20
Rubiera Jos\xe9 Luis,1998,23
Rubiera Jos\xe9 Luis,1999,1
Rubiera Jos\xe9 Luis,2000,22
Rubiera Jos\xe9 Luis,2006,21
Rubiera Jos\xe9 Luis,2007,20
Rubiera Jos\xe9 Luis,2009,20
Rudenko Maksyim,2004,21
Ruffoni Nicola,2014,10
Ruffoni Nicola,2015,14
Ruffoni Nicola,2016,13
Ruffoni Nicola,2017,1
Ruijgh Rob,2013,20
Rujano Jos\xe9 Humberto,2005,21
Rujano Jos\xe9 Humberto,2006,12
Rujano Jos\xe9 Humberto,2008,20
Rujano Jos\xe9 Humberto,2011,19
Rumsas Raimondas,2003,21
Ruskys Saulius,2002,2
Russ Matthias,2006,20
Russ Matthias,2007,20
Russ Matthias,2008,14
Russ Matthias,2009,1
Russ Matthias,2010,20
Rutkiewicz Marek,2015,20
Rybalkin Aleksey,2016,21
S\xe1nchez Samuel,2005,21
S\xe1nchez Samuel,2013,20
S\xe1nchez Samuel,2014,20
S\xf8rensen Chris Anker,2008,20
S\xf8rensen Chris Anker,2010,20
S\xf8rensen Chris Anker,2014,11
S\xf8rensen Nicki,2006,21
S\xf8rensen Nicki,2008,20
S\xf8rensen Nicki,2010,20
S\xf8rensen Rolf,2002,21
S\xfctterlin Jasha,2016,21
Sabaliauskas Marius,2002,13
Sabaliauskas Marius,2003,21
Sabaliauskas Marius,2005,21
Sabatini Fabio,2007,12
Sabatini Fabio,2008,11
Sabatini Fabio,2010,20
Sabatini Fabio,2011,19
Sabatini Fabio,2012,1
Sabatini Fabio,2013,20
Sabatini Fabio,2015,20
Sabatini Fabio,2016,15
Sacchi Fabio,2001,20
Sacchi Fabio,2002,21
Sacchi Fabio,2003,18
Sacchi Fabio,2004,21
Sacchi Fabio,2005,21
Sacchi Fabio,2006,20
Saez De Arregi Adrian,2012,1
Salanson Fabrice,2001,9
Salerno Cristiano,2011,19
Salerno Cristiano,2012,1
Salerno Cristiano,2013,20
Saligari Marco,1998,23
Salmeron Gines,1999,22
Salvato Cristian,1998,18
Samoilau Branislau,2007,20
Samoilau Branislau,2010,20
Samoilau Branislau,2011,19
Samoilau Branislau,2012,1
Samoilau Branislau,2015,20
Samoilau Branislau,2017,21
Sanchez Luis Leon,2015,20
Sanchez Luis Leon,2017,21
Santambrogio Mauro,2008,9
Santambrogio Mauro,2010,10
Santambrogio Mauro,2012,1
Santambrogio Mauro,2013,20
Santaromita Ivan,2012,1
Santaromita Ivan,2013,20
Santaromita Ivan,2014,17
Saramotins Aleksejs,2015,20
Sarmiento Jose Cayetano,2006,2
Sarmiento Jose Cayetano,2010,20
Sarmiento Jose Cayetano,2011,19
Sarmiento Jose Cayetano,2013,20
Sarreau Marc,2016,13
Sastre Carlos,1999,22
Sastre Carlos,2002,21
Sastre Carlos,2006,20
Sastre Carlos,2009,20
Sastre Carlos,2010,20
Sastre Carlos,2011,19
Savini Filippo,2008,7
Savini Filippo,2011,17
Savitskiy Ivan,2016,21
Savitskiy Ivan,2017,15
Savoldelli Paolo,1998,23
Savoldelli Paolo,1999,22
Savoldelli Paolo,2000,22
Savoldelli Paolo,2001,21
Savoldelli Paolo,2002,21
Savoldelli Paolo,2005,21
Savoldelli Paolo,2006,21
Savoldelli Paolo,2007,20
Savoldelli Paolo,2008,20
Sbaragli Kristian,2016,21
Sbaragli Kristian,2017,21
Scamardella Salvatore,2003,21
Scanlon Mark,2006,11
Scarponi Michele,2002,21
Scarponi Michele,2003,21
Scarponi Michele,2005,21
Scarponi Michele,2006,16
Scarponi Michele,2009,20
Scarponi Michele,2010,20
Scarponi Michele,2011,19
Scarponi Michele,2012,1
Scarponi Michele,2013,20
Scarponi Michele,2014,15
Scarponi Michele,2016,21
Scarselli Leonardo,2000,22
Scarselli Leonardo,2001,21
Scarselli Leonardo,2004,17
Scarselli Leonardo,2005,21
Scarselli Leonardo,2006,20
Scarselli Leonardo,2007,20
Scarselli Leonardo,2009,20
Schaffrath Jan,2002,21
Schaffrath Jan,2005,21
Schar Michael,2010,20
Scheirlinckx Staf,2006,13
Schiavina Samuele,1999,22
Schillinger Andreas,2012,1
Schleck Andy,2007,20
Schleck Fr\xe4nk,2005,21
Schlegel Michal,2017,21
Schmidt Torsten,2002,7
Schmitz Bram,2005,21
Schnider Daniel,2000,22
Schnider Daniel,2004,21
Schnider Daniel,2005,21
Schnyder Philippe,2004,21
Schnyder Philippe,2005,21
Scholz Ronny,2003,18
Scholz Ronny,2006,13
Scholz Ronny,2009,9
Schorn Daniel,2012,1
Schr\xf6der Bjorn,2009,20
Schreck Stephan,2002,21
Schumacher Stefan,2006,21
Schwab Hubert,2007,20
Schwab Hubert,2008,20
Schweda Raphael,2002,21
Sciandri Maximilian,2000,22
Sciandri Maximilian,2001,21
Sciandri Maximilian,2002,21
Scinto Luca,1998,18
Scinto Luca,2001,21
Scirea Mario,1998,23
Scirea Mario,1999,22
Scirea Mario,2000,22
Scirea Mario,2001,21
Scirea Mario,2002,21
Scirea Mario,2003,21
Scirea Mario,2004,21
Scognamiglio Carlo,2008,20
Secchiari Francesco,1998,23
Secchiari Francesco,1999,22
Secchiari Francesco,2000,22
Secchiari Francesco,2001,21
Secchiari Francesco,2002,6
Secchiari Francesco,2003,21
Seeldraeyers Kevin,2008,20
Seeldraeyers Kevin,2009,20
Seeldraeyers Kevin,2011,19
Seeldraeyers Kevin,2012,1
Selander Bjorn,2011,19
Selig R\xfcdiger,2017,15
Sella Emanuele,2004,21
Sella Emanuele,2005,21
Sella Emanuele,2006,20
Sella Emanuele,2007,20
Sella Emanuele,2008,20
Sella Emanuele,2011,19
Sella Emanuele,2012,1
Sella Emanuele,2013,20
Sella Emanuele,2014,20
Selvaggi Mirko,2011,19
Selvaggi Mirko,2012,1
Senac Jean-Charles,2009,20
Seniouchkine Evgueni,2000,3
Seniushkin Yauheni,2000,15
Seniushkin Yauheni,2002,21
Senni Manuel,2016,21
Senni Manuel,2017,21
Sentjens Roy,2005,21
Sergent Jesse,2012,1
Sergent Jesse,2013,20
Sergio Rodrigues Orlando,1999,22
Sergio Rodrigues Orlando,2000,22
Serina Corrado,2004,21
Serov Alexander,2008,20
Serov Alexander,2009,20
Serov Alexander,2016,21
Serpa Jose Rodolfo,2006,20
Serpa Jose Rodolfo,2008,20
Serpa Jose Rodolfo,2009,20
Serpa Jose Rodolfo,2010,20
Serpa Jose Rodolfo,2011,19
Serpa Jose Rodolfo,2012,1
Serpa Jose Rodolfo,2013,20
Serpellini Marco,1998,23
Serpellini Marco,2004,21
Serrano Marcos Antonio,2006,12
Serrano Ricardo,2007,20
Serrano Ricardo,2009,13
Serri Eddy,2001,21
Serri Eddy,2002,21
Serry Pieter,2014,20
Serry Pieter,2015,1
Serry Pieter,2016,21
Serry Pieter,2017,21
Sesma Daniel,2011,19
Sevilla Oscar,1998,12
Sevilla Oscar,1999,22
Sevilla Oscar,2000,22
Sgambelluri Roberto,1998,23
Sgambelluri Roberto,1999,22
Sgambelluri Roberto,2000,22
Sgambelluri Roberto,2001,21
Sgambelluri Roberto,2002,12
Shalunov Evgeny,2017,21
Shefer Alexandre,1998,23
Shefer Alexandre,1999,22
Shefer Alexandre,2001,21
Siboni Marcello,1998,23
Siboni Marcello,2001,21
Sicard Romain,2014,20
Sieberg Marcel,2010,18
Sijmens Nico,2004,21
Sijmens Nico,2010,20
Silin Egor,2016,21
Silvestre F\xe1bio,2015,20
Simeoni Filippo,1999,22
Simeoni Filippo,2000,22
Simeoni Filippo,2001,8
Simion Paolo,2016,21
Simoni Gilberto,1998,23
Simoni Gilberto,1999,22
Simoni Gilberto,2000,22
Simoni Gilberto,2001,21
Simoni Gilberto,2002,12
Simoni Gilberto,2003,21
Simoni Gilberto,2004,21
Simoni Gilberto,2005,21
Simoni Gilberto,2006,20
Simoni Gilberto,2007,20
Simoni Gilberto,2008,20
Simoni Gilberto,2009,20
Simoni Gilberto,2010,20
Sironi Gianluca,1998,18
Sironi Gianluca,1999,22
Sironi Gianluca,2004,21
Siutsou Kanstantsin,2008,18
Siutsou Kanstantsin,2009,20
Siutsou Kanstantsin,2011,19
Siutsou Kanstantsin,2013,20
Siutsou Kanstantsin,2014,13
Siutsou Kanstantsin,2015,20
Siutsou Kanstantsin,2016,21
Siutsou Kanstantsin,2017,21
Slagter Tom-Jelte,2011,3
Slagter Tom-Jelte,2012,1
Slagter Tom-Jelte,2015,20
Slagter Tom-Jelte,2017,21
Smetanine Serguei,1998,17
Smetanine Serguei,1999,22
Smirnov Vladimir,2002,6
Smukulis Gatis,2012,1
Sokolov Evgeny,2009,20
Solaun Cesar,2001,21
Soler Juan Mauricio,2008,9
Soler Juan Mauricio,2009,15
Solomennikov Andrei,2016,21
Sonnery Blaise,2008,20
Sonnery Blaise,2009,20
Sosenka Ond\u0159ej,2004,8
Soupe Geoffrey,2012,1
Spezialetti Alessandro,1999,22
Spezialetti Alessandro,2000,8
Spezialetti Alessandro,2001,21
Spezialetti Alessandro,2002,21
Spezialetti Alessandro,2003,21
Spezialetti Alessandro,2004,21
Spezialetti Alessandro,2006,20
Spezialetti Alessandro,2007,20
Spezialetti Alessandro,2008,20
Spezialetti Alessandro,2009,20
Spezialetti Alessandro,2010,20
Spezialetti Alessandro,2011,19
Spezialetti Alessandro,2012,1
Spilak Simon,2008,20
Spilak Simon,2011,19
Spinelli Justin,2000,12
Sprick Matthieu,2009,20
Spruch Zbigniew,1998,23
Stacchiotti Riccardo,2015,20
Stacchiotti Riccardo,2016,21
Stalder Florian,2010,20
Stamsnijder Tom,2009,20
Stamsnijder Tom,2010,20
Stamsnijder Tom,2011,3
Stamsnijder Tom,2014,20
Stamsnijder Tom,2015,20
Stamsnijder Tom,2016,21
Stamsnijder Tom,2017,21
Stangelj Gorazd,1999,13
Stangelj Gorazd,2001,21
Stangelj Gorazd,2002,1
Stangelj Gorazd,2004,21
Stangelj Gorazd,2005,21
Stangelj Gorazd,2006,20
Stangelj Gorazd,2007,20
Stangelj Gorazd,2009,20
Stangelj Gorazd,2010,20
Stangelj Gorazd,2011,19
Stannard Ian,2009,20
Stannard Ian,2012,1
Steegmans Gert,2003,18
Steegmans Gert,2004,21
Steegmans Gert,2013,14
Steels Tom,2005,4
Stephens Matthew,2000,16
Stetina Peter,2011,19
Stetina Peter,2012,1
Stetina Peter,2013,20
Stetina Peter,2017,21
Steurs Geert,2008,9
Stortoni Simone,2010,20
Stortoni Simone,2011,19
Stortoni Simone,2013,20
Stortoni Simone,2015,20
Strauss Marcel,2003,14
Strauss Marcel,2004,21
Strauss Marcel,2005,21
Strazzer Massimo,1998,23
Strazzer Massimo,1999,22
Strazzer Massimo,2001,21
Strazzer Massimo,2002,21
Strazzer Massimo,2004,11
Streel Marc,1998,18
Streel Marc,2002,15
Stremersch Tom,2003,21
Stubbe Tom,2008,2
Stuyven Jasper,2017,21
Sunderland Scott,2003,21
Sutherland Rory,2005,21
Sutherland Rory,2013,20
Sutherland Rory,2016,21
Sutherland Rory,2017,21
Sutton Chris,2008,15
Sutton Chris,2010,20
Sutton Chris,2014,20
Svorada Jan,1999,11
Svorada Jan,2000,22
Svorada Jan,2003,21
Svorada Jan,2004,18
Swift Ben,2009,20
Swift Ben,2014,20
Szmyd Sylwester,2002,21
Szmyd Sylwester,2003,21
Szmyd Sylwester,2004,21
Szmyd Sylwester,2005,21
Szmyd Sylwester,2006,20
Szmyd Sylwester,2007,20
Szmyd Sylwester,2008,20
Szmyd Sylwester,2009,20
Szmyd Sylwester,2010,20
Szmyd Sylwester,2011,19
Szmyd Sylwester,2012,1
Szmyd Sylwester,2015,20
Taaram\xe4e Rein,2016,21
Taborre Fabio,2011,19
Taborre Fabio,2013,10
Tafi Andrea,1999,22
Talabardon Yannick,2005,21
Talabardon Yannick,2006,20
Tamouridis Ioannis,2013,20
Tani David,1998,23
Tankink Bram,2011,19
Tankink Bram,2016,21
Tankink Bram,2017,19
Tanner David,2014,20
Tauler Toni,1998,16
Tauler Toni,2005,21
Teklehaimanot Daniel,2017,21
Tessier Jean-Michel,2000,16
Teteriouk Andrei,1999,22
Teuns Dylan,2017,21
Teutenberg Sven,2002,13
Thomas Geraint,2008,20
Thomas Geraint,2012,1
Thomas Geraint,2017,13
Thomson Jay Robert,2016,21
Thurau Bjorn,2014,15
Timmer Albert,2013,20
Timmer Albert,2014,20
Timmer Albert,2016,21
Tiralongo Paolo,2003,12
Tiralongo Paolo,2005,21
Tiralongo Paolo,2006,20
Tiralongo Paolo,2007,20
Tiralongo Paolo,2009,20
Tiralongo Paolo,2010,5
Tiralongo Paolo,2011,19
Tiralongo Paolo,2012,1
Tiralongo Paolo,2013,20
Tiralongo Paolo,2014,20
Tiralongo Paolo,2015,20
Tiralongo Paolo,2017,21
Tjallingii Maarten,2009,20
Tjallingii Maarten,2013,20
Tjallingii Maarten,2014,20
Tjallingii Maarten,2015,20
Tjallingii Maarten,2016,21
Tondo Xavier,2010,19
Tonetti Gianluca,2001,9
Tonetti Gianluca,2003,21
Tonkov Pavel,1998,23
Tonkov Pavel,2000,22
Tonkov Pavel,2002,21
Tonkov Pavel,2003,14
Tonkov Pavel,2004,21
Tonti Andrea,2000,22
Tonti Andrea,2003,21
Tonti Andrea,2004,21
Tonti Andrea,2005,21
Tonti Andrea,2007,1
Tonti Andrea,2008,20
Torres Rodolfo Andres,2014,20
Tosatto Matteo,1999,22
Tosatto Matteo,2000,17
Tosatto Matteo,2001,21
Tosatto Matteo,2002,21
Tosatto Matteo,2003,18
Tosatto Matteo,2004,21
Tosatto Matteo,2005,21
Tosatto Matteo,2007,20
Tosatto Matteo,2010,20
Tosatto Matteo,2011,19
Tosatto Matteo,2012,1
Tosatto Matteo,2015,20
Tosatto Matteo,2016,21
Totschnig Georg,2002,21
Totschnig Georg,2003,21
Trampusch Gerhard,2003,21
Trampusch Gerhard,2004,21
Tratnik Jan,2017,21
Trenti Guido,1999,22
Trenti Guido,2000,22
Trenti Guido,2001,21
Trenti Guido,2002,21
Trenti Guido,2003,18
Trentin Guido,2005,21
Trentin Guido,2006,20
Trentin Matteo,2013,20
Trentin Matteo,2016,21
Trofimov Yuri,2010,20
Trofimov Yuri,2013,20
Trofimov Yuri,2015,20
Trombetta Guido,1999,7
Tronca Amilcare,1998,23
Tronca Amilcare,1999,22
Trusov Nikolay,2007,20
Trusov Nikolay,2008,20
Tsatevich Alexey,2016,10
Tsatevich Alexey,2017,21
Tschopp Johann,2005,21
Tschopp Johann,2006,20
Tschopp Johann,2009,20
Tschopp Johann,2010,20
Tschopp Johann,2011,19
Tschopp Johann,2012,1
Tuft Svein,2010,20
Tuft Svein,2012,1
Tuft Svein,2013,20
Tuft Svein,2014,20
Tuft Svein,2016,21
Tuft Svein,2017,21
Tulik Angelo,2014,20
Turicchia Alain,1999,22
Turpin Ludovic,2010,20
Tvetcov Serghei,2015,20
Txurruka Amets,2012,1
Txurruka Amets,2016,21
Ugrumov Piotr,1998,23
Ugrumov Piotr,1999,6
Ulissi Diego,2011,19
Ulissi Diego,2012,1
Ulissi Diego,2014,17
Ulissi Diego,2015,20
Ulissi Diego,2016,21
Ullrich Jan,2001,21
Ullrich Jan,2006,19
Uran Rigoberto,2010,20
Uran Rigoberto,2012,1
Uran Rigoberto,2013,20
Uran Rigoberto,2014,20
Uran Rigoberto,2015,20
Uran Rigoberto,2016,21
Urban Malte,2002,21
Uria Jos\xe9 Manuel,1998,7
Uria Jos\xe9 Manuel,1999,19
Uria Jos\xe9 Manuel,2000,22
Uriarte Jose Ramon,1998,5
Urtasun Pablo,2013,5
Urweider Sascha,2005,21
Usano martinez Julian,2003,21
Usov Alexandre,2004,21
Usov Alexandre,2007,20
Usov Alexandre,2008,20
Utchakov Serhiy,1998,10
Vainsteins Romans,1999,12
Vaitkus Tomas,2004,11
Vaitkus Tomas,2006,12
Vakoc Petr,2015,20
Valentin Tristan,2007,20
Valjavec Tadej,2001,21
Valjavec Tadej,2004,21
Valjavec Tadej,2005,21
Valjavec Tadej,2006,20
Valjavec Tadej,2008,20
Valjavec Tadej,2009,20
Valls Rafael,2011,12
Valls Rafael,2013,20
Valoti Gianluca,1998,11
Valoti Gianluca,2001,21
Valoti Paolo,1999,22
Valoti Paolo,2000,18
Valverde Alejandro,2016,21
Van Bondt Geert,1998,18
Van Dyck Hendrik,1999,22
Van Hecke Preben,2006,20
Van Huffel Wim,2005,21
Van Huffel Wim,2006,20
Van Huffel Wim,2007,13
Van Huffel Wim,2008,20
Van Impe Kevin,2003,14
Van Kessel Miguel,1999,21
Van Kessel Miguel,2000,15
Van Lancker Kurt,2001,21
Van Lancker Kurt,2002,5
Van Zyl Johann,2016,21
Van Zyl Johann,2017,21
Van den Broeck Jurgen,2007,20
Van den Broeck Jurgen,2008,20
Van den Broeck Jurgen,2015,20
Van den Broeck Jurgen,2017,21
Van der Sande Tosh,2014,20
Vandborg Brian,2005,21
Vandborg Brian,2007,12
Vande Velde Christian,2005,21
Vande Velde Christian,2008,21
Vande Velde Christian,2009,1
Vande Velde Christian,2010,2
Vande Velde Christian,2012,1
Vande Velde Christian,2013,20
Vandewalle Kristof,2011,19
Vandewalle Kristof,2015,14
Vanendert Dennis,2012,1
Vanendert Dennis,2014,13
Vanendert Jelle,2009,12
Vanendert Jelle,2016,21
Vanotti Alessandro,2004,21
Vanotti Alessandro,2005,21
Vanotti Alessandro,2006,20
Vanotti Alessandro,2007,20
Vanotti Alessandro,2008,20
Vanotti Alessandro,2009,20
Vanotti Alessandro,2010,20
Vanotti Alessandro,2011,19
Vanotti Alessandro,2013,14
Vansevenant Wim,2000,19
Varriale Antonio,2000,10
Varriale Antonio,2001,21
Vasseur C\xe9dric,2005,21
Vatteroni Andrea,1998,23
Vaugrenard Benoit,2004,21
Vaugrenard Benoit,2016,21
Vaugrenard Benoit,2017,21
Veelers Tom,2014,20
Veikkanen Jussi,2006,20
Veikkanen Jussi,2007,20
Veikkanen Jussi,2008,20
Veikkanen Jussi,2011,19
Veikkanen Jussi,2012,1
Veikkanen Jussi,2014,20
Veikkanen Jussi,2015,20
Velasco Ivan,2007,20
Velasco Ivan,2008,20
Velo Marco,1998,23
Velo Marco,1999,20
Velo Marco,2000,13
Velo Marco,2001,21
Velo Marco,2003,21
Velo Marco,2004,21
Velo Marco,2005,21
Velo Marco,2008,20
Velo Marco,2010,20
Veloso Gustavo Cesar,2009,20
Veneberg Thorwald,2002,21
Veneberg Thorwald,2005,14
Venter Jaco,2016,21
Ventoso Francisco,2005,14
Ventoso Francisco,2011,11
Ventoso Francisco,2012,1
Ventoso Francisco,2013,20
Ventoso Francisco,2014,20
Ventoso Francisco,2017,21
Verbrugghe Ief,2001,21
Verbrugghe Ief,2002,13
Verbrugghe Ief,2003,14
Verbrugghe Ief,2004,21
Verbrugghe Rik,2001,19
Verbrugghe Rik,2002,21
Verbrugghe Rik,2003,4
Verbrugghe Rik,2006,15
Verbrugghe Rik,2008,9
Verdugo Gorka,2005,21
Verdugo Gorka,2013,20
Vergnani Marco,2000,22
Verheyen Geert,2002,21
Verheyen Geert,2004,21
Vermote Julien,2012,1
Vermote Julien,2013,20
Vermote Julien,2014,20
Verona Carlos,2016,21
Verona Carlos,2017,21
Verstrepen Johan,2003,21
Verstrepen Johan,2004,21
Vervaeke Louis,2015,15
Vest\xf6l Bjornar,2000,22
Veuchelen Frederik,2011,19
Veuchelen Frederik,2013,20
Vicioso \xc1ngel,2000,22
Vicioso \xc1ngel,2002,21
Vicioso \xc1ngel,2011,19
Vicioso \xc1ngel,2012,1
Vicioso \xc1ngel,2013,10
Vicioso \xc1ngel,2014,5
Vicioso \xc1ngel,2017,21
Vierhouten Aart,2000,15
Vierhouten Aart,2002,21
Vierhouten Aart,2003,8
Vierhouten Aart,2004,21
Vierhouten Aart,2005,14
Vigano Davide,2009,20
Vigano Davide,2011,3
Villa Marco,2001,21
Villella Davide,2014,5
Villella Davide,2015,20
Villella Davide,2017,21
Vinokourov Alexandre,2010,20
Virenque Richard,1999,22
Visconti Giovanni,2007,20
Visconti Giovanni,2008,20
Visconti Giovanni,2009,20
Visconti Giovanni,2011,19
Visconti Giovanni,2013,20
Visconti Giovanni,2015,20
Visconti Giovanni,2016,21
Visconti Giovanni,2017,20
Viviani Elia,2013,20
Viviani Elia,2014,20
Viviani Elia,2015,20
Viviani Elia,2016,8
Voeckler Thomas,2001,21
Voeckler Thomas,2007,6
Voeckler Thomas,2009,20
Voeckler Thomas,2010,20
Vogels Henk,2005,21
Vogels Henk,2006,20
Vogondy Nicolas,2000,22
Vogondy Nicolas,2004,21
Vogondy Nicolas,2006,20
Voigt Jens,2006,21
Voigt Jens,2008,20
Voigt Jens,2009,20
Vorganov Eduard,2009,20
Vorganov Eduard,2011,19
Vorganov Eduard,2014,20
Vorobyev Anton,2015,2
Vorobyev Anton,2016,21
Voskamp Bart,2000,22
Voss Paul,2010,14
Vrecer Robert,2013,20
Vries Pieter,1999,19
Vries Pieter,2000,22
Vuillermoz Alexis,2014,20
W\xfcst Marcel,1998,18
Wadecki Piotr,2004,16
Wagner Robert,2015,3
Walker William,2007,20
Warbasse Larry,2016,7
Watson Calvin,2015,20
Wauters Marc,2006,16
Wauters Willem,2013,20
Weening Pieter,2010,20
Weening Pieter,2011,19
Weening Pieter,2013,20
Weening Pieter,2014,13
Weening Pieter,2015,20
Wegelius Charles,2003,21
Wegelius Charles,2004,21
Wegelius Charles,2005,21
Wegelius Charles,2006,20
Wegelius Charles,2007,16
Wegelius Charles,2008,20
Wegelius Charles,2009,20
Wegelius Charles,2010,20
Wegmann Fabian,2004,21
Wegmann Fabian,2010,7
Wegmann Fabian,2011,3
Wegmann Fabian,2014,10
Weigold Steffen,2003,18
Wellens Tim,2014,20
Wellens Tim,2016,21
Werner Christian,2005,21
Weylandt Wouter,2010,11
Weylandt Wouter,2011,2
White Matthew,1998,18
White Matthew,2000,22
White Matthew,2005,21
White Matthew,2006,20
White Matthew,2007,20
Wielinga Remmert,2006,4
Wiggins Bradley,2003,18
Wiggins Bradley,2005,21
Wiggins Bradley,2008,20
Wiggins Bradley,2009,20
Wiggins Bradley,2010,20
Wiggins Bradley,2013,13
Willems Frederik,2013,20
Wilson Matthew,2004,21
Wilson Matthew,2005,21
Wilson Matthew,2011,15
Wilson Trent,2004,21
Wilson Trent,2005,21
Winn Julian,2003,21
Wisniowski Lukasz,2016,21
Woods Michael,2017,21
Wrolich Peter,2002,21
Wurf Cameron,2010,20
Wurf Cameron,2013,20
Wynants Maarten,2013,16
Wyss Danilo,2010,20
Wyss Danilo,2011,19
Wyss Danilo,2012,1
Wyss Danilo,2013,20
Wyss Danilo,2014,20
Wyss Marcel,2010,20
Wyss Marcel,2011,19
Wyss Marcel,2016,21
Xu Gang,2015,15
Yakovlev Serguei,2001,21
Yakovlev Serguei,2002,21
Yakovlev Serguei,2006,17
Yakovlev Serguei,2007,13
Yamamoto Genki,2016,21
Yates Adam,2017,21
Z\xfclle Alex,1998,23
Z\xfclle Alex,1999,15
Zaballa Constantino,2003,21
Zabel Erik,2005,21
Zabel Erik,2008,20
Zabel Rick,2015,20
Zabel Rick,2016,21
Zabriskie David,2005,21
Zabriskie David,2007,20
Zabriskie David,2009,20
Zahner Simon,2011,19
Zaina Enrico,1998,18
Zaina Enrico,1999,20
Zaina Enrico,2000,10
Zakarin Ilnur,2015,20
Zakarin Ilnur,2016,19
Zakarin Ilnur,2017,21
Zakirov Faat,2002,6
Zampieri Steve,2002,21
Zampieri Steve,2003,21
Zampieri Steve,2004,21
Zampieri Steve,2005,21
Zampieri Steve,2006,20
Zampieri Steve,2007,12
Zampieri Steve,2008,8
Zandio Xabier,2010,20
Zandio Xabier,2013,20
Zanette Denis,1998,18
Zanette Denis,1999,22
Zanette Denis,2000,17
Zanette Denis,2001,21
Zanette Denis,2002,21
Zanetti Aldo,1999,7
Zanetti Mauro,1998,23
Zanetti Mauro,1999,22
Zanini Stefano,2001,21
Zanini Stefano,2005,21
Zanini Stefano,2007,20
Zanotti Leonardo,2003,21
Zanotti Marco,1998,18
Zanotti Marco,2000,22
Zanotti Marco,2001,21
Zanotti Marco,2004,21
Zardini Edoardo,2013,20
Zardini Edoardo,2014,20
Zardini Edoardo,2015,20
Zarrabeitia Mikel,1999,22
Zaugg Oliver,2004,21
Zaugg Oliver,2005,12
Zaugg Oliver,2007,12
Zaugg Oliver,2011,3
Zaugg Oliver,2012,1
Zeits Andrey,2009,20
Zeits Andrey,2012,1
Zeits Andrey,2013,20
Zeits Andrey,2014,20
Zeits Andrey,2015,20
Zeits Andrey,2016,21
Zeits Andrey,2017,21
Zhupa Eugert,2015,20
Zhupa Eugert,2016,21
Zhupa Eugert,2017,21
Ziegler Thomas,2004,21
Ziegler Thomas,2005,14
Ziegler Thomas,2007,4
Zilioli Gianfranco,2015,20
Zilioli Gianfranco,2016,21
Zinetti Mauro,2000,22
Zinetti Mauro,2001,21
Zinetti Mauro,2002,26
Zinetti Mauro,2003,13
Zintchenko Andrei,1998,16
Zintchenko Andrei,1999,22
Zoidl Riccardo,2014,20
Zoidl Riccardo,2016,21
Zubeldia Haimar,2005,21
Zubeldia Joseba,2007,12
Zucchi Simone,1998,18
de Backer Bert,2013,20
de Backer Bert,2014,20
de Backer Bert,2015,20
de Backer Bert,2016,14
de Bie Sean,2016,21
de Bie Sean,2017,16
de Bonis Francesco,2009,20
de Buyst Jasper,2017,18
de Greef Francis,2008,20
de Greef Francis,2009,20
de Greef Francis,2010,20
de Greef Francis,2011,19
de Greef Francis,2012,1
