Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,stage,year,▼▲
22.0,26.0,158,+20:35,,157,Jaksche Jörg,158,Team Telekom,20:35 20:35,+0:04,4,1999,▼1
28.0,183.0,159,+20:38,,159,Derame Pascal,159,US Postal Service,20:38 20:38,+0:04,4,1999,-
29.0,112.0,160,+20:42,,160,Castelblanco José Joaquin,160,Kelme - Costa Blanca,20:42 20:42,+0:04,4,1999,-
25.0,166.0,161,+20:43,,161,Navas David,161,Banesto,20:43 20:43,+0:04,4,1999,-
25.0,83.0,162,+20:48,,162,Demarbaix Sebastien,162,Lotto - Mobistar,20:48 20:48,+0:04,4,1999,-
29.0,12.0,163,+20:52,,163,Artunghi Marco,163,Mercatone Uno - Bianchi,20:52 20:52,+0:04,4,1999,-
24.0,194.0,164,+20:52,,164,Da Cruz Carlos,164,BigMat - Auber 93,",, 20:52",+0:04,4,1999,-
27.0,27.0,165,+20:54,,165,Schaffrath Jan,165,Team Telekom,20:54 20:54,+0:04,4,1999,-
30.0,4.0,166,+20:55,,166,Farazijn Peter,166,Cofidis,20:55 20:55,+0:04,4,1999,-
25.0,177.0,167,+21:06,,167,Mazzanti Luca,167,Cantina Tollo - Alexia Alluminio,21:06 21:06,+0:04,4,1999,-
23.0,7.0,168,+21:14,,168,Loder Thierry,168,Cofidis,21:14 21:14,+0:04,4,1999,-
23.0,199.0,169,+21:27,,169,Sweet Jay,169,BigMat - Auber 93,21:27 21:27,+0:04,4,1999,-
32.0,84.0,170,+21:46,,170,Durand Jacky,170,Lotto - Mobistar,21:46 21:46,+0:04,4,1999,-
23.0,174.0,171,+22:07,,171,Di Biase Moreno,171,Cantina Tollo - Alexia Alluminio,22:07 22:07,+0:04,4,1999,-
28.0,75.0,172,+22:25,,172,Fagnini Gian Matteo,172,Saeco - Cannondale,22:25 22:25,+0:04,4,1999,-
24.0,175.0,173,+23:04,,173,Giunti Massimo,173,Cantina Tollo - Alexia Alluminio,23:04 23:04,+0:04,4,1999,-
26.0,19.0,174,+24:03,,174,Napolitano Massimiliano,174,Mercatone Uno - Bianchi,24:03 24:03,+0:04,4,1999,-
31.0,15.0,175,+25:30,,175,Coppolillo Michele,175,Mercatone Uno - Bianchi,25:30 25:30,+1:20,4,1999,-
26.0,79.0,176,+29:44,,176,Secchiari Francesco,176,Saeco - Cannondale,29:44 29:44,+0:04,4,1999,-
23.0,102.0,177,+32:47,,177,Belohvoščiks Raivis,177,Lampre - Daikin - Colnago,32:47 32:47,+0:04,4,1999,-
29.0,96.0,1,+0:00,,1,Kirsipuu Jaan,1,Casino - AG2R,22:47:00 22:47:00,+0:00,5,1999,-
27.0,39.0,2,+0:17,,3,Steels Tom,2,Mapei - Quickstep,0:17 0:17,-0:04,5,1999,▲1
25.0,136.0,3,+0:24,,2,O'Grady Stuart,3,Credit agricole,0:24 0:24,+0:08,5,1999,▼1
27.0,181.0,4*,+0:32,,4*,Armstrong Lance,4*,US Postal Service,0:32 0:32,+0:08,5,1999,-
32.0,71.0,5,+0:32,,9,Cipollini Mario,5,Saeco - Cannondale,",, 0:32",-0:12,5,1999,▲4
29.0,21.0,6,+0:40,,5,Zabel Erik,6,Team Telekom,0:40 0:40,+0:08,5,1999,▼1
29.0,51.0,7,+0:43,,6,Olano Abraham,7,O.N.C.E. - Deutsche Bank,0:43 0:43,+0:08,5,1999,▼1
26.0,185.0,8,+0:46,,7,Hincapie George,8,US Postal Service,0:46 0:46,+0:08,5,1999,▼1
28.0,148.0,9,+0:47,,8,Moreau Christophe,9,Festina - Lotus,0:47 0:47,+0:08,5,1999,▼1
25.0,91.0,10,+0:53,,10,Vinokourov Alexandre,10,Casino - AG2R,0:53 0:53,+0:08,5,1999,-
25.0,55.0,11,+0:53,,11,González Santos,11,O.N.C.E. - Deutsche Bank,",, 0:53",+0:08,5,1999,-
27.0,57.0,12,+0:55,,12,Peron Andrea,12,O.N.C.E. - Deutsche Bank,0:55 0:55,+0:08,5,1999,-
23.0,188.0,13,+0:55,,13,Vande Velde Christian,13,US Postal Service,",, 0:55",+0:08,5,1999,-
30.0,74.0,14,+0:55,,14,Dufaux Laurent,14,Saeco - Cannondale,",, 0:55",+0:08,5,1999,-
26.0,121.0,15,+0:58,,15,Casero Ángel Luis,15,Vitalicio Seguros - Grupo Generali,0:58 0:58,+0:08,5,1999,-
30.0,31.0,16,+1:00,,16,Tonkov Pavel,16,Mapei - Quickstep,1:00 1:00,+0:08,5,1999,-
30.0,131.0,17,+1:00,,17,Simon François,17,Credit agricole,",, 1:00",+0:08,5,1999,-
27.0,139.0,18,+1:00,,36,Voigt Jens,18,Credit agricole,",, 1:00",-0:04,5,1999,▲18
27.0,1.0,19,+1:00,,18,Julich Bobby,19,Cofidis,",, 1:00",+0:08,5,1999,▼1
29.0,126.0,20,+1:01,,19,González de Galdeano Álvaro,20,Vitalicio Seguros - Grupo Generali,1:01 1:01,+0:08,5,1999,▼1
28.0,42.0,21,+1:01,,20,Dekker Erik,21,Rabobank ProTeam,",, 1:01",+0:08,5,1999,▼1
26.0,77.0,22,+1:03,,21,Savoldelli Paolo,22,Saeco - Cannondale,1:03 1:03,+0:08,5,1999,▼1
30.0,44.0,23,+1:04,,22,Jonker Patrick,23,Rabobank ProTeam,1:04 1:04,+0:08,5,1999,▼1
25.0,99.0,24,+1:04,,23,Salmon Benoît,24,Casino - AG2R,",, 1:04",+0:08,5,1999,▼1
24.0,132.0,25,+1:05,,24,Bäckstedt Magnus,25,Credit agricole,1:05 1:05,+0:08,5,1999,▼1
30.0,156.0,26,+1:05,,25,Mengin Christophe,26,La Française des Jeux,",, 1:05",+0:08,5,1999,▼1
26.0,38.0,27,+1:06,,26,Nardello Daniele,27,Mapei - Quickstep,1:06 1:06,+0:08,5,1999,▼1
28.0,155.0,28,+1:07,,27,Heulot Stephane,28,La Française des Jeux,1:07 1:07,+0:08,5,1999,▼1
28.0,149.0,29,+1:07,,28,Rous Didier,29,Festina - Lotus,",, 1:07",+0:08,5,1999,▼1
24.0,81.0,30,+1:07,,29,Aerts Mario,30,Lotto - Mobistar,",, 1:07",+0:08,5,1999,▼1
25.0,138.0,31,+1:08,,30,Vogels Henk,31,Credit agricole,1:08 1:08,+0:08,5,1999,▼1
25.0,53.0,32,+1:08,,31,Etxebarria David,32,O.N.C.E. - Deutsche Bank,",, 1:08",+0:08,5,1999,▼1
27.0,93.0,33,+1:09,,37,Bessy Frédéric,33,Casino - AG2R,1:09 1:09,+0:04,5,1999,▲4
26.0,52.0,34,+1:09,,32,Diaz Rafael,34,O.N.C.E. - Deutsche Bank,",, 1:09",+0:08,5,1999,▼2
30.0,157.0,35,+1:10,,33,Michaelsen Lars,35,La Française des Jeux,1:10 1:10,+0:08,5,1999,▼2
32.0,22.0,36,+1:10,,34,Bolts Udo,36,Team Telekom,",, 1:10",+0:08,5,1999,▼2
25.0,56.0,37,+1:10,,35,Pérez Luis,37,O.N.C.E. - Deutsche Bank,",, 1:10",+0:08,5,1999,▼2
24.0,73.0,38,+1:13,,38,Commesso Salvatore,38,Saeco - Cannondale,1:13 1:13,+0:08,5,1999,-
26.0,37.0,39,+1:13,,39,Merckx Axel,39,Mapei - Quickstep,",, 1:13",+0:08,5,1999,-
26.0,59.0,40,+1:14,,40,Serrano Marcos Antonio,40,O.N.C.E. - Deutsche Bank,1:14 1:14,+0:08,5,1999,-
28.0,29.0,41,+1:14,,41,Wesemann Steffen,41,Team Telekom,",, 1:14",+0:08,5,1999,-
31.0,94.0,42,+1:16,,42,Chanteur Pascal,42,Casino - AG2R,1:16 1:16,+0:08,5,1999,-
26.0,101.0,43,+1:16,,43,Serpellini Marco,43,Lampre - Daikin - Colnago,",, 1:16",+0:08,5,1999,-
29.0,24.0,44,+1:17,,44,Guerini Giuseppe,44,Team Telekom,1:17 1:17,+0:08,5,1999,-
27.0,122.0,45,+1:18,,45,Aggiano Elio,45,Vitalicio Seguros - Grupo Generali,1:18 1:18,+0:08,5,1999,-
26.0,186.0,46,+1:19,,46,Livingston Kevin,46,US Postal Service,1:19 1:19,+0:08,5,1999,-
33.0,33.0,47,+1:19,,47,Faresin Gianni,47,Mapei - Quickstep,",, 1:19",+0:08,5,1999,-
32.0,147.0,48,+1:19,,48,Madouas Laurent,48,Festina - Lotus,",, 1:19",+0:08,5,1999,-
36.0,192.0,49,+1:20,,49,Bourguignon Thierry,49,BigMat - Auber 93,1:20 1:20,+0:08,5,1999,-
35.0,23.0,50,+1:20,,50,Elli Alberto,50,Team Telekom,",, 1:20",+0:08,5,1999,-
28.0,34.0,51,+1:21,,51,Fernandez Gines Manuel,51,Mapei - Quickstep,1:21 1:21,+0:08,5,1999,-
25.0,11.0,52,+1:22,,52,Garzelli Stefano,52,Mercatone Uno - Bianchi,1:22 1:22,+0:08,5,1999,-
31.0,111.0,53,+1:23,,53,Escartin Fernando,53,Kelme - Costa Blanca,1:23 1:23,+0:08,5,1999,-
29.0,69.0,54,+1:23,,54,Virenque Richard,54,Polti,",, 1:23",+0:08,5,1999,-
30.0,108.0,55,+1:26,,55,Svorada Ján,55,Lampre - Daikin - Colnago,1:26 1:26,+0:08,5,1999,-
30.0,43.0,56,+1:26,,56,den Bakker Maarten,56,Rabobank ProTeam,",, 1:26",+0:08,5,1999,-
36.0,66.0,57,+1:26,,57,Martinello Silvio,57,Polti,",, 1:26",+0:08,5,1999,-
21.0,153.0,58,+1:27,,58,Casper Jimmy,58,La Française des Jeux,1:27 1:27,+0:08,5,1999,-
31.0,193.0,59,+1:27,,59,Capelle Christophe,59,BigMat - Auber 93,",, 1:27",+0:08,5,1999,-
29.0,171.0,60,+1:28,,60,Hamburger Bo,60,Cantina Tollo - Alexia Alluminio,1:28 1:28,+0:08,5,1999,-
28.0,124.0,61,+1:28,,61,Cerezo Francisco,61,Vitalicio Seguros - Grupo Generali,",, 1:28",+0:08,5,1999,-
34.0,78.0,62,+1:28,,62,Scirea Mario,62,Saeco - Cannondale,",, 1:28",+0:08,5,1999,-
27.0,95.0,63,+1:29,,63,Gougot Fabrice,63,Casino - AG2R,1:29 1:29,+0:08,5,1999,-
31.0,32.0,64,+1:30,,64,Bramati Davide,64,Mapei - Quickstep,1:30 1:30,+0:08,5,1999,-
24.0,82.0,65,+1:36,,65,De Waele Fabian,65,Lotto - Mobistar,1:36 1:36,+0:08,5,1999,-
33.0,107.0,66,+1:42,,66,Spruch Zbigniew,66,Lampre - Daikin - Colnago,1:42 1:42,+0:08,5,1999,-
25.0,134.0,67,+1:47,,67,Hinault Sébastien,67,Credit agricole,1:47 1:47,+0:08,5,1999,-
28.0,191.0,68,+1:47,,68,Auger Ludovic,68,BigMat - Auber 93,",, 1:47",+0:08,5,1999,-
28.0,144.0,69,+1:49,,69,Huser Rolf,69,Festina - Lotus,1:49 1:49,+0:08,5,1999,-
32.0,182.0,70,+1:57,,70,Andreu Frankie,70,US Postal Service,1:57 1:57,+0:08,5,1999,-
27.0,154.0,71,+2:39,,72,Guesdon Frédéric,71,La Française des Jeux,2:39 2:39,+0:08,5,1999,▲1
30.0,25.0,72,+3:21,,71,Hundertmarck Kai,72,Team Telekom,3:21 3:21,+0:51,5,1999,▼1
29.0,3.0,73,+6:08,,73,Desbiens Laurent,73,Cofidis,6:08 6:08,+0:08,5,1999,-
29.0,5.0,74,+6:37,,74,Lamour Claude,74,Cofidis,6:37 6:37,+0:08,5,1999,-
31.0,161.0,75,+6:42,,75,Zülle Alex,75,Banesto,6:42 6:42,+0:08,5,1999,-
30.0,97.0,76,+6:58,,76,Maignan Gilles,76,Casino - AG2R,6:58 6:58,+0:08,5,1999,-
28.0,184.0,77,+7:02,,77,Hamilton Tyler,77,US Postal Service,7:02 7:02,+0:08,5,1999,-
25.0,158.0,78,+7:11,,79,Morin Anthony,78,La Française des Jeux,7:11 7:11,+0:08,5,1999,▲1
28.0,162.0,79,+7:11,,80,Arrieta José Luis,79,Banesto,",, 7:11",+0:08,5,1999,▲1
28.0,16.0,80,+7:12,,81,Fincato Marco,80,Mercatone Uno - Bianchi,7:12 7:12,+0:08,5,1999,▲1
27.0,143.0,81,+7:12,,82,Hernandez Jaime Javier,81,Festina - Lotus,",, 7:12",+0:08,5,1999,▲1
30.0,195.0,82,+7:14,,89,Gouvenou Thierry,82,BigMat - Auber 93,7:14 7:14,+0:04,5,1999,▲7
30.0,145.0,83,+7:14,,83,Jeker Fabian,83,Festina - Lotus,",, 7:14",+0:08,5,1999,-
28.0,104.0,84,+7:14,,84,Padrnos Pavel,84,Lampre - Daikin - Colnago,",, 7:14",+0:08,5,1999,-
28.0,141.0,85,+7:14,,85,Belli Wladimir,85,Festina - Lotus,",, 7:14",+0:08,5,1999,-
29.0,76.0,86,+7:16,,86,Meier Armin,86,Saeco - Cannondale,7:16 7:16,+0:08,5,1999,-
31.0,6.0,87,+7:16,,87,Lelli Massimiliano,87,Cofidis,",, 7:16",+0:08,5,1999,-
24.0,127.0,88,+7:17,,88,Horrillo Pedro,88,Vitalicio Seguros - Grupo Generali,7:17 7:17,+0:08,5,1999,-
28.0,163.0,89,+7:19,,90,Beltrán Manuel,89,Banesto,7:19 7:19,+0:08,5,1999,▲1
32.0,123.0,90,+7:20,,91,Buenahora Hernan,90,Vitalicio Seguros - Grupo Generali,7:20 7:20,+0:08,5,1999,▲1
33.0,187.0,91,+7:21,,92,Meinert-Nielsen Peter,91,US Postal Service,7:21 7:21,+0:08,5,1999,▲1
29.0,151.0,92,+7:22,,93,Robin Jean-Cyril,92,La Française des Jeux,7:22 7:22,+0:08,5,1999,▲1
27.0,86.0,93,+7:22,,94,van de Wouwer Kurt,93,Lotto - Mobistar,",, 7:22",+0:08,5,1999,▲1
30.0,61.0,94,+7:22,,95,Gotti Ivan,94,Polti,",, 7:22",+0:08,5,1999,▲1
25.0,68.0,95,+7:22,,96,Sacchi Fabio,95,Polti,",, 7:22",+0:08,5,1999,▲1
27.0,198.0,96,+7:23,,97,Sivakov Alexei,96,BigMat - Auber 93,7:23 7:23,+0:08,5,1999,▲1
29.0,17.0,97,+7:24,,98,Forconi Riccardo,97,Mercatone Uno - Bianchi,7:24 7:24,+0:08,5,1999,▲1
34.0,14.0,98,+7:25,,99,Conti Roberto,98,Mercatone Uno - Bianchi,7:25 7:25,+0:08,5,1999,▲1
27.0,118.0,99,+7:26,,100,Pascual Rodríguez Javier,99,Kelme - Costa Blanca,7:26 7:26,+0:08,5,1999,▲1
27.0,46.0,100,+7:28,,101,McEwen Robbie,100,Rabobank ProTeam,7:28 7:28,+0:08,5,1999,▲1
23.0,125.0,101,+7:31,,102,García Francisco Tomas,101,Vitalicio Seguros - Grupo Generali,7:31 7:31,+0:08,5,1999,▲1
25.0,113.0,102,+7:31,,103,Contreras Carlos Alberto,102,Kelme - Costa Blanca,",, 7:31",+0:08,5,1999,▲1
25.0,9.0,103,+7:33,,104,Rinero Christophe,103,Cofidis,7:33 7:33,+0:08,5,1999,▲1
25.0,159.0,104,+7:35,,105,Nazon Damien,104,La Française des Jeux,7:35 7:35,+0:08,5,1999,▲1
27.0,64.0,105,+7:35,,106,Crepaldi Mirco,105,Polti,",, 7:35",+0:08,5,1999,▲1
31.0,63.0,106,+7:36,,107,Cattai Stefano,106,Polti,7:36 7:36,+0:08,5,1999,▲1
28.0,105.0,107,+7:37,,112,Piccoli Mariano,107,Lampre - Daikin - Colnago,7:37 7:37,+0:04,5,1999,▲5
27.0,41.0,108,+7:37,,108,Boogerd Michael,108,Rabobank ProTeam,",, 7:37",+0:08,5,1999,-
25.0,45.0,109,+7:38,,109,Lotz Marc,109,Rabobank ProTeam,7:38 7:38,+0:08,5,1999,-
28.0,137.0,110,+7:39,,110,Vasseur Cédric,110,Credit agricole,7:39 7:39,+0:08,5,1999,-
29.0,119.0,111,+7:39,,111,Vidal José Angel,111,Kelme - Costa Blanca,",, 7:39",+0:08,5,1999,-
30.0,35.0,112,+7:41,,113,Lanfranchi Paolo,112,Mapei - Quickstep,7:41 7:41,+0:08,5,1999,▲1
33.0,18.0,113,+7:43,,114,Konishev Dimitri,113,Mercatone Uno - Bianchi,7:43 7:43,+0:08,5,1999,▲1
31.0,128.0,114,+7:50,,115,Indurain Prudencio,114,Vitalicio Seguros - Grupo Generali,7:50 7:50,+0:08,5,1999,▲1
31.0,109.0,115,+7:51,,116,Verstrepen Johan,115,Lampre - Daikin - Colnago,7:51 7:51,+0:08,5,1999,▲1
26.0,98.0,116,+7:51,,78,Oriol Christophe,116,Casino - AG2R,",, 7:51",+0:51,5,1999,▼38
24.0,116.0,117,+7:53,,117,Otxoa Javier,117,Kelme - Costa Blanca,7:53 7:53,+0:08,5,1999,-
30.0,13.0,118,+7:54,,118,Barbero Sergio,118,Mercatone Uno - Bianchi,7:54 7:54,+0:08,5,1999,-
26.0,92.0,119,+8:11,,119,Barthe Stéphane,119,Casino - AG2R,8:11 8:11,+0:08,5,1999,-
29.0,178.0,120,+8:12,,120,Minali Nicola,120,Cantina Tollo - Alexia Alluminio,8:12 8:12,+0:08,5,1999,-
26.0,88.0,121,+8:20,,121,Verheyen Geert,121,Lotto - Mobistar,8:20 8:20,+0:08,5,1999,-
26.0,85.0,122,+8:28,,122,Marichal Thierry,122,Lotto - Mobistar,8:28 8:28,+0:08,5,1999,-
27.0,62.0,123,+9:52,,123,Brasi Rossano,123,Polti,9:52 9:52,+0:08,5,1999,-
27.0,173.0,124,+10:20,,124,Colombo Gabriele,124,Cantina Tollo - Alexia Alluminio,10:20 10:20,+0:08,5,1999,-
26.0,164.0,125,+10:30,,125,Garcia José Vicente,125,Banesto,10:30 10:30,+0:08,5,1999,-
30.0,133.0,126,+16:04,,126,Boardman Chris,126,Credit agricole,16:04 16:04,+0:08,5,1999,-
24.0,87.0,127,+16:06,,127,Verbrugghe Rik,127,Lotto - Mobistar,16:06 16:06,+0:08,5,1999,-
31.0,142.0,128,+16:09,,128,Brochard Laurent,128,Festina - Lotus,16:09 16:09,+0:08,5,1999,-
28.0,169.0,129,+16:17,,129,Solaun Cesar,129,Banesto,16:17 16:17,+0:08,5,1999,-
26.0,129.0,130,+16:21,,130,Salmeron Gines,130,Vitalicio Seguros - Grupo Generali,16:21 16:21,+0:08,5,1999,-
23.0,146.0,131,+16:24,,131,Lefèvre Laurent,131,Festina - Lotus,16:24 16:24,+0:08,5,1999,-
23.0,165.0,132,+16:24,,132,Mancebo Francisco,132,Banesto,",, 16:24",+0:08,5,1999,-
26.0,58.0,133,+16:32,,133,Rebollo José Luis,133,O.N.C.E. - Deutsche Bank,16:32 16:32,+0:08,5,1999,-
29.0,168.0,134,+16:32,,134,Peña Miguel Ángel,134,Banesto,",, 16:32",+0:08,5,1999,-
28.0,28.0,135,+16:34,,135,Totschnig Georg,135,Team Telekom,16:34 16:34,+0:08,5,1999,-
28.0,49.0,136,+16:35,,136,Zberg Beat,136,Rabobank ProTeam,16:35 16:35,+0:08,5,1999,-
23.0,106.0,137,+16:39,,139,Pinotti Marco,137,Lampre - Daikin - Colnago,16:39 16:39,+0:08,5,1999,▲2
26.0,89.0,138,+16:40,,140,Wuyts Peter,138,Lotto - Mobistar,16:40 16:40,+0:08,5,1999,▲2
24.0,176.0,139,+16:43,,141,Ljungqvist Marcus,139,Cantina Tollo - Alexia Alluminio,16:43 16:43,+0:08,5,1999,▲2
25.0,135.0,140,+16:44,,143,Langella Anthony,140,Credit agricole,16:44 16:44,+0:08,5,1999,▲3
23.0,2.0,141,+16:48,,144,De Wolf Steve,141,Cofidis,16:48 16:48,+0:08,5,1999,▲3
32.0,172.0,142,+16:51,,145,Baronti Alessandro,142,Cantina Tollo - Alexia Alluminio,16:51 16:51,+0:08,5,1999,▲3
29.0,65.0,143,+16:52,,146,Goubert Stéphane,143,Polti,16:52 16:52,+0:08,5,1999,▲3
28.0,197.0,144,+16:55,,147,Rault Dominique,144,BigMat - Auber 93,16:55 16:55,+0:08,5,1999,▲3
27.0,196.0,145,+16:56,,148,Lebreton Lylian,145,BigMat - Auber 93,16:56 16:56,+0:08,5,1999,▲3
34.0,67.0,146,+17:04,,149,Pellicioli Oscar,146,Polti,17:04 17:04,+0:08,5,1999,▲3
26.0,114.0,147,+17:14,,150,De Los Angeles Juan José,147,Kelme - Costa Blanca,17:14 17:14,+0:08,5,1999,▲3
25.0,115.0,148,+17:18,,151,Gomez Jose Javier,148,Kelme - Costa Blanca,17:18 17:18,+0:08,5,1999,▲3
30.0,36.0,149,+17:26,,142,Leysen Bart,149,Mapei - Quickstep,17:26 17:26,+0:51,5,1999,▼7
34.0,103.0,150,+17:28,,153,Dierckxsens Ludo,150,Lampre - Daikin - Colnago,17:28 17:28,+0:08,5,1999,▲3
27.0,47.0,151,+17:58,,137,van Bon Léon,151,Rabobank ProTeam,17:58 17:58,+1:30,5,1999,▼14
34.0,72.0,152,+18:10,,152,Calcaterra Giuseppe,152,Saeco - Cannondale,18:10 18:10,+0:51,5,1999,-
26.0,179.0,153,+20:30,,154,Mondini Gianpaolo,153,Cantina Tollo - Alexia Alluminio,20:30 20:30,+0:08,5,1999,▲1
28.0,167.0,154,+20:33,,155,Odriozola Jon,154,Banesto,20:33 20:33,+0:08,5,1999,▲1
31.0,8.0,155,+20:38,,156,Meier Roland,155,Cofidis,20:38 20:38,+0:08,5,1999,▲1
25.0,152.0,156,+20:39,,157,Bassons Christophe,156,La Française des Jeux,20:39 20:39,+0:08,5,1999,▲1
22.0,26.0,157,+20:43,,158,Jaksche Jörg,157,Team Telekom,20:43 20:43,+0:08,5,1999,▲1
29.0,112.0,158,+20:50,,160,Castelblanco José Joaquin,158,Kelme - Costa Blanca,20:50 20:50,+0:08,5,1999,▲2
25.0,166.0,159,+20:51,,161,Navas David,159,Banesto,20:51 20:51,+0:08,5,1999,▲2
24.0,194.0,160,+20:54,,164,Da Cruz Carlos,160,BigMat - Auber 93,20:54 20:54,+0:02,5,1999,▲4
25.0,83.0,161,+20:56,,162,Demarbaix Sebastien,161,Lotto - Mobistar,20:56 20:56,+0:08,5,1999,▲1
29.0,12.0,162,+21:00,,163,Artunghi Marco,162,Mercatone Uno - Bianchi,21:00 21:00,+0:08,5,1999,▲1
27.0,27.0,163,+21:02,,165,Schaffrath Jan,163,Team Telekom,21:02 21:02,+0:08,5,1999,▲2
30.0,4.0,164,+21:03,,166,Farazijn Peter,164,Cofidis,21:03 21:03,+0:08,5,1999,▲2
25.0,177.0,165,+21:14,,167,Mazzanti Luca,165,Cantina Tollo - Alexia Alluminio,21:14 21:14,+0:08,5,1999,▲2
23.0,199.0,166,+21:35,,169,Sweet Jay,166,BigMat - Auber 93,21:35 21:35,+0:08,5,1999,▲3
28.0,183.0,167,+21:45,,159,Derame Pascal,167,US Postal Service,21:45 21:45,+1:07,5,1999,▼8
23.0,7.0,168,+22:05,,168,Loder Thierry,168,Cofidis,22:05 22:05,+0:51,5,1999,-
23.0,174.0,169,+22:15,,171,Di Biase Moreno,169,Cantina Tollo - Alexia Alluminio,22:15 22:15,+0:08,5,1999,▲2
28.0,75.0,170,+22:33,,172,Fagnini Gian Matteo,170,Saeco - Cannondale,22:33 22:33,+0:08,5,1999,▲2
32.0,84.0,171,+22:49,,170,Durand Jacky,171,Lotto - Mobistar,22:49 22:49,+1:03,5,1999,▼1
24.0,175.0,172,+23:12,,173,Giunti Massimo,172,Cantina Tollo - Alexia Alluminio,23:12 23:12,+0:08,5,1999,▲1
26.0,19.0,173,+24:11,,174,Napolitano Massimiliano,173,Mercatone Uno - Bianchi,24:11 24:11,+0:08,5,1999,▲1
31.0,15.0,174,+26:58,,175,Coppolillo Michele,174,Mercatone Uno - Bianchi,26:58 26:58,+1:28,5,1999,▲1
26.0,79.0,175,+29:52,,176,Secchiari Francesco,175,Saeco - Cannondale,29:52 29:52,+0:08,5,1999,▲1
23.0,102.0,176,+32:55,,177,Belohvoščiks Raivis,176,Lampre - Daikin - Colnago,32:55 32:55,+0:08,5,1999,▲1
29.0,96.0,1,+0:00,,1,Kirsipuu Jaan,1,Casino - AG2R,26:57:55 26:57:55,+0:00,6,1999,-
32.0,71.0,2,+0:26,,5,Cipollini Mario,2,Saeco - Cannondale,0:26 0:26,-0:06,6,1999,▲3
27.0,39.0,3,+0:31,,2,Steels Tom,3,Mapei - Quickstep,0:31 0:31,+0:14,6,1999,▼1
25.0,136.0,4,+0:38,,3,O'Grady Stuart,4,Credit agricole,0:38 0:38,+0:14,6,1999,▼1
29.0,21.0,5,+0:38,,6,Zabel Erik,5,Team Telekom,",, 0:38",-0:02,6,1999,▲1
27.0,181.0,6*,+0:46,,4*,Armstrong Lance,6*,US Postal Service,0:46 0:46,+0:14,6,1999,-
29.0,51.0,7,+0:57,,7,Olano Abraham,7,O.N.C.E. - Deutsche Bank,0:57 0:57,+0:14,6,1999,-
26.0,185.0,8,+0:58,,8,Hincapie George,8,US Postal Service,0:58 0:58,+0:12,6,1999,-
28.0,148.0,9,+1:01,,9,Moreau Christophe,9,Festina - Lotus,1:01 1:01,+0:14,6,1999,-
30.0,131.0,10,+1:04,,17,Simon François,10,Credit agricole,1:04 1:04,+0:04,6,1999,▲7
25.0,91.0,11,+1:07,,10,Vinokourov Alexandre,11,Casino - AG2R,1:07 1:07,+0:14,6,1999,▼1
25.0,55.0,12,+1:07,,11,González Santos,12,O.N.C.E. - Deutsche Bank,",, 1:07",+0:14,6,1999,▼1
27.0,57.0,13,+1:09,,12,Peron Andrea,13,O.N.C.E. - Deutsche Bank,1:09 1:09,+0:14,6,1999,▼1
23.0,188.0,14,+1:09,,13,Vande Velde Christian,14,US Postal Service,",, 1:09",+0:14,6,1999,▼1
30.0,74.0,15,+1:09,,14,Dufaux Laurent,15,Saeco - Cannondale,",, 1:09",+0:14,6,1999,▼1
26.0,121.0,16,+1:12,,15,Casero Ángel Luis,16,Vitalicio Seguros - Grupo Generali,1:12 1:12,+0:14,6,1999,▼1
30.0,31.0,17,+1:14,,16,Tonkov Pavel,17,Mapei - Quickstep,1:14 1:14,+0:14,6,1999,▼1
27.0,139.0,18,+1:14,,18,Voigt Jens,18,Credit agricole,",, 1:14",+0:14,6,1999,-
27.0,1.0,19,+1:14,,19,Julich Bobby,19,Cofidis,",, 1:14",+0:14,6,1999,-
29.0,126.0,20,+1:15,,20,González de Galdeano Álvaro,20,Vitalicio Seguros - Grupo Generali,1:15 1:15,+0:14,6,1999,-
28.0,42.0,21,+1:15,,21,Dekker Erik,21,Rabobank ProTeam,",, 1:15",+0:14,6,1999,-
26.0,77.0,22,+1:17,,22,Savoldelli Paolo,22,Saeco - Cannondale,1:17 1:17,+0:14,6,1999,-
30.0,44.0,23,+1:18,,23,Jonker Patrick,23,Rabobank ProTeam,1:18 1:18,+0:14,6,1999,-
25.0,99.0,24,+1:18,,24,Salmon Benoît,24,Casino - AG2R,",, 1:18",+0:14,6,1999,-
24.0,132.0,25,+1:19,,25,Bäckstedt Magnus,25,Credit agricole,1:19 1:19,+0:14,6,1999,-
30.0,156.0,26,+1:19,,26,Mengin Christophe,26,La Française des Jeux,",, 1:19",+0:14,6,1999,-
26.0,38.0,27,+1:20,,27,Nardello Daniele,27,Mapei - Quickstep,1:20 1:20,+0:14,6,1999,-
28.0,155.0,28,+1:21,,28,Heulot Stephane,28,La Française des Jeux,1:21 1:21,+0:14,6,1999,-
28.0,149.0,29,+1:21,,29,Rous Didier,29,Festina - Lotus,",, 1:21",+0:14,6,1999,-
24.0,81.0,30,+1:21,,30,Aerts Mario,30,Lotto - Mobistar,",, 1:21",+0:14,6,1999,-
25.0,138.0,31,+1:22,,31,Vogels Henk,31,Credit agricole,1:22 1:22,+0:14,6,1999,-
25.0,53.0,32,+1:22,,32,Etxebarria David,32,O.N.C.E. - Deutsche Bank,",, 1:22",+0:14,6,1999,-
