Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,UCI,stage,year,▼▲
25.0,189.0,138.0,+28:57,23.0,Sieberg Marcel,22.0,Milram,28:57 28:57,,7,2007,▲1
23.0,197.0,141.0,+30:06,25.0,Navarro Daniel,23.0,Astana,30:06 30:06,,7,2007,▲2
25.0,209.0,142.0,+30:30,22.0,Ventoso Francisco José,24.0,Saunier Duval,30:30 30:30,,7,2007,▼2
24.0,22.0,143.0,+30:36,24.0,Burghardt Marcus,25.0,T-Mobile Team,30:36 30:36,,7,2007,▼1
21.0,215.0,160.0,+34:37,26.0,Thomas Geraint,26.0,Barloworld,34:37 34:37,,7,2007,-
24.0,96.0,161.0,+34:40,27.0,Krauß Sven,27.0,Gerolsteiner,34:40 34:40,,7,2007,-
23.0,134.0,170.0,+37:53,28.0,Feillu Romain,28.0,Agritubel,37:53 37:53,,7,2007,-
22.0,23.0,179.0,+44:44,29.0,Cavendish Mark,29.0,T-Mobile Team,44:44 44:44,,7,2007,-
24.0,25.0,2.0,+0:43,1.0,Gerdemann Linus,1.0,T-Mobile Team,39:38:25 39:38:25,,8,2007,-
24.0,112.0,8.0,+3:10,5.0,Contador Alberto,2.0,Discovery Channel,2:27 2:27,,8,2007,▲3
24.0,218.0,23.0,+6:18,7.0,Siutsou Kanstantsin,3.0,Barloworld,5:35 5:35,,8,2007,▲4
24.0,219.0,26.0,+7:31,2.0,Soler Juan Mauricio,4.0,Barloworld,6:48 6:48,,8,2007,▼2
25.0,113.0,30.0,+9:23,3.0,Gusev Vladimir,5.0,Discovery Channel,8:40 8:40,,8,2007,▼2
24.0,78.0,35.0,+13:21,8.0,Txurruka Amets,6.0,Euskaltel - Euskadi,12:38 12:38,,8,2007,▲2
22.0,54.0,41.0,+18:52,4.0,Dekker Thomas,7.0,Rabobank ProTeam,18:09 18:09,,8,2007,▼3
25.0,95.0,50.0,+24:23,6.0,Kohl Bernhard,8.0,Gerolsteiner,23:40 23:40,,8,2007,▼2
23.0,168.0,68.0,+35:39,9.0,Löfkvist Thomas,9.0,Française des Jeux,34:56 34:56,,8,2007,-
25.0,169.0,85.0,+41:44,11.0,Vaugrenard Benoît,10.0,Française des Jeux,41:01 41:01,,8,2007,▲1
25.0,209.0,92.0,+46:13,24.0,Ventoso Francisco José,11.0,Saunier Duval,45:30 45:30,,8,2007,▲13
24.0,72.0,94.0,+47:00,10.0,Antón Igor,12.0,Euskaltel - Euskadi,46:17 46:17,,8,2007,▼2
24.0,122.0,96.0,+47:34,13.0,Clement Stef,13.0,Bouygues Telecom,46:51 46:51,,8,2007,-
25.0,165.0,97.0,+47:34,14.0,Gilbert Philippe,14.0,Française des Jeux,",, 46:51",,8,2007,-
23.0,184.0,101.0,+49:33,12.0,Grivko Andrey,15.0,Milram,48:50 48:50,,8,2007,▼3
25.0,74.0,102.0,+50:29,15.0,Azanza Jorge,16.0,Euskaltel - Euskadi,49:46 49:46,,8,2007,▼1
25.0,128.0,119.0,+57:48,16.0,Tschopp Johann,17.0,Bouygues Telecom,57:05 57:05,,8,2007,▼1
23.0,197.0,124.0,+59:29,23.0,Navarro Daniel,18.0,Astana,58:46 58:46,,8,2007,▲5
21.0,163.0,127.0,+1:00:00,17.0,Delage Mickaël,19.0,Française des Jeux,59:17 59:17,,8,2007,▼2
22.0,167.0,128.0,+1:00:06,18.0,Ladagnous Matthieu,20.0,Française des Jeux,59:23 59:23,,8,2007,▼2
23.0,94.0,132.0,+1:01:40,19.0,Haussler Heinrich,21.0,Gerolsteiner,1:00:57 1:00:57,,8,2007,▼2
25.0,102.0,133.0,+1:01:46,20.0,Bonnet William,22.0,Crédit Agricole,1:01:03 1:01:03,,8,2007,▼2
24.0,85.0,142.0,+1:03:36,21.0,Corioni Claudio,23.0,Lampre-Fondital,1:02:53 1:02:53,,8,2007,▼2
25.0,189.0,143.0,+1:03:42,22.0,Sieberg Marcel,24.0,Milram,1:02:59 1:02:59,,8,2007,▼2
24.0,22.0,146.0,+1:05:21,25.0,Burghardt Marcus,25.0,T-Mobile Team,1:04:38 1:04:38,,8,2007,-
21.0,215.0,159.0,+1:09:22,26.0,Thomas Geraint,26.0,Barloworld,1:08:39 1:08:39,,8,2007,-
24.0,96.0,160.0,+1:09:25,27.0,Krauß Sven,27.0,Gerolsteiner,1:08:42 1:08:42,,8,2007,-
24.0,112.0,5.0,+3:08,1.0,Contador Alberto,1.0,Discovery Channel,49:26:56 49:26:56,,10,2007,-
24.0,25.0,15.0,+6:45,2.0,Gerdemann Linus,2.0,T-Mobile Team,3:37 3:37,,10,2007,-
24.0,219.0,16.0,+6:49,3.0,Soler Juan Mauricio,3.0,Barloworld,3:41 3:41,,10,2007,-
24.0,218.0,23.0,+9:00,4.0,Siutsou Kanstantsin,4.0,Barloworld,5:52 5:52,,10,2007,-
25.0,113.0,28.0,+12:20,5.0,Gusev Vladimir,5.0,Discovery Channel,9:12 9:12,,10,2007,-
24.0,78.0,34.0,+19:08,6.0,Txurruka Amets,6.0,Euskaltel - Euskadi,16:00 16:00,,10,2007,-
22.0,54.0,40.0,+28:23,7.0,Dekker Thomas,7.0,Rabobank ProTeam,25:15 25:15,,10,2007,-
23.0,168.0,61.0,+44:45,8.0,Löfkvist Thomas,8.0,Française des Jeux,41:37 41:37,,10,2007,-
25.0,95.0,70.0,+52:32,9.0,Kohl Bernhard,9.0,Gerolsteiner,49:24 49:24,,10,2007,-
24.0,122.0,77.0,+57:03,10.0,Clement Stef,10.0,Bouygues Telecom,53:55 53:55,,10,2007,-
23.0,184.0,83.0,+59:27,12.0,Grivko Andrey,11.0,Milram,56:19 56:19,,10,2007,▲1
25.0,169.0,89.0,+1:03:52,11.0,Vaugrenard Benoît,12.0,Française des Jeux,1:00:44 1:00:44,,10,2007,▼1
25.0,209.0,98.0,+1:09:23,13.0,Ventoso Francisco José,13.0,Saunier Duval,1:06:15 1:06:15,,10,2007,-
25.0,74.0,101.0,+1:12:37,14.0,Azanza Jorge,14.0,Euskaltel - Euskadi,1:09:29 1:09:29,,10,2007,-
24.0,72.0,105.0,+1:15:19,15.0,Antón Igor,15.0,Euskaltel - Euskadi,1:12:11 1:12:11,,10,2007,-
25.0,165.0,106.0,+1:15:43,16.0,Gilbert Philippe,16.0,Française des Jeux,1:12:35 1:12:35,,10,2007,-
24.0,22.0,117.0,+1:23:55,26.0,Burghardt Marcus,17.0,T-Mobile Team,1:20:47 1:20:47,,10,2007,▲9
25.0,128.0,122.0,+1:25:57,17.0,Tschopp Johann,18.0,Bouygues Telecom,1:22:49 1:22:49,,10,2007,▼1
24.0,197.0,126.0,+1:27:38,18.0,Navarro Daniel,19.0,Astana,1:24:30 1:24:30,,10,2007,▼1
21.0,163.0,129.0,+1:28:09,19.0,Delage Mickaël,20.0,Française des Jeux,1:25:01 1:25:01,,10,2007,▼1
22.0,167.0,130.0,+1:28:15,20.0,Ladagnous Matthieu,21.0,Française des Jeux,1:25:07 1:25:07,,10,2007,▼1
23.0,94.0,136.0,+1:29:49,21.0,Haussler Heinrich,22.0,Gerolsteiner,1:26:41 1:26:41,,10,2007,▼1
25.0,102.0,137.0,+1:29:55,22.0,Bonnet William,23.0,Crédit Agricole,1:26:47 1:26:47,,10,2007,▼1
24.0,85.0,144.0,+1:31:45,24.0,Corioni Claudio,24.0,Lampre-Fondital,1:28:37 1:28:37,,10,2007,-
25.0,189.0,145.0,+1:31:51,25.0,Sieberg Marcel,25.0,Milram,1:28:43 1:28:43,,10,2007,-
24.0,96.0,151.0,+1:34:36,23.0,Krauß Sven,26.0,Gerolsteiner,1:31:28 1:31:28,,10,2007,▼3
21.0,215.0,164.0,+1:40:34,27.0,Thomas Geraint,27.0,Barloworld,1:37:26 1:37:26,,10,2007,-
24.0,112.0,5.0,+3:08,1.0,Contador Alberto,1.0,Discovery Channel,53:14:46 53:14:46,,11,2007,-
24.0,25.0,15.0,+6:45,2.0,Gerdemann Linus,2.0,T-Mobile Team,3:37 3:37,,11,2007,-
24.0,219.0,16.0,+6:49,3.0,Soler Juan Mauricio,3.0,Barloworld,3:41 3:41,,11,2007,-
24.0,218.0,21.0,+9:00,4.0,Siutsou Kanstantsin,4.0,Barloworld,5:52 5:52,,11,2007,-
25.0,113.0,29.0,+15:49,5.0,Gusev Vladimir,5.0,Discovery Channel,12:41 12:41,,11,2007,-
24.0,78.0,34.0,+22:37,6.0,Txurruka Amets,6.0,Euskaltel - Euskadi,19:29 19:29,,11,2007,-
22.0,54.0,41.0,+31:52,7.0,Dekker Thomas,7.0,Rabobank ProTeam,28:44 28:44,,11,2007,-
23.0,168.0,60.0,+48:14,8.0,Löfkvist Thomas,8.0,Française des Jeux,45:06 45:06,,11,2007,-
25.0,95.0,69.0,+55:52,9.0,Kohl Bernhard,9.0,Gerolsteiner,52:44 52:44,,11,2007,-
24.0,122.0,72.0,+57:03,10.0,Clement Stef,10.0,Bouygues Telecom,53:55 53:55,,11,2007,-
23.0,184.0,79.0,+1:02:56,11.0,Grivko Andrey,11.0,Milram,59:48 59:48,,11,2007,-
25.0,209.0,91.0,+1:09:23,13.0,Ventoso Francisco José,12.0,Saunier Duval,1:06:15 1:06:15,,11,2007,▲1
25.0,165.0,101.0,+1:15:41,16.0,Gilbert Philippe,13.0,Française des Jeux,1:12:33 1:12:33,,11,2007,▲3
25.0,74.0,102.0,+1:15:57,14.0,Azanza Jorge,14.0,Euskaltel - Euskadi,1:12:49 1:12:49,,11,2007,-
25.0,169.0,103.0,+1:16:18,12.0,Vaugrenard Benoît,15.0,Française des Jeux,1:13:10 1:13:10,,11,2007,▼3
24.0,22.0,114.0,+1:23:55,17.0,Burghardt Marcus,16.0,T-Mobile Team,1:20:47 1:20:47,,11,2007,▲1
25.0,128.0,127.0,+1:29:47,18.0,Tschopp Johann,17.0,Bouygues Telecom,1:26:39 1:26:39,,11,2007,▲1
25.0,102.0,128.0,+1:29:55,23.0,Bonnet William,18.0,Crédit Agricole,1:26:47 1:26:47,,11,2007,▲5
21.0,163.0,137.0,+1:31:29,20.0,Delage Mickaël,19.0,Française des Jeux,1:28:21 1:28:21,,11,2007,▲1
22.0,167.0,138.0,+1:31:35,21.0,Ladagnous Matthieu,20.0,Française des Jeux,1:28:27 1:28:27,,11,2007,▲1
24.0,85.0,139.0,+1:31:45,24.0,Corioni Claudio,21.0,Lampre-Fondital,1:28:37 1:28:37,,11,2007,▲3
25.0,189.0,140.0,+1:31:51,25.0,Sieberg Marcel,22.0,Milram,1:28:43 1:28:43,,11,2007,▲3
23.0,94.0,142.0,+1:33:09,22.0,Haussler Heinrich,23.0,Gerolsteiner,1:30:01 1:30:01,,11,2007,▼1
24.0,197.0,150.0,+1:37:51,19.0,Navarro Daniel,24.0,Astana,1:34:43 1:34:43,,11,2007,▼5
24.0,96.0,151.0,+1:37:56,26.0,Krauß Sven,25.0,Gerolsteiner,1:34:48 1:34:48,,11,2007,▲1
21.0,215.0,166.0,+1:50:47,27.0,Thomas Geraint,26.0,Barloworld,1:47:39 1:47:39,,11,2007,▲1
24.0,112.0,5.0,+3:08,1.0,Contador Alberto,1.0,Discovery Channel,57:40:18 57:40:18,,12,2007,-
24.0,25.0,15.0,+6:45,2.0,Gerdemann Linus,2.0,T-Mobile Team,3:37 3:37,,12,2007,-
24.0,219.0,16.0,+6:49,3.0,Soler Juan Mauricio,3.0,Barloworld,3:41 3:41,,12,2007,-
24.0,218.0,21.0,+9:00,4.0,Siutsou Kanstantsin,4.0,Barloworld,5:52 5:52,,12,2007,-
25.0,113.0,29.0,+15:49,5.0,Gusev Vladimir,5.0,Discovery Channel,12:41 12:41,,12,2007,-
24.0,78.0,34.0,+22:29,6.0,Txurruka Amets,6.0,Euskaltel - Euskadi,19:21 19:21,,12,2007,-
22.0,54.0,41.0,+31:52,7.0,Dekker Thomas,7.0,Rabobank ProTeam,28:44 28:44,,12,2007,-
23.0,168.0,65.0,+54:48,8.0,Löfkvist Thomas,8.0,Française des Jeux,51:40 51:40,,12,2007,-
25.0,95.0,69.0,+55:52,9.0,Kohl Bernhard,9.0,Gerolsteiner,52:44 52:44,,12,2007,-
23.0,184.0,84.0,+1:06:49,11.0,Grivko Andrey,10.0,Milram,1:03:41 1:03:41,,12,2007,▲1
25.0,165.0,99.0,+1:15:41,13.0,Gilbert Philippe,11.0,Française des Jeux,1:12:33 1:12:33,,12,2007,▲2
25.0,74.0,100.0,+1:15:57,14.0,Azanza Jorge,12.0,Euskaltel - Euskadi,1:12:49 1:12:49,,12,2007,▲2
25.0,169.0,101.0,+1:16:18,15.0,Vaugrenard Benoît,13.0,Française des Jeux,1:13:10 1:13:10,,12,2007,▲2
25.0,209.0,104.0,+1:18:50,12.0,Ventoso Francisco José,14.0,Saunier Duval,1:15:42 1:15:42,,12,2007,▼2
25.0,102.0,124.0,+1:29:55,18.0,Bonnet William,15.0,Crédit Agricole,1:26:47 1:26:47,,12,2007,▲3
21.0,163.0,130.0,+1:31:29,19.0,Delage Mickaël,16.0,Française des Jeux,1:28:21 1:28:21,,12,2007,▲3
22.0,167.0,131.0,+1:31:35,20.0,Ladagnous Matthieu,17.0,Française des Jeux,1:28:27 1:28:27,,12,2007,▲3
24.0,85.0,134.0,+1:31:45,21.0,Corioni Claudio,18.0,Lampre-Fondital,1:28:37 1:28:37,,12,2007,▲3
25.0,189.0,135.0,+1:31:51,22.0,Sieberg Marcel,19.0,Milram,1:28:43 1:28:43,,12,2007,▲3
23.0,94.0,137.0,+1:33:09,23.0,Haussler Heinrich,20.0,Gerolsteiner,1:30:01 1:30:01,,12,2007,▲3
24.0,22.0,138.0,+1:33:18,16.0,Burghardt Marcus,21.0,T-Mobile Team,1:30:10 1:30:10,,12,2007,▼5
25.0,128.0,145.0,+1:36:21,17.0,Tschopp Johann,22.0,Bouygues Telecom,1:33:13 1:33:13,,12,2007,▼5
24.0,197.0,148.0,+1:37:51,24.0,Navarro Daniel,23.0,Astana,1:34:43 1:34:43,,12,2007,▲1
24.0,96.0,159.0,+1:47:23,25.0,Krauß Sven,24.0,Gerolsteiner,1:44:15 1:44:15,,12,2007,▲1
21.0,215.0,160.0,+1:50:47,26.0,Thomas Geraint,25.0,Barloworld,1:47:39 1:47:39,,12,2007,▲1
24.0,112.0,3.0,+2:31,1.0,Contador Alberto,1.0,Discovery Channel,58:49:10 58:49:10,,13,2007,-
24.0,25.0,11.0,+6:59,2.0,Gerdemann Linus,2.0,T-Mobile Team,4:28 4:28,,13,2007,-
24.0,218.0,18.0,+10:25,4.0,Siutsou Kanstantsin,3.0,Barloworld,7:54 7:54,,13,2007,▲1
24.0,219.0,20.0,+10:50,3.0,Soler Juan Mauricio,4.0,Barloworld,8:19 8:19,,13,2007,▼1
25.0,113.0,28.0,+15:50,5.0,Gusev Vladimir,5.0,Discovery Channel,13:19 13:19,,13,2007,-
24.0,78.0,34.0,+27:25,6.0,Txurruka Amets,6.0,Euskaltel - Euskadi,24:54 24:54,,13,2007,-
22.0,54.0,38.0,+33:01,7.0,Dekker Thomas,7.0,Rabobank ProTeam,30:30 30:30,,13,2007,-
25.0,95.0,70.0,+1:02:48,9.0,Kohl Bernhard,8.0,Gerolsteiner,1:00:17 1:00:17,,13,2007,▲1
23.0,168.0,71.0,+1:03:10,8.0,Löfkvist Thomas,9.0,Française des Jeux,1:00:39 1:00:39,,13,2007,▼1
23.0,184.0,77.0,+1:08:10,10.0,Grivko Andrey,10.0,Milram,1:05:39 1:05:39,,13,2007,-
25.0,169.0,95.0,+1:21:09,13.0,Vaugrenard Benoît,11.0,Française des Jeux,1:18:38 1:18:38,,13,2007,▲2
25.0,74.0,97.0,+1:21:52,12.0,Azanza Jorge,12.0,Euskaltel - Euskadi,1:19:21 1:19:21,,13,2007,-
25.0,165.0,99.0,+1:22:12,11.0,Gilbert Philippe,13.0,Française des Jeux,1:19:41 1:19:41,,13,2007,▼2
25.0,209.0,109.0,+1:29:20,14.0,Ventoso Francisco José,14.0,Saunier Duval,1:26:49 1:26:49,,13,2007,-
25.0,102.0,122.0,+1:35:26,15.0,Bonnet William,15.0,Crédit Agricole,1:32:55 1:32:55,,13,2007,-
21.0,163.0,127.0,+1:36:05,16.0,Delage Mickaël,16.0,Française des Jeux,1:33:34 1:33:34,,13,2007,-
24.0,22.0,128.0,+1:36:11,21.0,Burghardt Marcus,17.0,T-Mobile Team,1:33:40 1:33:40,,13,2007,▲4
24.0,85.0,131.0,+1:36:43,18.0,Corioni Claudio,18.0,Lampre-Fondital,1:34:12 1:34:12,,13,2007,-
22.0,167.0,132.0,+1:36:55,17.0,Ladagnous Matthieu,19.0,Française des Jeux,1:34:24 1:34:24,,13,2007,▼2
25.0,189.0,136.0,+1:37:34,19.0,Sieberg Marcel,20.0,Milram,1:35:03 1:35:03,,13,2007,▼1
23.0,94.0,142.0,+1:41:18,20.0,Haussler Heinrich,21.0,Gerolsteiner,1:38:47 1:38:47,,13,2007,▼1
25.0,128.0,143.0,+1:42:49,22.0,Tschopp Johann,22.0,Bouygues Telecom,1:40:18 1:40:18,,13,2007,-
24.0,197.0,146.0,+1:43:54,23.0,Navarro Daniel,23.0,Astana,1:41:23 1:41:23,,13,2007,-
24.0,96.0,158.0,+1:53:02,24.0,Krauß Sven,24.0,Gerolsteiner,1:50:31 1:50:31,,13,2007,-
21.0,215.0,159.0,+1:54:40,25.0,Thomas Geraint,25.0,Barloworld,1:52:09 1:52:09,,13,2007,-
24.0,112.0,2.0,+2:23,1.0,Contador Alberto,1.0,Discovery Channel,64:14:38 64:14:38,,14,2007,-
24.0,219.0,11.0,+11:31,4.0,Soler Juan Mauricio,2.0,Barloworld,9:08 9:08,,14,2007,▲2
24.0,218.0,22.0,+22:53,3.0,Siutsou Kanstantsin,3.0,Barloworld,20:30 20:30,,14,2007,-
24.0,78.0,26.0,+31:41,6.0,Txurruka Amets,4.0,Euskaltel - Euskadi,29:18 29:18,,14,2007,▲2
24.0,25.0,29.0,+36:01,2.0,Gerdemann Linus,5.0,T-Mobile Team,33:38 33:38,,14,2007,▼3
22.0,54.0,33.0,+38:46,7.0,Dekker Thomas,6.0,Rabobank ProTeam,36:23 36:23,,14,2007,▲1
25.0,113.0,38.0,+46:30,5.0,Gusev Vladimir,7.0,Discovery Channel,44:07 44:07,,14,2007,▼2
25.0,95.0,52.0,+1:06:45,8.0,Kohl Bernhard,8.0,Gerolsteiner,1:04:22 1:04:22,,14,2007,-
23.0,184.0,80.0,+1:37:12,10.0,Grivko Andrey,9.0,Milram,1:34:49 1:34:49,,14,2007,▲1
23.0,168.0,83.0,+1:38:14,9.0,Löfkvist Thomas,10.0,Française des Jeux,1:35:51 1:35:51,,14,2007,▼1
25.0,74.0,95.0,+1:53:33,12.0,Azanza Jorge,11.0,Euskaltel - Euskadi,1:51:10 1:51:10,,14,2007,▲1
25.0,169.0,98.0,+1:56:13,11.0,Vaugrenard Benoît,12.0,Française des Jeux,1:53:50 1:53:50,,14,2007,▼1
25.0,165.0,110.0,+2:04:32,13.0,Gilbert Philippe,13.0,Française des Jeux,2:02:09 2:02:09,,14,2007,-
24.0,22.0,120.0,+2:10:00,17.0,Burghardt Marcus,14.0,T-Mobile Team,2:07:37 2:07:37,,14,2007,▲3
25.0,102.0,123.0,+2:10:30,15.0,Bonnet William,15.0,Crédit Agricole,2:08:07 2:08:07,,14,2007,-
21.0,163.0,128.0,+2:11:09,16.0,Delage Mickaël,16.0,Française des Jeux,2:08:46 2:08:46,,14,2007,-
24.0,85.0,131.0,+2:11:47,18.0,Corioni Claudio,17.0,Lampre-Fondital,2:09:24 2:09:24,,14,2007,▲1
22.0,167.0,132.0,+2:11:59,19.0,Ladagnous Matthieu,18.0,Française des Jeux,2:09:36 2:09:36,,14,2007,▲1
25.0,189.0,136.0,+2:12:38,20.0,Sieberg Marcel,19.0,Milram,2:10:15 2:10:15,,14,2007,▲1
24.0,197.0,137.0,+2:12:56,23.0,Navarro Daniel,20.0,Astana,2:10:33 2:10:33,,14,2007,▲3
23.0,94.0,143.0,+2:16:22,21.0,Haussler Heinrich,21.0,Gerolsteiner,2:13:59 2:13:59,,14,2007,-
25.0,128.0,145.0,+2:17:53,22.0,Tschopp Johann,22.0,Bouygues Telecom,2:15:30 2:15:30,,14,2007,-
24.0,96.0,159.0,+2:28:06,24.0,Krauß Sven,23.0,Gerolsteiner,2:25:43 2:25:43,,14,2007,▲1
21.0,215.0,160.0,+2:29:44,25.0,Thomas Geraint,24.0,Barloworld,2:27:21 2:27:21,,14,2007,▲1
24.0,112.0,2.0,+2:23,1.0,Contador Alberto,1.0,Discovery Channel,69:54:37 69:54:37,,15,2007,-
24.0,219.0,13.0,+15:00,2.0,Soler Juan Mauricio,2.0,Barloworld,12:37 12:37,,15,2007,-
24.0,218.0,24.0,+32:58,3.0,Siutsou Kanstantsin,3.0,Barloworld,30:35 30:35,,15,2007,-
24.0,78.0,26.0,+38:17,4.0,Txurruka Amets,4.0,Euskaltel - Euskadi,35:54 35:54,,15,2007,-
22.0,54.0,39.0,+1:01:40,6.0,Dekker Thomas,5.0,Rabobank ProTeam,59:17 59:17,,15,2007,▲1
24.0,25.0,40.0,+1:02:21,5.0,Gerdemann Linus,6.0,T-Mobile Team,59:58 59:58,,15,2007,▼1
25.0,95.0,43.0,+1:05:37,8.0,Kohl Bernhard,7.0,Gerolsteiner,1:03:14 1:03:14,,15,2007,▲1
25.0,113.0,44.0,+1:09:24,7.0,Gusev Vladimir,8.0,Discovery Channel,1:07:01 1:07:01,,15,2007,▼1
23.0,184.0,81.0,+2:00:06,9.0,Grivko Andrey,9.0,Milram,1:57:43 1:57:43,,15,2007,-
23.0,168.0,84.0,+2:01:08,10.0,Löfkvist Thomas,10.0,Française des Jeux,1:58:45 1:58:45,,15,2007,-
25.0,169.0,87.0,+2:05:28,12.0,Vaugrenard Benoît,11.0,Française des Jeux,2:03:05 2:03:05,,15,2007,▲1
25.0,74.0,97.0,+2:16:27,11.0,Azanza Jorge,12.0,Euskaltel - Euskadi,2:14:04 2:14:04,,15,2007,▼1
25.0,128.0,99.0,+2:18:49,22.0,Tschopp Johann,13.0,Bouygues Telecom,2:16:26 2:16:26,,15,2007,▲9
24.0,197.0,100.0,+2:22:13,20.0,Navarro Daniel,14.0,Astana,2:19:50 2:19:50,,15,2007,▲6
22.0,167.0,119.0,+2:38:19,18.0,Ladagnous Matthieu,15.0,Française des Jeux,2:35:56 2:35:56,,15,2007,▲3
24.0,22.0,123.0,+2:40:14,14.0,Burghardt Marcus,16.0,T-Mobile Team,2:37:51 2:37:51,,15,2007,▼2
25.0,102.0,125.0,+2:40:44,15.0,Bonnet William,17.0,Crédit Agricole,2:38:21 2:38:21,,15,2007,▼2
21.0,163.0,130.0,+2:41:23,16.0,Delage Mickaël,18.0,Française des Jeux,2:39:00 2:39:00,,15,2007,▼2
24.0,85.0,135.0,+2:42:01,17.0,Corioni Claudio,19.0,Lampre-Fondital,2:39:38 2:39:38,,15,2007,▼2
25.0,189.0,138.0,+2:42:52,19.0,Sieberg Marcel,20.0,Milram,2:40:29 2:40:29,,15,2007,▼1
23.0,94.0,143.0,+2:46:36,21.0,Haussler Heinrich,21.0,Gerolsteiner,2:44:13 2:44:13,,15,2007,-
24.0,96.0,155.0,+2:58:20,23.0,Krauß Sven,22.0,Gerolsteiner,2:55:57 2:55:57,,15,2007,▲1
21.0,215.0,156.0,+2:59:58,24.0,Thomas Geraint,23.0,Barloworld,2:57:35 2:57:35,,15,2007,▲1
24.0,112.0,2.0,+3:10,1.0,Contador Alberto,1.0,Discovery Channel,76:18:25 76:18:25,,16,2007,-
24.0,219.0,9.0,+16:41,2.0,Soler Juan Mauricio,2.0,Barloworld,13:31 13:31,,16,2007,-
24.0,78.0,24.0,+49:04,4.0,Txurruka Amets,3.0,Euskaltel - Euskadi,45:54 45:54,,16,2007,▲1
25.0,95.0,32.0,+1:13:30,7.0,Kohl Bernhard,4.0,Gerolsteiner,1:10:20 1:10:20,,16,2007,▲3
24.0,218.0,33.0,+1:15:07,3.0,Siutsou Kanstantsin,5.0,Barloworld,1:11:57 1:11:57,,16,2007,▼2
25.0,113.0,36.0,+1:29:46,8.0,Gusev Vladimir,6.0,Discovery Channel,1:26:36 1:26:36,,16,2007,▲2
22.0,54.0,37.0,+1:31:20,5.0,Dekker Thomas,7.0,Rabobank ProTeam,1:28:10 1:28:10,,16,2007,▼2
24.0,25.0,38.0,+1:32:01,6.0,Gerdemann Linus,8.0,T-Mobile Team,1:28:51 1:28:51,,16,2007,▼2
23.0,168.0,70.0,+2:23:04,10.0,Löfkvist Thomas,9.0,Française des Jeux,2:19:54 2:19:54,,16,2007,▲1
23.0,184.0,82.0,+2:42:15,9.0,Grivko Andrey,10.0,Milram,2:39:05 2:39:05,,16,2007,▼1
25.0,74.0,85.0,+2:46:07,12.0,Azanza Jorge,11.0,Euskaltel - Euskadi,2:42:57 2:42:57,,16,2007,▲1
25.0,169.0,86.0,+2:47:37,11.0,Vaugrenard Benoît,12.0,Française des Jeux,2:44:27 2:44:27,,16,2007,▼1
25.0,128.0,96.0,+3:00:58,13.0,Tschopp Johann,13.0,Bouygues Telecom,2:57:48 2:57:48,,16,2007,-
22.0,167.0,114.0,+3:20:28,15.0,Ladagnous Matthieu,14.0,Française des Jeux,3:17:18 3:17:18,,16,2007,▲1
24.0,22.0,118.0,+3:22:23,16.0,Burghardt Marcus,15.0,T-Mobile Team,3:19:13 3:19:13,,16,2007,▲1
25.0,102.0,120.0,+3:22:53,17.0,Bonnet William,16.0,Crédit Agricole,3:19:43 3:19:43,,16,2007,▲1
21.0,163.0,124.0,+3:23:32,18.0,Delage Mickaël,17.0,Française des Jeux,3:20:22 3:20:22,,16,2007,▲1
24.0,85.0,129.0,+3:24:10,19.0,Corioni Claudio,18.0,Lampre-Fondital,3:21:00 3:21:00,,16,2007,▲1
25.0,189.0,131.0,+3:25:01,20.0,Sieberg Marcel,19.0,Milram,3:21:51 3:21:51,,16,2007,▲1
23.0,94.0,136.0,+3:28:45,21.0,Haussler Heinrich,20.0,Gerolsteiner,3:25:35 3:25:35,,16,2007,▲1
24.0,96.0,146.0,+3:40:29,22.0,Krauß Sven,21.0,Gerolsteiner,3:37:19 3:37:19,,16,2007,▲1
21.0,215.0,147.0,+3:42:07,23.0,Thomas Geraint,22.0,Barloworld,3:38:57 3:38:57,,16,2007,▲1
24.0,112.0,1.0,+0:00,1.0,Contador Alberto,1.0,Discovery Channel,80:42:08 80:42:08,,17,2007,-
24.0,219.0,8.0,+13:31,2.0,Soler Juan Mauricio,2.0,Barloworld,13:31 13:31,,17,2007,-
24.0,78.0,22.0,+45:54,3.0,Txurruka Amets,3.0,Euskaltel - Euskadi,45:54 45:54,,17,2007,-
25.0,95.0,30.0,+1:10:20,4.0,Kohl Bernhard,4.0,Gerolsteiner,1:10:20 1:10:20,,17,2007,-
24.0,218.0,31.0,+1:11:57,5.0,Siutsou Kanstantsin,5.0,Barloworld,1:11:57 1:11:57,,17,2007,-
25.0,113.0,34.0,+1:27:05,6.0,Gusev Vladimir,6.0,Discovery Channel,1:26:36 1:26:36,,17,2007,-
22.0,54.0,35.0,+1:28:10,7.0,Dekker Thomas,7.0,Rabobank ProTeam,1:28:10 1:28:10,,17,2007,-
24.0,25.0,36.0,+1:28:51,8.0,Gerdemann Linus,8.0,T-Mobile Team,1:28:51 1:28:51,,17,2007,-
23.0,168.0,66.0,+2:19:54,9.0,Löfkvist Thomas,9.0,Française des Jeux,2:19:54 2:19:54,,17,2007,-
23.0,184.0,80.0,+2:39:05,10.0,Grivko Andrey,10.0,Milram,2:39:05 2:39:05,,17,2007,-
25.0,74.0,81.0,+2:42:57,11.0,Azanza Jorge,11.0,Euskaltel - Euskadi,2:42:57 2:42:57,,17,2007,-
