Age,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
22.0,113,+51:18,,114.0,Meyer Travis,113,Orica GreenEDGE,51:18 51:18,+2:54,,\u25b21,5,2012
30.0,114,+52:36,,113.0,Mccarty Jonathan Patrick,114,Spidertech Powered by C10,52:36 52:36,+7:11,,\u25bc1,5,2012
24.0,115,+55:29,,117.0,Kittel Marcel,115,Argos - Shimano,55:29 55:29,+6:52,,\u25b22,5,2012
26.0,116,+55:37,,115.0,Suarez Juan Pablo,116,Colombia - Coldeportes,55:37 55:37,+7:00,,\u25bc1,5,2012
22.0,117,+56:01,,116.0,Loader Logan,117,Team Exergy,56:01 56:01,+7:24,,\u25bc1,5,2012
26.0,118,+56:58,,118.0,Marentes Wilson Alexander,118,Colombia - Coldeportes,56:58 56:58,+7:53,,-,5,2012
33.0,1,+0:00,,1.0,Zabriskie David,1,Team Garmin - Barracuda,25:37:05 25:37:05,+0:00,10.0,-,6,2012
23.0,2,+0:34,,2.0,van Garderen Tejay,2,BMC Racing Team,0:34 0:34,+0:00,,-,6,2012
25.0,3,+0:39,,3.0,Gesink Robert,3,Rabobank Cycling Team,0:39 0:39,+0:00,,-,6,2012
27.0,4,+0:45,,5.0,Velits Peter,4,Omega Pharma - Quick-Step,0:45 0:45,+-1:56,,\u25b21,6,2012
23.0,5,+0:48,,4.0,Talansky Andrew,5,Team Garmin - Barracuda,0:48 0:48,+0:00,,\u25bc1,6,2012
21.0,6,+1:01,,6.0,Durbridge Luke,6,Orica GreenEDGE,1:01 1:01,+0:00,,-,6,2012
34.0,7,+1:07,,7.0,Danielson Thomas,7,Team Garmin - Barracuda,1:07 1:07,+0:00,,-,6,2012
30.0,8,+1:10,,8.0,Sutherland Rory,8,UnitedHealthcare Presented by Maxxis,1:10 1:10,+0:00,,-,6,2012
24.0,9,+1:26,,9.0,Meyer Cameron,9,Orica GreenEDGE,1:26 1:26,+0:00,,-,6,2012
20.0,10,+1:30,,11.0,Craddock Lawson,10,Bontrager Livestrong Team,1:30 1:30,+0:00,,\u25b21,6,2012
38.0,11,+1:30,,12.0,Hincapie George,11,BMC Racing Team,",, 1:30",+0:00,,\u25b21,6,2012
21.0,12,+1:37,,13.0,Dumoulin Tom,12,Argos - Shimano,1:37 1:37,+0:00,,\u25b21,6,2012
28.0,13,+1:40,,14.0,Sanchez Luis Leon,13,Rabobank Cycling Team,1:40 1:40,+0:00,,\u25b21,6,2012
38.0,14,+1:44,,16.0,Leipheimer Levi,14,Omega Pharma - Quick-Step,1:44 1:44,+0:00,,\u25b22,6,2012
27.0,15,+1:52,,18.0,Nibali Vincenzo,15,Liquigas - Cannondale,1:52 1:52,+0:00,,\u25b23,6,2012
25.0,16,+2:01,,19.0,Duarte Fabio,16,Colombia - Coldeportes,2:01 2:01,+0:00,,\u25b23,6,2012
28.0,17,+2:05,,20.0,Bookwalter Brent,17,BMC Racing Team,2:05 2:05,+0:00,,\u25b23,6,2012
31.0,18,+2:05,,23.0,Weening Pieter,18,Orica GreenEDGE,",, 2:05",+-1:58,,\u25b25,6,2012
21.0,19,+2:05,,21.0,Kelderman Wilco,19,Rabobank Cycling Team,",, 2:05",+-1:59,,\u25b22,6,2012
28.0,20,+2:07,,22.0,de Maar Marc,20,UnitedHealthcare Presented by Maxxis,2:07 2:07,+0:00,,\u25b22,6,2012
38.0,21,+2:09,,25.0,Rodriguez Fred,21,Team Exergy,2:09 2:09,+0:00,,\u25b24,6,2012
28.0,22,+2:09,,33.0,Georges Sylvain,22,AG2R La Mondiale,",, 2:09",+-1:17,,\u25b211,6,2012
26.0,23,+2:27,,24.0,Machado Tiago,23,RadioShack - Nissan,2:27 2:27,+0:20,,\u25b21,6,2012
28.0,24,+2:35,,15.0,Haussler Heinrich,24,Team Garmin - Barracuda,2:35 2:35,+0:52,,\u25bc9,6,2012
22.0,25,+2:41,,31.0,Sagan Peter,25,Liquigas - Cannondale,2:41 2:41,+-1:54,,\u25b26,6,2012
40.0,26,+2:50,,32.0,Horner Chris,26,RadioShack - Nissan,2:50 2:50,+0:00,,\u25b26,6,2012
28.0,27,+2:53,,26.0,Martens Paul,27,Rabobank Cycling Team,2:53 2:53,+0:32,,\u25bc1,6,2012
33.0,28,+2:54,,27.0,Tankink Bram,28,Rabobank Cycling Team,2:54 2:54,+0:32,,\u25bc1,6,2012
30.0,29,+2:57,,30.0,Vandborg Brian,29,Spidertech Powered by C10,2:57 2:57,+0:14,,\u25b21,6,2012
27.0,30,+3:25,,36.0,Busche Matthew,30,RadioShack - Nissan,3:25 3:25,+0:00,,\u25b26,6,2012
33.0,31,+3:31,,29.0,Jacques-Maynes Benjamin,31,Bissell Pro Cycling,3:31 3:31,+0:56,,\u25bc2,6,2012
22.0,32,+3:35,,37.0,Bennett George,32,RadioShack - Nissan,3:35 3:35,+0:00,,\u25b25,6,2012
27.0,33,+3:40,,39.0,Van Avermaet Greg,33,BMC Racing Team,3:40 3:40,+0:00,,\u25b26,6,2012
21.0,34,+3:57,,42.0,Boswell Ian,34,Bontrager Livestrong Team,3:57 3:57,+0:00,,\u25b28,6,2012
21.0,35,+3:59,,44.0,Dombrowski Joe,35,Bontrager Livestrong Team,3:59 3:59,+0:00,,\u25b29,6,2012
27.0,36,+4:08,,45.0,K\xfcnzli Raimond,36,Spidertech Powered by C10,4:08 4:08,+0:00,,\u25b29,6,2012
27.0,37,+4:09,,38.0,Roche Nicolas,37,AG2R La Mondiale,4:09 4:09,+0:32,,\u25b21,6,2012
29.0,38,+4:10,,34.0,Duggan Timothy,38,Liquigas - Cannondale,4:10 4:10,+1:05,,\u25bc4,6,2012
36.0,39,+4:37,,50.0,Baldwin Christopher,39,Bissell Pro Cycling,4:37 4:37,+0:00,,\u25b211,6,2012
32.0,40,+4:45,,41.0,Cooke Matt,40,Team Exergy,4:45 4:45,+0:52,,\u25b21,6,2012
34.0,41,+5:01,,40.0,Louder Jeff,41,UnitedHealthcare Presented by Maxxis,5:01 5:01,+1:15,,\u25bc1,6,2012
24.0,42,+5:07,,51.0,Atapuma John Darwin,42,Colombia - Coldeportes,5:07 5:07,+0:00,,\u25b29,6,2012
28.0,43,+5:13,,46.0,Deignan Philip,43,UnitedHealthcare Presented by Maxxis,5:13 5:13,+1:05,,\u25b23,6,2012
21.0,44,+5:37,,52.0,Bardet Romain,44,AG2R La Mondiale,5:37 5:37,+0:00,,\u25b28,6,2012
24.0,45,+5:43,,49.0,Howes Alex,45,Team Garmin - Barracuda,5:43 5:43,+1:17,,\u25b24,6,2012
26.0,46,+5:55,,53.0,Ch\xe9rel Micka\xebl,46,AG2R La Mondiale,5:55 5:55,+0:00,,\u25b27,6,2012
25.0,47,+6:14,,35.0,Bouet Maxime,47,AG2R La Mondiale,6:14 6:14,+2:50,,\u25bc12,6,2012
40.0,48,+7:19,,57.0,Voigt Jens,48,RadioShack - Nissan,7:19 7:19,+0:00,,\u25b29,6,2012
25.0,49,+7:47,,56.0,Sulzberger Wesley,49,Orica GreenEDGE,7:47 7:47,+1:00,,\u25b27,6,2012
28.0,50,+8:17,,43.0,Diaz Andr\xe8s Miguel,50,Team Exergy,8:17 8:17,+4:18,,\u25bc7,6,2012
32.0,51,+8:38,,10.0,Irizar Markel,51,RadioShack - Nissan,8:38 8:38,+7:09,,\u25bc41,6,2012
31.0,52,+10:00,,59.0,Vanotti Alessandro,52,Liquigas - Cannondale,10:00 10:00,+1:05,,\u25b27,6,2012
25.0,53,+12:11,,55.0,Oss Daniel,53,Liquigas - Cannondale,12:11 12:11,+5:30,,\u25b22,6,2012
37.0,54,+12:17,,63.0,Candelario Alex,54,Optum p/b Kelly Benefit Strategies,12:17 12:17,+0:00,,\u25b29,6,2012
23.0,55,+12:37,,65.0,Damuseau Thomas,55,Argos - Shimano,12:37 12:37,+0:00,,\u25b210,6,2012
20.0,56,+13:40,,66.0,Mannion Gavin,56,Bontrager Livestrong Team,13:40 13:40,+1:02,,\u25b210,6,2012
28.0,57,+13:59,,67.0,Euser Lucas,57,,13:59 13:59,+0:41,,\u25b210,6,2012
28.0,58,+18:26,,73.0,Devenyns Dries,58,Omega Pharma - Quick-Step,18:26 18:26,+1:05,,\u25b215,6,2012
24.0,59,+18:47,,74.0,Geniez Alexandre,59,Argos - Shimano,18:47 18:47,+1:22,,\u25b215,6,2012
25.0,60,+19:07,,77.0,Peterson Tom,60,Team Garmin - Barracuda,19:07 19:07,+0:00,,\u25b217,6,2012
22.0,61,+21:39,,54.0,Eijssen Yannick,61,BMC Racing Team,21:39 21:39,+15:40,,\u25bc7,6,2012
39.0,62,+22:37,,58.0,Bajadali Andrew,62,Optum p/b Kelly Benefit Strategies,22:37 22:37,+15:10,,\u25bc4,6,2012
23.0,63,+23:31,,82.0,King Benjamin,63,RadioShack - Nissan,23:31 23:31,+0:00,,\u25b219,6,2012
31.0,64,+25:57,,86.0,Creed Michael,64,Optum p/b Kelly Benefit Strategies,25:57 25:57,+0:32,,\u25b222,6,2012
22.0,65,+27:16,,89.0,Rodriguez Michael,65,Colombia - Coldeportes,27:16 27:16,+0:33,,\u25b224,6,2012
28.0,66,+28:50,,68.0,Doi Yukihiro,66,Argos - Shimano,28:50 28:50,+15:10,,\u25b22,6,2012
32.0,67,+28:58,,90.0,Rast Gregory,67,RadioShack - Nissan,28:58 28:58,+1:35,,\u25b223,6,2012
20.0,68,+31:33,,17.0,Brown Nathan,68,Bontrager Livestrong Team,31:33 31:33,+29:44,,\u25bc51,6,2012
19.0,69,+33:57,,47.0,Atkins Joshua,69,Bontrager Livestrong Team,33:57 33:57,+29:44,,\u25bc22,6,2012
22.0,70,+34:09,,48.0,Roe Timothy,70,BMC Racing Team,34:09 34:09,+29:44,,\u25bc22,6,2012
31.0,71,+35:39,,95.0,Vennell Jeremy,71,Bissell Pro Cycling,35:39 35:39,+3:11,,\u25b224,6,2012
24.0,72,+37:28,,97.0,Salas Sebastian,72,Optum p/b Kelly Benefit Strategies,37:28 37:28,+4:12,,\u25b225,6,2012
21.0,73,+39:32,,60.0,Houle Hugo,73,Spidertech Powered by C10,39:32 39:32,+29:44,,\u25bc13,6,2012
37.0,74,+40:39,,61.0,Pe\xf1a Victor Hugo,74,Colombia - Coldeportes,40:39 40:39,+29:44,,\u25bc13,6,2012
29.0,75,+41:17,,62.0,de Kort Koen,75,Argos - Shimano,41:17 41:17,+29:44,,\u25bc13,6,2012
20.0,76,+42:18,,64.0,Stuyven Jasper,76,Bontrager Livestrong Team,42:18 42:18,+29:44,,\u25bc12,6,2012
34.0,77,+43:50,,69.0,Pipp Frank Kevin,77,Bissell Pro Cycling,43:50 43:50,+29:44,,\u25bc8,6,2012
22.0,78,+44:57,,92.0,Boily David,78,Spidertech Powered by C10,44:57 44:57,+15:47,,\u25b214,6,2012
22.0,79,+45:41,,70.0,Howard Leigh,79,Orica GreenEDGE,45:41 45:41,+29:44,,\u25bc9,6,2012
28.0,80,+46:35,,71.0,Vandenbergh Stijn,80,Omega Pharma - Quick-Step,46:35 46:35,+29:44,,\u25bc9,6,2012
31.0,81,+46:40,,72.0,Boonen Tom,81,Omega Pharma - Quick-Step,46:40 46:40,+29:44,,\u25bc9,6,2012
21.0,82,+47:27,,75.0,Matthews Michael,82,Rabobank Cycling Team,47:27 47:27,+29:44,,\u25bc7,6,2012
29.0,83,+48:02,,76.0,King Edward,83,Liquigas - Cannondale,48:02 48:02,+29:44,,\u25bc7,6,2012
32.0,84,+49:36,,83.0,Jones Chris,84,UnitedHealthcare Presented by Maxxis,49:36 49:36,+25:20,,\u25bc1,6,2012
30.0,85,+50:33,,78.0,Mondory Lloyd,85,AG2R La Mondiale,50:33 50:33,+29:44,,\u25bc7,6,2012
33.0,86,+50:37,,79.0,Zirbel Tom,86,Optum p/b Kelly Benefit Strategies,50:37 50:37,+29:44,,\u25bc7,6,2012
34.0,87,+51:31,,80.0,Tjallingii Maarten,87,Rabobank Cycling Team,51:31 51:31,+29:44,,\u25bc7,6,2012
27.0,88,+52:34,,91.0,Schmitt Morgan,88,Team Exergy,52:34 52:34,+25:10,,\u25b23,6,2012
19.0,89,+52:59,,81.0,Eastman Ryan,89,Bontrager Livestrong Team,52:59 52:59,+29:44,,\u25bc8,6,2012
36.0,90,+54:52,,84.0,Grabsch Bert,90,Omega Pharma - Quick-Step,54:52 54:52,+29:44,,\u25bc6,6,2012
25.0,91,+54:59,,85.0,Ciolek Gerald,91,Omega Pharma - Quick-Step,54:59 54:59,+29:44,,\u25bc6,6,2012
25.0,92,+56:10,,87.0,Koren Kristijan,92,Liquigas - Cannondale,56:10 56:10,+29:44,,\u25bc5,6,2012
24.0,93,+56:13,,88.0,Anderson Ryan,93,Spidertech Powered by C10,56:13 56:13,+29:44,,\u25bc5,6,2012
26.0,94,+59:23,,93.0,Kluge Roger,94,Argos - Shimano,59:23 59:23,+29:54,,\u25bc1,6,2012
34.0,95,+1:01:08,,94.0,Zwizanski Scott,95,Optum p/b Kelly Benefit Strategies,1:01:08 1:01:08,+29:44,,\u25bc1,6,2012
30.0,96,+1:02:42,,96.0,White Bradley,96,UnitedHealthcare Presented by Maxxis,1:02:42 1:02:42,+29:44,,-,6,2012
22.0,97,+1:03:19,,98.0,Boivin Guillaume,97,Spidertech Powered by C10,1:03:19 1:03:19,+29:44,,\u25b21,6,2012
27.0,98,+1:04:48,,99.0,Clarke Jonathan,98,UnitedHealthcare Presented by Maxxis,1:04:48 1:04:48,+29:44,,\u25b21,6,2012
23.0,99,+1:07:38,,100.0,Haas Nathan,99,Team Garmin - Barracuda,1:07:38 1:07:38,+29:44,,\u25b21,6,2012
27.0,100,+1:07:51,,101.0,Stamsnijder Tom,100,Argos - Shimano,1:07:51 1:07:51,+29:44,,\u25b21,6,2012
28.0,101,+1:09:13,,102.0,Rabon Frantisek,101,Omega Pharma - Quick-Step,1:09:13 1:09:13,+29:44,,\u25b21,6,2012
34.0,102,+1:09:36,,103.0,Wilson Matthew,102,Orica GreenEDGE,1:09:36 1:09:36,+29:44,,\u25b21,6,2012
30.0,103,+1:10:47,,104.0,Hanson Ken,103,Optum p/b Kelly Benefit Strategies,1:10:47 1:10:47,+29:44,,\u25b21,6,2012
31.0,104,+1:11:08,,105.0,Da Dalto Mauro,104,Liquigas - Cannondale,1:11:08 1:11:08,+29:44,,\u25b21,6,2012
38.0,105,+1:12:00,,106.0,McCartney Jason,105,UnitedHealthcare Presented by Maxxis,1:12:00 1:12:00,+29:44,,\u25b21,6,2012
23.0,106,+1:14:29,,107.0,Tvetcov Serghei,106,Team Exergy,1:14:29 1:14:29,+29:44,,\u25b21,6,2012
39.0,107,+1:15:52,,108.0,McEwen Robbie,107,Orica GreenEDGE,1:15:52 1:15:52,+29:44,,\u25b21,6,2012
21.0,108,+1:16:09,,109.0,Rathe Jacob,108,Team Garmin - Barracuda,1:16:09 1:16:09,+29:44,,\u25b21,6,2012
31.0,109,+1:17:32,,110.0,Riblon Christophe,109,AG2R La Mondiale,1:17:32 1:17:32,+29:44,,\u25b21,6,2012
23.0,110,+1:19:27,,111.0,Jones Carter,110,Bissell Pro Cycling,1:19:27 1:19:27,+29:44,,\u25b21,6,2012
26.0,111,+1:19:57,,112.0,Quintero Carlos,111,Colombia - Coldeportes,1:19:57 1:19:57,+29:44,,\u25b21,6,2012
22.0,112,+1:21:02,,113.0,Meyer Travis,112,Orica GreenEDGE,1:21:02 1:21:02,+29:44,,\u25b21,6,2012
22.0,113,+1:25:55,,117.0,Loader Logan,113,Team Exergy,1:25:55 1:25:55,+29:54,,\u25b24,6,2012
26.0,114,+1:26:42,,118.0,Marentes Wilson Alexander,114,Colombia - Coldeportes,1:26:42 1:26:42,+29:44,,\u25b24,6,2012
25.0,1,+0:00,,3.0,Gesink Robert,1,Rabobank Cycling Team,29:14:52 29:14:52,+0:00,10.0,\u25b22,7,2012
33.0,2,+0:46,,1.0,Zabriskie David,2,Team Garmin - Barracuda,0:46 0:46,+1:25,,\u25bc1,7,2012
34.0,3,+0:54,,7.0,Danielson Thomas,3,Team Garmin - Barracuda,0:54 0:54,+0:26,,\u25b24,7,2012
23.0,4,+1:17,,2.0,van Garderen Tejay,4,BMC Racing Team,1:17 1:17,+1:22,,\u25bc2,7,2012
25.0,5,+1:36,,16.0,Duarte Fabio,5,Colombia - Coldeportes,1:36 1:36,+0:14,,\u25b211,7,2012
38.0,6,+2:13,,14.0,Leipheimer Levi,6,Omega Pharma - Quick-Step,2:13 2:13,+1:08,,\u25b28,7,2012
21.0,7,+2:30,,19.0,Kelderman Wilco,7,Rabobank Cycling Team,2:30 2:30,+1:04,,\u25b212,7,2012
40.0,8,+2:49,,26.0,Horner Chris,8,RadioShack - Nissan,2:49 2:49,+0:38,,\u25b218,7,2012
26.0,9,+2:54,,23.0,Machado Tiago,9,RadioShack - Nissan,2:54 2:54,+1:06,,\u25b214,7,2012
31.0,10,+3:05,,18.0,Weening Pieter,10,Orica GreenEDGE,3:05 3:05,+1:39,,\u25b28,7,2012
24.0,11,+3:15,,9.0,Meyer Cameron,11,Orica GreenEDGE,3:15 3:15,+2:28,,\u25bc2,7,2012
21.0,12,+3:38,,35.0,Dombrowski Joe,12,Bontrager Livestrong Team,3:38 3:38,+0:18,,\u25b223,7,2012
30.0,13,+3:44,,8.0,Sutherland Rory,13,UnitedHealthcare Presented by Maxxis,3:44 3:44,+3:13,,\u25bc5,7,2012
27.0,14,+4:19,,30.0,Busche Matthew,14,RadioShack - Nissan,4:19 4:19,+1:33,,\u25b216,7,2012
38.0,15,+4:21,,11.0,Hincapie George,15,BMC Racing Team,4:21 4:21,+3:30,,\u25bc4,7,2012
24.0,16,+4:28,,42.0,Atapuma John Darwin,16,Colombia - Coldeportes,4:28 4:28,+0:00,,\u25b226,7,2012
28.0,17,+4:28,,22.0,Georges Sylvain,17,AG2R La Mondiale,",, 4:28",+2:58,,\u25b25,7,2012
21.0,18,+5:03,,6.0,Durbridge Luke,18,Orica GreenEDGE,5:03 5:03,+4:41,,\u25bc12,7,2012
27.0,19,+5:52,,37.0,Roche Nicolas,19,AG2R La Mondiale,5:52 5:52,+2:22,,\u25b218,7,2012
27.0,20,+6:02,,4.0,Velits Peter,20,Omega Pharma - Quick-Step,6:02 6:02,+5:56,,\u25bc16,7,2012
28.0,21,+6:57,,13.0,Sanchez Luis Leon,21,Rabobank Cycling Team,6:57 6:57,+5:56,,\u25bc8,7,2012
30.0,22,+7:21,,29.0,Vandborg Brian,22,Spidertech Powered by C10,7:21 7:21,+5:03,,\u25b27,7,2012
21.0,23,+7:29,,12.0,Dumoulin Tom,23,Argos - Shimano,7:29 7:29,+6:31,,\u25bc11,7,2012
28.0,24,+7:49,,43.0,Deignan Philip,24,UnitedHealthcare Presented by Maxxis,7:49 7:49,+3:15,,\u25b219,7,2012
21.0,25,+8:28,,44.0,Bardet Romain,25,AG2R La Mondiale,8:28 8:28,+3:30,,\u25b219,7,2012
38.0,26,+8:38,,21.0,Rodriguez Fred,26,Team Exergy,8:38 8:38,+7:08,,\u25bc5,7,2012
28.0,27,+9:53,,17.0,Bookwalter Brent,27,BMC Racing Team,9:53 9:53,+8:27,,\u25bc10,7,2012
29.0,28,+10:44,,38.0,Duggan Timothy,28,Liquigas - Cannondale,10:44 10:44,+7:13,,\u25b210,7,2012
33.0,29,+12:05,,28.0,Tankink Bram,29,Rabobank Cycling Team,12:05 12:05,+9:50,,\u25bc1,7,2012
28.0,30,+12:49,,20.0,de Maar Marc,30,UnitedHealthcare Presented by Maxxis,12:49 12:49,+11:21,,\u25bc10,7,2012
26.0,31,+12:57,,46.0,Ch\xe9rel Micka\xebl,31,AG2R La Mondiale,12:57 12:57,+7:41,,\u25b215,7,2012
33.0,32,+15:43,,31.0,Jacques-Maynes Benjamin,32,Bissell Pro Cycling,15:43 15:43,+12:51,,\u25bc1,7,2012
27.0,33,+16:02,,15.0,Nibali Vincenzo,33,Liquigas - Cannondale,16:02 16:02,+14:49,,\u25bc18,7,2012
40.0,34,+16:04,,48.0,Voigt Jens,34,RadioShack - Nissan,16:04 16:04,+9:24,,\u25b214,7,2012
23.0,35,+16:54,,55.0,Damuseau Thomas,35,Argos - Shimano,16:54 16:54,+4:56,,\u25b220,7,2012
32.0,36,+18:31,,40.0,Cooke Matt,36,Team Exergy,18:31 18:31,+14:25,,\u25b24,7,2012
20.0,37,+19:10,,10.0,Craddock Lawson,37,Bontrager Livestrong Team,19:10 19:10,+18:19,,\u25bc27,7,2012
24.0,38,+19:27,,45.0,Howes Alex,38,Team Garmin - Barracuda,19:27 19:27,+14:23,,\u25b27,7,2012
27.0,39,+21:20,,33.0,Van Avermaet Greg,39,BMC Racing Team,21:20 21:20,+18:19,,\u25bc6,7,2012
28.0,40,+23:32,,24.0,Haussler Heinrich,40,Team Garmin - Barracuda,23:32 23:32,+21:36,,\u25bc16,7,2012
23.0,41,+25:49,,5.0,Talansky Andrew,41,Team Garmin - Barracuda,25:49 25:49,+25:40,,\u25bc36,7,2012
22.0,42,+27:42,,25.0,Sagan Peter,42,Liquigas - Cannondale,27:42 27:42,+25:40,,\u25bc17,7,2012
28.0,43,+27:54,,27.0,Martens Paul,43,Rabobank Cycling Team,27:54 27:54,+25:40,,\u25bc16,7,2012
25.0,44,+28:13,,47.0,Bouet Maxime,44,AG2R La Mondiale,28:13 28:13,+22:38,,\u25b23,7,2012
22.0,45,+28:15,,61.0,Eijssen Yannick,45,BMC Racing Team,28:15 28:15,+7:15,,\u25b216,7,2012
22.0,46,+28:36,,32.0,Bennett George,46,RadioShack - Nissan,28:36 28:36,+25:40,,\u25bc14,7,2012
28.0,47,+28:37,,58.0,Devenyns Dries,47,Omega Pharma - Quick-Step,28:37 28:37,+10:50,,\u25b211,7,2012
21.0,48,+28:58,,34.0,Boswell Ian,48,Bontrager Livestrong Team,28:58 28:58,+25:40,,\u25bc14,7,2012
27.0,49,+29:09,,36.0,K\xfcnzli Raimond,49,Spidertech Powered by C10,29:09 29:09,+25:40,,\u25bc13,7,2012
23.0,50,+29:23,,63.0,King Benjamin,50,RadioShack - Nissan,29:23 29:23,+6:31,,\u25b213,7,2012
36.0,51,+29:38,,39.0,Baldwin Christopher,51,Bissell Pro Cycling,29:38 29:38,+25:40,,\u25bc12,7,2012
34.0,52,+30:02,,41.0,Louder Jeff,52,UnitedHealthcare Presented by Maxxis,30:02 30:02,+25:40,,\u25bc11,7,2012
31.0,53,+31:16,,52.0,Vanotti Alessandro,53,Liquigas - Cannondale,31:16 31:16,+21:55,,\u25bc1,7,2012
31.0,54,+31:36,,64.0,Creed Michael,54,Optum p/b Kelly Benefit Strategies,31:36 31:36,+6:18,,\u25b210,7,2012
25.0,55,+32:48,,49.0,Sulzberger Wesley,55,Orica GreenEDGE,32:48 32:48,+25:40,,\u25bc6,7,2012
28.0,56,+33:18,,50.0,Diaz Andr\xe8s Miguel,56,Team Exergy,33:18 33:18,+25:40,,\u25bc6,7,2012
32.0,57,+33:39,,51.0,Irizar Markel,57,RadioShack - Nissan,33:39 33:39,+25:40,,\u25bc6,7,2012
22.0,58,+34:18,,65.0,Rodriguez Michael,58,Colombia - Coldeportes,34:18 34:18,+7:41,,\u25b27,7,2012
25.0,59,+37:12,,53.0,Oss Daniel,59,Liquigas - Cannondale,37:12 37:12,+25:40,,\u25bc6,7,2012
37.0,60,+37:18,,54.0,Candelario Alex,60,Optum p/b Kelly Benefit Strategies,37:18 37:18,+25:40,,\u25bc6,7,2012
28.0,61,+37:34,,57.0,Euser Lucas,61,,37:34 37:34,+24:14,,\u25bc4,7,2012
20.0,62,+38:41,,56.0,Mannion Gavin,62,Bontrager Livestrong Team,38:41 38:41,+25:40,,\u25bc6,7,2012
39.0,63,+39:54,,62.0,Bajadali Andrew,63,Optum p/b Kelly Benefit Strategies,39:54 39:54,+17:56,,\u25bc1,7,2012
25.0,64,+42:45,,60.0,Peterson Tom,64,Team Garmin - Barracuda,42:45 42:45,+24:17,,\u25bc4,7,2012
24.0,65,+43:48,,59.0,Geniez Alexandre,65,Argos - Shimano,43:48 43:48,+25:40,,\u25bc6,7,2012
19.0,66,+50:31,,69.0,Atkins Joshua,66,Bontrager Livestrong Team,50:31 50:31,+17:13,,\u25b23,7,2012
28.0,67,+53:51,,66.0,Doi Yukihiro,67,Argos - Shimano,53:51 53:51,+25:40,,\u25bc1,7,2012
32.0,68,+53:59,,67.0,Rast Gregory,68,RadioShack - Nissan,53:59 53:59,+25:40,,\u25bc1,7,2012
20.0,69,+56:34,,68.0,Brown Nathan,69,Bontrager Livestrong Team,56:34 56:34,+25:40,,\u25bc1,7,2012
22.0,70,+59:10,,70.0,Roe Timothy,70,BMC Racing Team,59:10 59:10,+25:40,,-,7,2012
37.0,71,+1:00:32,,74.0,Pe\xf1a Victor Hugo,71,Colombia - Coldeportes,1:00:32 1:00:32,+20:32,,\u25b23,7,2012
31.0,72,+1:00:40,,71.0,Vennell Jeremy,72,Bissell Pro Cycling,1:00:40 1:00:40,+25:40,,\u25bc1,7,2012
24.0,73,+1:02:29,,72.0,Salas Sebastian,73,Optum p/b Kelly Benefit Strategies,1:02:29 1:02:29,+25:40,,\u25bc1,7,2012
21.0,74,+1:04:33,,73.0,Houle Hugo,74,Spidertech Powered by C10,1:04:33 1:04:33,+25:40,,\u25bc1,7,2012
29.0,75,+1:06:18,,75.0,de Kort Koen,75,Argos - Shimano,1:06:18 1:06:18,+25:40,,-,7,2012
20.0,76,+1:07:19,,76.0,Stuyven Jasper,76,Bontrager Livestrong Team,1:07:19 1:07:19,+25:40,,-,7,2012
34.0,77,+1:08:51,,77.0,Pipp Frank Kevin,77,Bissell Pro Cycling,1:08:51 1:08:51,+25:40,,-,7,2012
22.0,78,+1:09:58,,78.0,Boily David,78,Spidertech Powered by C10,1:09:58 1:09:58,+25:40,,-,7,2012
25.0,79,+1:10:20,,92.0,Koren Kristijan,79,Liquigas - Cannondale,1:10:20 1:10:20,+14:49,,\u25b213,7,2012
22.0,80,+1:10:42,,79.0,Howard Leigh,80,Orica GreenEDGE,1:10:42 1:10:42,+25:40,,\u25bc1,7,2012
28.0,81,+1:11:36,,80.0,Vandenbergh Stijn,81,Omega Pharma - Quick-Step,1:11:36 1:11:36,+25:40,,\u25bc1,7,2012
31.0,82,+1:11:41,,81.0,Boonen Tom,82,Omega Pharma - Quick-Step,1:11:41 1:11:41,+25:40,,\u25bc1,7,2012
21.0,83,+1:12:28,,82.0,Matthews Michael,83,Rabobank Cycling Team,1:12:28 1:12:28,+25:40,,\u25bc1,7,2012
29.0,84,+1:13:03,,83.0,King Edward,84,Liquigas - Cannondale,1:13:03 1:13:03,+25:40,,\u25bc1,7,2012
32.0,85,+1:14:37,,84.0,Jones Chris,85,UnitedHealthcare Presented by Maxxis,1:14:37 1:14:37,+25:40,,\u25bc1,7,2012
30.0,86,+1:15:34,,85.0,Mondory Lloyd,86,AG2R La Mondiale,1:15:34 1:15:34,+25:40,,\u25bc1,7,2012
33.0,87,+1:15:38,,86.0,Zirbel Tom,87,Optum p/b Kelly Benefit Strategies,1:15:38 1:15:38,+25:40,,\u25bc1,7,2012
34.0,88,+1:16:32,,87.0,Tjallingii Maarten,88,Rabobank Cycling Team,1:16:32 1:16:32,+25:40,,\u25bc1,7,2012
27.0,89,+1:17:35,,88.0,Schmitt Morgan,89,Team Exergy,1:17:35 1:17:35,+25:40,,\u25bc1,7,2012
19.0,90,+1:18:00,,89.0,Eastman Ryan,90,Bontrager Livestrong Team,1:18:00 1:18:00,+25:40,,\u25bc1,7,2012
36.0,91,+1:19:53,,90.0,Grabsch Bert,91,Omega Pharma - Quick-Step,1:19:53 1:19:53,+25:40,,\u25bc1,7,2012
