Rnk,Prev,\u25bc\u25b2,BIB,Rider,Age,Team,Pnt,year,stage
34,41.0,\u25b27,166,Van der Sande Tosh,23,Lotto Belisol,6,2014,9
35,,-,155,Roy J\xe9r\xe9my,31,FDJ.fr,6,2014,9
36,42.0,\u25b26,124,de Kort Koen,31,Team Giant - Shimano,6,2014,9
37,43.0,\u25b26,205,Pardilla Sergio,30,MTN - Qhubeka,5,2014,9
38,,-,188,Wyss Marcel,27,IAM Cycling,5,2014,9
39,44.0,\u25b25,142,Gasparotto Enrico,32,Astana Pro Team,4,2014,9
40,45.0,\u25b25,75,M\xf8rk\xf8v Michael,29,Tinkoff - Saxo,4,2014,9
41,46.0,\u25b25,31,Kolobnev Alexandr,33,Team Katusha,3,2014,9
42,47.0,\u25b25,157,Roux Anthony,27,FDJ.fr,3,2014,9
43,48.0,\u25b25,8,Valls Rafael,26,Lampre - Merida,2,2014,9
44,49.0,\u25b25,117,King Benjamin,25,Garmin Sharp,2,2014,9
45,50.0,\u25b25,215,de Vreese Laurens,25,Wanty - Groupe Gobert,2,2014,9
46,51.0,\u25b25,172,Coquard Bryan,22,Team Europcar,2,2014,9
47,53.0,\u25b26,152,Jeannesson Arnold,28,FDJ.fr,1,2014,9
48,52.0,\u25b24,32,Chernetski Sergei,24,Team Katusha,1,2014,9
49,55.0,\u25b26,62,Burghardt Marcus,30,BMC Racing Team,1,2014,9
50,56.0,\u25b26,146,Iglinskiy Valentin,30,Astana Pro Team,1,2014,9
