Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,UCI,UCI.1,\u25bc\u25b2,stage,year
31,101,1,+0:00,100.0,,Cavendish Mark,1,Team Dimension Data,4:14:05 4:14:05,20.0,120.0,,1,2016
28,181,2,+0:04,70.0,,Kittel Marcel,2,Etixx - Quick Step,",, ,,",10.0,50.0,,1,2016
26,32,3,+0:06,50.0,,Sagan Peter,3,Tinkoff,",, ,,",6.0,25.0,,1,2016
33,161,4,+0:10,40.0,,Greipel Andr\xe9,4,Lotto Soudal,",, ,,",4.0,15.0,,1,2016
25,68,5,+0:10,32.0,,Theuns Edward,5,Trek - Segafredo,",, ,,",2.0,5.0,,1,2016
23,196,6,+0:10,26.0,,Laporte Christophe,6,"Cofidis, Solutions Cr\xe9dits",",, ,,",,,,1,2016
24,171,7,+0:10,22.0,,Coquard Bryan,7,Direct Energie,",, ,,",,,,1,2016
28,144,8,+0:10,18.0,,Kristoff Alexander,8,Team Katusha,",, ,,",,,,1,2016
24,216,9,+0:10,14.0,,McLay Daniel,9,Fortuneo - Vital Concept,",, ,,",,,,1,2016
39,167,10,+0:10,10.0,,Henderson Gregory,10,Lotto Soudal,",, ,,",,,,1,2016
22,75,11,+0:10,8.0,,Enger Sondre Holst,11,IAM Cycling,",, ,,",,,,1,2016
24,67,12,+0:10,6.0,,Stuyven Jasper,12,Trek - Segafredo,",, ,,",,,,1,2016
24,111,13,+0:10,4.0,,Barguil Warren,13,Team Giant - Alpecin,",, ,,",,,,1,2016
24,182,14,+0:10,2.0,,Alaphilippe Julian,14,Etixx - Quick Step,",, ,,",,,,1,2016
27,113,15,+0:10,1.0,,Degenkolb John,15,Team Giant - Alpecin,",, ,,",,,,1,2016
33,108,16,+0:10,,,Renshaw Mark,16,Team Dimension Data,",, ,,",,,,1,2016
26,164,17,+0:10,,,Debusschere Jens,17,Lotto Soudal,",, ,,",,,,1,2016
36,64,18,+0:10,,,Rast Gregory,18,Trek - Segafredo,",, ,,",,,,1,2016
31,119,19,+0:10,,,Timmer Albert,19,Team Giant - Alpecin,",, ,,",,,,1,2016
33,186,20,+0:10,,,Richeze Ariel Maximiliano,20,Etixx - Quick Step,",, ,,",,,,1,2016
27,117,21,+0:10,,,Sinkeldam Ramon,21,Team Giant - Alpecin,",, ,,",,,,1,2016
31,82,22,+0:10,,,Breschel Matti,22,Cannondale-Drapac Pro Cycling Team,",, ,,",,,,1,2016
23,53,23,+0:10,,,Groenewegen Dylan,23,Team LottoNL-Jumbo,",, ,,",,,,1,2016
30,36,24,+0:10,,,Kreuziger Roman,24,Tinkoff,",, ,,",,,,1,2016
31,1,25,+0:10,,,Froome Christopher,25,Team Sky,",, ,,",,,,1,2016
32,14,26,+0:10,,,Erviti Imanol,26,Movistar Team,",, ,,",,,,1,2016
32,28,27,+0:10,,,Sanchez Luis Leon,27,Astana Pro Team,",, ,,",,,,1,2016
31,34,28,+0:10,,,Gatto Oscar,28,Tinkoff,",, ,,",,,,1,2016
27,19,29,+0:10,,,Oliveira Nelson,29,Movistar Team,",, ,,",,,,1,2016
26,11,30,+0:10,,,Quintana Nairo,30,Movistar Team,",, ,,",,,,1,2016
33,58,31,+0:10,,,Wagner Robert,31,Team LottoNL-Jumbo,",, ,,",,,,1,2016
31,98,32,+0:10,,,Van Avermaet Greg,32,BMC Racing Team,",, ,,",,,,1,2016
36,12,33,+0:10,,,Valverde Alejandro,33,Movistar Team,",, ,,",,,,1,2016
36,63,34,+0:10,,,Irizar Markel,34,Trek - Segafredo,",, ,,",,,,1,2016
37,172,35,+0:10,,,Chavanel Sylvain,35,Direct Energie,",, ,,",,,,1,2016
33,197,36,+0:10,,,Lemoine Cyril,36,"Cofidis, Solutions Cr\xe9dits",",, ,,",,,,1,2016
32,55,37,+0:10,,,Martens Paul,37,Team LottoNL-Jumbo,",, ,,",,,,1,2016
33,93,38,+0:10,,,Burghardt Marcus,38,BMC Racing Team,",, ,,",,,,1,2016
36,112,39,+0:10,,,Curvers Roy,39,Team Giant - Alpecin,",, ,,",,,,1,2016
31,91,40,+0:10,,,Porte Richie,40,BMC Racing Team,",, ,,",,,,1,2016
32,24,41,+0:10,,,Grivko Andrei,41,Astana Pro Team,",, ,,",,,,1,2016
24,39,42,+0:10,,,Valgren Michael,42,Tinkoff,",, ,,",,,,1,2016
31,22,43,+0:10,,,Nibali Vincenzo,43,Astana Pro Team,",, ,,",,,,1,2016
25,21,44,+0:10,,,Aru Fabio,44,Astana Pro Team,",, ,,",,,,1,2016
27,215,45,+0:10,,,Fonseca Armindo,45,Fortuneo - Vital Concept,",, ,,",,,,1,2016
36,201,46,+0:10,,,Gerrans Simon,46,ORICA-BikeExchange,",, ,,",,,,1,2016
25,78,47,+0:10,,,Naesen Oliver,47,IAM Cycling,",, ,,",,,,1,2016
31,205,48,+0:10,,,Impey Daryl,48,ORICA-BikeExchange,",, ,,",,,,1,2016
25,114,49,+0:10,,,Dumoulin Tom,49,Team Giant - Alpecin,",, ,,",,,,1,2016
25,15,50,+0:10,,,Herrada Jes\xfas,50,Movistar Team,",, ,,",,,,1,2016
24,83,51,+0:10,,,Craddock Lawson,51,Cannondale-Drapac Pro Cycling Team,",, ,,",,,,1,2016
30,76,52,+0:10,,,Hollenstein Reto,52,IAM Cycling,",, ,,",,,,1,2016
35,44,53,+0:10,,,Dumoulin Samuel,53,AG2R La Mondiale,",, ,,",,,,1,2016
29,184,54,+0:10,,,Martin Daniel,54,Etixx - Quick Step,",, ,,",,,,1,2016
29,81,55,+0:10,,,Rolland Pierre,55,Cannondale-Drapac Pro Cycling Team,",, ,,",,,,1,2016
25,41,56,+0:10,,,Bardet Romain,56,AG2R La Mondiale,",, ,,",,,,1,2016
31,219,57,+0:10,,,Vachon Florian,57,Fortuneo - Vital Concept,",, ,,",,,,1,2016
31,187,58,+0:10,,,Sabatini Fabio,58,Etixx - Quick Step,",, ,,",,,,1,2016
33,147,59,+0:10,,,Van den Broeck Jurgen,59,Team Katusha,",, ,,",,,,1,2016
28,199,60,+0:10,,,Soupe Geoffrey,60,"Cofidis, Solutions Cr\xe9dits",",, ,,",,,,1,2016
26,154,61,+0:10,,,Cimolai Davide,61,Lampre - Merida,",, ,,",,,,1,2016
32,198,62,+0:10,,,Mat\xe9 Luis \xc1ngel,62,"Cofidis, Solutions Cr\xe9dits",",, ,,",,,,1,2016
28,165,63,+0:10,,,Gallopin Tony,63,Lotto Soudal,",, ,,",,,,1,2016
32,107,64,+0:10,,,Pauwels Serge,64,Team Dimension Data,",, ,,",,,,1,2016
28,87,65,+0:10,,,Navardauskas Ramunas,65,Cannondale-Drapac Pro Cycling Team,",, ,,",,,,1,2016
29,97,66,+0:10,,,Schar Michael,66,BMC Racing Team,",, ,,",,,,1,2016
37,74,67,+0:10,,,Elmiger Martin,67,IAM Cycling,",, ,,",,,,1,2016
27,99,68,+0:10,,,van Garderen Tejay,68,BMC Racing Team,",, ,,",,,,1,2016
27,54,69,+0:10,,,Lindeman Bert-Jan,69,Team LottoNL-Jumbo,",, ,,",,,,1,2016
24,173,70,+0:10,,,Duchesne Antoine,70,Direct Energie,",, ,,",,,,1,2016
27,57,71,+0:10,,,Vanmarcke Sep,71,Team LottoNL-Jumbo,",, ,,",,,,1,2016
29,217,72,+0:10,,,Perichon Pierre-Luc,72,Fortuneo - Vital Concept,",, ,,",,,,1,2016
25,51,73,+0:10,,,Kelderman Wilco,73,Team LottoNL-Jumbo,",, ,,",,,,1,2016
28,177,74,+0:10,,,Sicard Romain,74,Direct Energie,",, ,,",,,,1,2016
28,16,75,+0:10,,,Izagirre Gorka,75,Movistar Team,",, ,,",,,,1,2016
30,43,76,+0:10,,,Ch\xe9rel Micka\xebl,76,AG2R La Mondiale,",, ,,",,,,1,2016
28,2,77,+0:10,,,Henao Sergio Luis,77,Team Sky,",, ,,",,,,1,2016
35,174,78,+0:10,,,Gene Yohann,78,Direct Energie,",, ,,",,,,1,2016
29,85,79,+0:10,,,Koren Kristijan,79,Cannondale-Drapac Pro Cycling Team,",, ,,",,,,1,2016
35,192,80,+0:10,,,Bozic Borut,80,"Cofidis, Solutions Cr\xe9dits",",, ,,",,,,1,2016
29,151,81,+0:10,,,Costa Rui,81,Lampre - Merida,",, ,,",,,,1,2016
25,211,82,+0:10,,,Sep\xfalveda Eduardo,82,Fortuneo - Vital Concept,",, ,,",,,,1,2016
27,79,83,+0:10,,,Pantano Jarlinson,83,IAM Cycling,",, ,,",,,,1,2016
35,3,84,+0:10,,,Kiryienka Vasil,84,Team Sky,",, ,,",,,,1,2016
35,62,85,+0:10,,,Cancellara Fabian,85,Trek - Segafredo,",, ,,",,,,1,2016
33,31,86,+0:10,,,Contador Alberto,86,Tinkoff,",, ,,",,,,1,2016
23,209,87,+0:10,,,Yates Adam,87,ORICA-BikeExchange,",, ,,",,,,1,2016
42,38,88,+0:10,,,Tosatto Matteo,88,Tinkoff,",, ,,",,,,1,2016
38,29,89,+0:10,,,Tiralongo Paolo,89,Astana Pro Team,",, ,,",,,,1,2016
25,207,90,+0:10,,,Matthews Michael,90,ORICA-BikeExchange,",, ,,",,,,1,2016
29,35,91,+0:10,,,Ki\u0161erlovski Robert,91,Tinkoff,",, ,,",,,,1,2016
38,204,92,+0:10,,,Hayman Mathew,92,ORICA-BikeExchange,",, ,,",,,,1,2016
35,202,93,+0:10,,,Albasini Michael,93,ORICA-BikeExchange,",, ,,",,,,1,2016
31,168,94,+0:10,,,Roelandts Jurgen,94,Lotto Soudal,",, ,,",,,,1,2016
34,169,95,+0:10,,,Sieberg Marcel,95,Lotto Soudal,",, ,,",,,,1,2016
29,71,96,+0:10,,,Frank Mathias,96,IAM Cycling,",, ,,",,,,1,2016
31,33,97,+0:10,,,Bodnar Maciej,97,Tinkoff,",, ,,",,,,1,2016
28,46,98,+0:10,,,Gautier Cyril,98,AG2R La Mondiale,",, ,,",,,,1,2016
23,131,99,+0:10,,,Buchmann Emanuel,99,Bora - Argon 18,",, ,,",,,,1,2016
30,115,100,+0:10,,,Geschke Simon,100,Team Giant - Alpecin,",, ,,",,,,1,2016
26,116,101,+0:10,,,Preidler Georg,101,Team Giant - Alpecin,",, ,,",,,,1,2016
22,158,102,+0:10,,,Pibernik Luka,102,Lampre - Merida,",, ,,",,,,1,2016
28,49,103,+0:10,,,Vuillermoz Alexis,103,AG2R La Mondiale,",, ,,",,,,1,2016
33,72,104,+0:10,,,Clement Stef,104,IAM Cycling,",, ,,",,,,1,2016
29,8,105,+0:10,,,Stannard Ian,105,Team Sky,",, ,,",,,,1,2016
27,27,106,+0:10,,,Rosa Diego,106,Astana Pro Team,",, ,,",,,,1,2016
29,61,107,+0:10,,,Mollema Bauke,107,Trek - Segafredo,",, ,,",,,,1,2016
29,25,108,+0:10,,,Kangert Tanel,108,Astana Pro Team,",, ,,",,,,1,2016
30,214,109,+0:10,,,Feillu Brice,109,Fortuneo - Vital Concept,",, ,,",,,,1,2016
34,18,110,+0:10,,,Moreno Daniel,110,Movistar Team,",, ,,",,,,1,2016
26,121,111,+0:10,,,Pinot Thibaut,111,FDJ,",, ,,",,,,1,2016
27,126,112,+0:10,,,Reichenbach Sebastien,112,FDJ,",, ,,",,,,1,2016
27,129,113,+0:10,,,Vichot Arthur,113,FDJ,",, ,,",,,,1,2016
26,4,114,+0:10,,,Landa Mikel,114,Team Sky,",, ,,",,,,1,2016
31,125,115,+0:10,,,Pineau C\xe9dric,115,FDJ,",, ,,",,,,1,2016
39,69,116,+0:10,,,Zubeldia Haimar,116,Trek - Segafredo,",, ,,",,,,1,2016
31,152,117,+0:10,,,Arashiro Yukiya,117,Lampre - Merida,",, ,,",,,,1,2016
23,47,118,+0:10,,,Gougeard Alexis,118,AG2R La Mondiale,",, ,,",,,,1,2016
28,45,119,+0:10,,,Gastauer Ben,119,AG2R La Mondiale,",, ,,",,,,1,2016
31,218,120,+0:10,,,S\xf8rensen Chris Anker,120,Fortuneo - Vital Concept,",, ,,",,,,1,2016
28,142,121,+0:10,,,Guarnieri Jacopo,121,Team Katusha,",, ,,",,,,1,2016
24,137,122,+0:10,,,Konrad Patrick,122,Bora - Argon 18,",, ,,",,,,1,2016
24,157,123,+0:10,,,Meintjes Louis,123,Lampre - Merida,",, ,,",,,,1,2016
35,136,124,+0:10,,,Huzarski Bartosz,124,Bora - Argon 18,",, ,,",,,,1,2016
25,203,125,+0:10,,,Durbridge Luke,125,ORICA-BikeExchange,",, ,,",,,,1,2016
28,66,126,+0:10,,,Stetina Peter,126,Trek - Segafredo,",, ,,",,,,1,2016
28,84,127,+0:10,,,Howes Alex,127,Cannondale-Drapac Pro Cycling Team,",, ,,",,,,1,2016
25,102,128,+0:10,,,Berhane Natnael,128,Team Dimension Data,",, ,,",,,,1,2016
31,175,129,+0:10,,,Jeandesboz Fabrice,129,Direct Energie,",, ,,",,,,1,2016
34,96,130,+0:10,,,Moinard Ama\xebl,130,BMC Racing Team,",, ,,",,,,1,2016
24,159,131,+0:10,,,Polanc Jan,131,Lampre - Merida,",, ,,",,,,1,2016
29,127,132,+0:10,,,Roux Anthony,132,FDJ,",, ,,",,,,1,2016
33,128,133,+0:10,,,Roy J\xe9r\xe9my,133,FDJ,",, ,,",,,,1,2016
34,122,134,+0:10,,,Bonnet William,134,FDJ,",, ,,",,,,1,2016
32,191,135,+0:10,,,Navarro Daniel,135,"Cofidis, Solutions Cr\xe9dits",",, ,,",,,,1,2016
28,94,136,+0:10,,,Caruso Damiano,136,BMC Racing Team,",, ,,",,,,1,2016
28,155,137,+0:10,,,Durasek Kristijan,137,Lampre - Merida,",, ,,",,,,1,2016
31,86,138,+0:10,,,Langeveld Sebastian,138,Cannondale-Drapac Pro Cycling Team,",, ,,",,,,1,2016
