Age,Avg,BIB,Pnt,Rider,Rnk,Team,Time won/lost,stage,year
25,,152.0,,Gasparotto Enrico,148,Liquigas,,10,2007
23,,32.0,,Bono Matteo,149,Lampre-Fondital,,10,2007
26,,158.0,,Vanotti Alessandro,150,Liquigas,,10,2007
29,,108.0,,Hushovd Thor,151,Cr\xe9dit Agricole,,10,2007
32,,4.0,,Scarselli Leonardo,152,Quickstep - Innergetic,,10,2007
25,,63.0,,Drancourt Pierre,153,Bouygues Telecom,,10,2007
26,,107.0,,Kern Christophe,154,Cr\xe9dit Agricole,,10,2007
26,,14.0,,Bazayev Assan,155,Astana,,10,2007
23,,138.0,,Patanchon Fabien,156,Fran\xe7aise des Jeux,,10,2007
29,,216.0,,Olson Aaron,157,T-Mobile Team,,10,2007
25,,118.0,,Vandborg Brian,158,Discovery Channel,,10,2007
31,,44.0,,Balducci Gabriele,159,Acqua & Sapone - Caff\xe8 Mokambo,,10,2007
22,,198.0,,Sabatini Fabio,160,Milram,,10,2007
34,,161.0,,McEwen Robbie,161,Predictor - Lotto,,10,2007
31,,163.0,,Jufre Josep,162,Predictor - Lotto,,10,2007
34,,175.0,,van Heeswijk Max,163,Rabobank ProTeam,,10,2007
24,,146.0,,Krauss Sven,164,Gerolsteiner,,10,2007
22,,145.0,,Klinger Tim,165,Gerolsteiner,,10,2007
19,,204.0,,Rovny Ivan,166,Tinkoff Credit Systems,,10,2007
28,,205.0,,Serrano Ricardo,167,Tinkoff Credit Systems,,10,2007
35,,169.0,,Gates Nick,168,Predictor - Lotto,,10,2007
25,,96.0,,Heijboer Mathieu,169,Cofidis,,10,2007
38,,168.0,,Zanini Stefano,170,Predictor - Lotto,,10,2007
26,,35.0,,Napolitano Danilo,171,Lampre-Fondital,,10,2007
33,,191.0,,Petacchi Alessandro,1*,Milram,,11,2007
31,,44.0,80.0,Balducci Gabriele,1,Acqua & Sapone - Caff\xe8 Mokambo,,11,2007
34,,161.0,50.0,McEwen Robbie,2,Predictor - Lotto,,11,2007
29,,108.0,35.0,Hushovd Thor,3,Cr\xe9dit Agricole,,11,2007
26,,35.0,25.0,Napolitano Danilo,4,Lampre-Fondital,,11,2007
29,,105.0,18.0,Furlan Angelo,5,Cr\xe9dit Agricole,,11,2007
29,,,15.0,Gil Fernandez Koldo,6,,,11,2007
29,,59.0,12.0,Usov Alexandre,7,AG2R Pr\xe9voyance,,11,2007
29,,142.0,10.0,F\xf6rster Robert,8,Gerolsteiner,,11,2007
25,,152.0,8.0,Gasparotto Enrico,9,Liquigas,,11,2007
32,,179.0,6.0,Horrillo Pedro,10,Rabobank ProTeam,,11,2007
24,,89.0,5.0,Richeze Ariel Maximiliano,11,Ceramica Panaria - Navigare,,11,2007
21,,209.0,4.0,Trusov Nikolay,12,Tinkoff Credit Systems,,11,2007
33,,1.0,3.0,Bettini Paolo,13,Quickstep - Innergetic,,11,2007
27,,195.0,2.0,Lancaster Brett,14,Milram,,11,2007
31,,13.0,1.0,Joachim Benoit,15,Astana,,11,2007
24,,67.0,,Pichot Alexandre,16,Bouygues Telecom,,11,2007
25,,124.0,,Hernandez Gutierrez Aitor,17,Euskaltel - Euskadi,,11,2007
34,,11.0,,Savoldelli Paolo,18,Astana,,11,2007
27,,94.0,,Duclos-Lassalle Herv\xe9,19,Cofidis,,11,2007
27,,82.0,,Laverde Luis Felipe,20,Ceramica Panaria - Navigare,,11,2007
25,,56.0,,Mondory Lloyd,21,AG2R Pr\xe9voyance,,11,2007
26,,58.0,,Riblon Christophe,22,AG2R Pr\xe9voyance,,11,2007
22,,109.0,,Roche Nicolas,23,Cr\xe9dit Agricole,,11,2007
33,,68.0,,Renier Franck,24,Bouygues Telecom,,11,2007
32,,104.0,,Dean Julian,25,Cr\xe9dit Agricole,,11,2007
32,,162.0,,Cioni Dario,26,Predictor - Lotto,,11,2007
28,,205.0,,Serrano Ricardo,27,Tinkoff Credit Systems,,11,2007
28,,123.0,,Galparsoro Dionisio,28,Euskaltel - Euskadi,,11,2007
23,,29.0,,Ricco Riccardo,29,Saunier Duval,,11,2007
32,,165.0,,Aerts Mario,30,Predictor - Lotto,,11,2007
26,,194.0,,Knees Christian,31,Milram,,11,2007
27,,102.0,,Bellotti Francesco,32,Cr\xe9dit Agricole,,11,2007
27,,111.0,,Popovych Yaroslav,33,Discovery Channel,,11,2007
33,,41.0,,Garzelli Stefano,34,Acqua & Sapone - Caff\xe8 Mokambo,,11,2007
33,,153.0,,Miholjevic Vladimir,35,Liquigas,,11,2007
34,,45.0,,Codol Massimo,36,Acqua & Sapone - Caff\xe8 Mokambo,,11,2007
24,,146.0,,Krauss Sven,37,Gerolsteiner,,11,2007
31,,23.0,,Belohvosciks Raivis,38,Saunier Duval,,11,2007
38,,155.0,,Noe Andrea,39,Liquigas,,11,2007
24,,61.0,,Bonnaire Olivier,40,Bouygues Telecom,,11,2007
35,,21.0,,Simoni Gilberto,41,Saunier Duval,,11,2007
27,,125.0,,Irizar Markel,42,Euskaltel - Euskadi,,11,2007
29,,156.0,,Pellizotti Franco,43,Liquigas,,11,2007
25,,199.0,,Lorenzetto Mirco,44,Milram,,11,2007
22,,154.0,,Nibali Vincenzo,45,Liquigas,,11,2007
33,,16.0,,Mazzoleni Eddy,46,Astana,,11,2007
24,,143.0,,Fothen Thomas,47,Gerolsteiner,,11,2007
28,,202.0,,Petrov Evgeni,48,Tinkoff Credit Systems,,11,2007
34,,175.0,,van Heeswijk Max,49,Rabobank ProTeam,,11,2007
33,,114.0,,Hincapie George,50,Discovery Channel,,11,2007
29,,27.0,,Mayo Iban,51,Saunier Duval,,11,2007
23,,148.0,,Russ Matthias,52,Gerolsteiner,,11,2007
29,,38.0,,Tiralongo Paolo,53,Lampre-Fondital,,11,2007
27,,71.0,,Arroyo David,54,Caisse d'Epargne,,11,2007
25,,31.0,,Cunego Damiano,55,Lampre-Fondital,,11,2007
32,,33.0,,Bruseghin Marzio,56,Lampre-Fondital,,11,2007
26,,81.0,,Sella Emanuele,57,Ceramica Panaria - Navigare,,11,2007
30,,103.0,,Bodrogi Laszlo,58,Cr\xe9dit Agricole,,11,2007
27,,167.0,,Van Huffel Wim,59,Predictor - Lotto,,11,2007
26,,34.0,,Marzano Marco,60,Lampre-Fondital,,11,2007
27,,212.0,,Bernucci Lorenzo,61,T-Mobile Team,,11,2007
33,,88.0,,Mazzanti Luca,62,Ceramica Panaria - Navigare,,11,2007
31,,39.0,,Javier Vila Francisco,63,Lampre-Fondital,,11,2007
28,,53.0,,Krivtsov Yuriy,64,AG2R Pr\xe9voyance,,11,2007
26,,139.0,,Veikkanen Jussi,65,Fran\xe7aise des Jeux,,11,2007
32,,24.0,,Ca\xf1ada David,66,Saunier Duval,,11,2007
26,,127.0,,Pena Aketza,67,Euskaltel - Euskadi,,11,2007
31,,134.0,,Jegou Lilian,68,Fran\xe7aise des Jeux,,11,2007
26,,158.0,,Vanotti Alessandro,69,Liquigas,,11,2007
29,,99.0,,Zampieri Steve,70,Cofidis,,11,2007
31,,151.0,,Di Luca Danilo,71,Liquigas,,11,2007
21,,84.0,,Pagoto Andrea,72,Ceramica Panaria - Navigare,,11,2007
28,,172.0,,Ardila Mauricio Alberto,73,Rabobank ProTeam,,11,2007
29,,76.0,,Perez Aitor,74,Caisse d'Epargne,,11,2007
31,,15.0,,Yakovlev Serguei,75,Astana,,11,2007
34,,17.0,,Mizurov Andrey,76,Astana,,11,2007
34,,42.0,,Andriotto Dario,77,Acqua & Sapone - Caff\xe8 Mokambo,,11,2007
29,,51.0,,Nocentini Rinaldo,78,AG2R Pr\xe9voyance,,11,2007
31,,91.0,,Parra Ivan Ramiro,79,Cofidis,,11,2007
27,,128.0,,Velasco Ivan,80,Euskaltel - Euskadi,,11,2007
25,,207.0,,Brutt Pavel,81,Tinkoff Credit Systems,,11,2007
28,,112.0,,Bileka Volodymyr,82,Discovery Channel,,11,2007
21,,178.0,,Walker William,83,Rabobank ProTeam,,11,2007
25,,5.0,,Schwab Hubert,84,Quickstep - Innergetic,,11,2007
35,,92.0,,Bessy Fr\xe9d\xe9ric,85,Cofidis,,11,2007
33,,7.0,,Tosatto Matteo,86,Quickstep - Innergetic,,11,2007
26,,52.0,,Dupont Hubert,87,AG2R Pr\xe9voyance,,11,2007
34,,36.0,,Stangelj Gorazd,88,Lampre-Fondital,,11,2007
34,,116.0,,Rubiera Jos\xe9 Luis,89,Discovery Channel,,11,2007
35,,169.0,,Gates Nick,90,Predictor - Lotto,,11,2007
26,,107.0,,Kern Christophe,91,Cr\xe9dit Agricole,,11,2007
28,,12.0,,Gourov Maxim,92,Astana,,11,2007
31,,74.0,,Lastras Pablo,93,Caisse d'Epargne,,11,2007
29,,192.0,,Cortinovis Alessandro,94,Milram,,11,2007
31,,101.0,,Caucchioli Pietro,95,Cr\xe9dit Agricole,,11,2007
21,,49.0,,Samoilau Branislau,96,Acqua & Sapone - Caff\xe8 Mokambo,,11,2007
23,,176.0,,Kozonchuk Dmitry,97,Rabobank ProTeam,,11,2007
22,,46.0,,Kunitski Andrei,98,Acqua & Sapone - Caff\xe8 Mokambo,,11,2007
30,,8.0,,van de Walle Jurgen,99,Quickstep - Innergetic,,11,2007
25,,98.0,,Valentin Tristan,100,Cofidis,,11,2007
24,,85.0,,Pozzovivo Domenico,101,Ceramica Panaria - Navigare,,11,2007
25,,75.0,,Losada Alberto,102,Caisse d'Epargne,,11,2007
22,,132.0,,Gerard Arnaud,103,Fran\xe7aise des Jeux,,11,2007
24,,43.0,,Arekeev Alexander,104,Acqua & Sapone - Caff\xe8 Mokambo,,11,2007
26,,26.0,,Mori Manuele,105,Saunier Duval,,11,2007
31,,163.0,,Jufre Josep,106,Predictor - Lotto,,11,2007
31,,48.0,,Palumbo Giuseppe,107,Acqua & Sapone - Caff\xe8 Mokambo,,11,2007
34,,95.0,,Fernandez Bingen,108,Cofidis,,11,2007
24,,18.0,,Morabito Steve,109,Astana,,11,2007
25,,3.0,,Facci Mauro,110,Quickstep - Innergetic,,11,2007
31,,217.0,,Pinotti Marco,111,T-Mobile Team,,11,2007
23,,164.0,,Lloyd Matthew,112,Predictor - Lotto,,11,2007
33,,119.0,,White Matthew,113,Discovery Channel,,11,2007
26,,117.0,,van Goolen Jurgen,114,Discovery Channel,,11,2007
27,,19.0,,Muravyev Dmitriy,115,Astana,,11,2007
36,,115.0,,Padrnos Pavel,116,Discovery Channel,,11,2007
24,,9.0,,Visconti Giovanni,117,Quickstep - Innergetic,,11,2007
19,,204.0,,Rovny Ivan,118,Tinkoff Credit Systems,,11,2007
25,,97.0,,Moinard Ama\xebl,119,Cofidis,,11,2007
26,,55.0,,Mangel Laurent,120,AG2R Pr\xe9voyance,,11,2007
28,,93.0,,Buffaz Mickael,121,Cofidis,,11,2007
29,,37.0,,Szmyd Sylwester,122,Lampre-Fondital,,11,2007
26,,137.0,,Mourey Francis,123,Fran\xe7aise des Jeux,,11,2007
32,,201.0,,Commesso Salvatore,124,Tinkoff Credit Systems,,11,2007
21,,183.0,,Schleck Andy,125,CSC ProTeam,,11,2007
27,,47.0,,Masciarelli Simone,126,Acqua & Sapone - Caff\xe8 Mokambo,,11,2007
31,,66.0,,le Boulanger Yoann,127,Bouygues Telecom,,11,2007
26,,185.0,,Kolobnev Alexandr,128,CSC ProTeam,,11,2007
28,,182.0,,Zabriskie David,129,CSC ProTeam,,11,2007
32,,189.0,,Arvesen Kurt-Asle,130,CSC ProTeam,,11,2007
23,,218.0,,Rabon Frantisek,131,T-Mobile Team,,11,2007
24,,57.0,,Naibo Carl,132,AG2R Pr\xe9voyance,,11,2007
35,,28.0,,Piepoli Leonardo,133,Saunier Duval,,11,2007
26,,113.0,,Cummings Stephen,134,Discovery Channel,,11,2007
26,,181.0,,Cancellara Fabian,135,CSC ProTeam,,11,2007
34,,215.0,,Merckx Axel,136,T-Mobile Team,,11,2007
29,,216.0,,Olson Aaron,137,T-Mobile Team,,11,2007
30,,188.0,,Gustov Volodymyr,138,CSC ProTeam,,11,2007
22,,206.0,,Ignatyev Mikhail,139,Tinkoff Credit Systems,,11,2007
26,,149.0,,Zaugg Oliver,140,Gerolsteiner,,11,2007
32,,203.0,,Contrini Daniele,141,Tinkoff Credit Systems,,11,2007
29,,83.0,,Perez Cuapio Julio Alberto,142,Ceramica Panaria - Navigare,,11,2007
27,,62.0,,Crosbie Nicolas,143,Bouygues Telecom,,11,2007
32,,86.0,,Baliani Fortunato,144,Ceramica Panaria - Navigare,,11,2007
28,,22.0,,Bertogliati Rubens,145,Saunier Duval,,11,2007
33,,174.0,,Moerenhout Koos,146,Rabobank ProTeam,,11,2007
24,,166.0,,Van den Broeck Jurgen,147,Predictor - Lotto,,11,2007
32,,157.0,,Spezialetti Alessandro,148,Liquigas,,11,2007
25,,96.0,,Heijboer Mathieu,149,Cofidis,,11,2007
29,,159.0,,Wegelius Charles,150,Liquigas,,11,2007
22,,198.0,,Sabatini Fabio,151,Milram,,11,2007
22,,145.0,,Klinger Tim,152,Gerolsteiner,,11,2007
27,,72.0,,Berthou Eric,153,Caisse d'Epargne,,11,2007
25,,63.0,,Drancourt Pierre,154,Bouygues Telecom,,11,2007
23,,138.0,,Patanchon Fabien,155,Fran\xe7aise des Jeux,,11,2007
26,,126.0,,Luengo Anton,156,Euskaltel - Euskadi,,11,2007
29,,2.0,,Engels Addy,157,Quickstep - Innergetic,,11,2007
25,,118.0,,Vandborg Brian,158,Discovery Channel,,11,2007
38,,168.0,,Zanini Stefano,159,Predictor - Lotto,,11,2007
26,,25.0,,Gomez Gomez Angel,160,Saunier Duval,,11,2007
32,,4.0,,Scarselli Leonardo,161,Quickstep - Innergetic,,11,2007
35,,208.0,,Aggiano Elio,162,Tinkoff Credit Systems,,11,2007
22,,79.0,,Perget Mathieu,163,Caisse d'Epargne,,11,2007
28,,129.0,,Zubeldia Joseba,164,Euskaltel - Euskadi,,11,2007
33,,196.0,,M\xfcller Martin,165,Milram,,11,2007
32,,171.0,,Rasmussen Michael,166,Rabobank ProTeam,,11,2007
22,,144.0,,Gatto Oscar,167,Gerolsteiner,,11,2007
22,,187.0,,Breschel Matti,168,CSC ProTeam,,11,2007
26,,14.0,,Bazayev Assan,169,Astana,,11,2007
23,,32.0,,Bono Matteo,170,Lampre-Fondital,,11,2007
31,,151.0,80.0,Di Luca Danilo,1,Liquigas,,12,2007
35,,21.0,50.0,Simoni Gilberto,2,Saunier Duval,,12,2007
21,,183.0,35.0,Schleck Andy,3,CSC ProTeam,,12,2007
33,,16.0,25.0,Mazzoleni Eddy,4,Astana,,12,2007
25,,31.0,18.0,Cunego Damiano,5,Lampre-Fondital,,12,2007
33,,41.0,15.0,Garzelli Stefano,6,Acqua & Sapone - Caff\xe8 Mokambo,,12,2007
31,,66.0,12.0,le Boulanger Yoann,7,Bouygues Telecom,,12,2007
32,,33.0,10.0,Bruseghin Marzio,8,Lampre-Fondital,,12,2007
23,,29.0,8.0,Ricco Riccardo,9,Saunier Duval,,12,2007
29,,156.0,6.0,Pellizotti Franco,10,Liquigas,,12,2007
27,,71.0,5.0,Arroyo David,11,Caisse d'Epargne,,12,2007
31,,39.0,4.0,Javier Vila Francisco,12,Lampre-Fondital,,12,2007
26,,81.0,3.0,Sella Emanuele,13,Ceramica Panaria - Navigare,,12,2007
24,,85.0,2.0,Pozzovivo Domenico,14,Ceramica Panaria - Navigare,,12,2007
28,,202.0,1.0,Petrov Evgeni,15,Tinkoff Credit Systems,,12,2007
21,,49.0,,Samoilau Branislau,16,Acqua & Sapone - Caff\xe8 Mokambo,,12,2007
26,,58.0,,Riblon Christophe,17,AG2R Pr\xe9voyance,,12,2007
34,,11.0,,Savoldelli Paolo,18,Astana,,12,2007
34,,45.0,,Codol Massimo,19,Acqua & Sapone - Caff\xe8 Mokambo,,12,2007
31,,91.0,,Parra Ivan Ramiro,20,Cofidis,,12,2007
26,,52.0,,Dupont Hubert,21,AG2R Pr\xe9voyance,,12,2007
27,,167.0,,Van Huffel Wim,22,Predictor - Lotto,,12,2007
34,,17.0,,Mizurov Andrey,23,Astana,,12,2007
32,,165.0,,Aerts Mario,24,Predictor - Lotto,,12,2007
33,,88.0,,Mazzanti Luca,25,Ceramica Panaria - Navigare,,12,2007
23,,148.0,,Russ Matthias,26,Gerolsteiner,,12,2007
29,,38.0,,Tiralongo Paolo,27,Lampre-Fondital,,12,2007
27,,111.0,,Popovych Yaroslav,28,Discovery Channel,,12,2007
27,,82.0,,Laverde Luis Felipe,29,Ceramica Panaria - Navigare,,12,2007
26,,34.0,,Marzano Marco,30,Lampre-Fondital,,12,2007
29,,159.0,,Wegelius Charles,31,Liquigas,,12,2007
26,,137.0,,Mourey Francis,32,Fran\xe7aise des Jeux,,12,2007
29,,76.0,,Perez Aitor,33,Caisse d'Epargne,,12,2007
25,,5.0,,Schwab Hubert,34,Quickstep - Innergetic,,12,2007
32,,162.0,,Cioni Dario,35,Predictor - Lotto,,12,2007
28,,182.0,,Zabriskie David,36,CSC ProTeam,,12,2007
29,,99.0,,Zampieri Steve,37,Cofidis,,12,2007
31,,217.0,,Pinotti Marco,38,T-Mobile Team,,12,2007
33,,1.0,,Bettini Paolo,39,Quickstep - Innergetic,,12,2007
38,,155.0,,Noe Andrea,40,Liquigas,,12,2007
32,,86.0,,Baliani Fortunato,41,Ceramica Panaria - Navigare,,12,2007
24,,43.0,,Arekeev Alexander,42,Acqua & Sapone - Caff\xe8 Mokambo,,12,2007
25,,97.0,,Moinard Ama\xebl,43,Cofidis,,12,2007
31,,15.0,,Yakovlev Serguei,44,Astana,,12,2007
32,,171.0,,Rasmussen Michael,45,Rabobank ProTeam,,12,2007
24,,57.0,,Naibo Carl,46,AG2R Pr\xe9voyance,,12,2007
31,,101.0,,Caucchioli Pietro,47,Cr\xe9dit Agricole,,12,2007
21,,178.0,,Walker William,48,Rabobank ProTeam,,12,2007
29,,37.0,,Szmyd Sylwester,49,Lampre-Fondital,,12,2007
32,,189.0,,Arvesen Kurt-Asle,50,CSC ProTeam,,12,2007
24,,61.0,,Bonnaire Olivier,51,Bouygues Telecom,,12,2007
31,,163.0,,Jufre Josep,52,Predictor - Lotto,,12,2007
31,,74.0,,Lastras Pablo,53,Caisse d'Epargne,,12,2007
33,,153.0,,Miholjevic Vladimir,54,Liquigas,,12,2007
30,,8.0,,van de Walle Jurgen,55,Quickstep - Innergetic,,12,2007
22,,154.0,,Nibali Vincenzo,56,Liquigas,,12,2007
34,,95.0,,Fernandez Bingen,57,Cofidis,,12,2007
29,,2.0,,Engels Addy,58,Quickstep - Innergetic,,12,2007
35,,28.0,,Piepoli Leonardo,59,Saunier Duval,,12,2007
27,,102.0,,Bellotti Francesco,60,Cr\xe9dit Agricole,,12,2007
32,,157.0,,Spezialetti Alessandro,61,Liquigas,,12,2007
29,,27.0,,Mayo Iban,62,Saunier Duval,,12,2007
28,,112.0,,Bileka Volodymyr,63,Discovery Channel,,12,2007
27,,19.0,,Muravyev Dmitriy,64,Astana,,12,2007
27,,62.0,,Crosbie Nicolas,65,Bouygues Telecom,,12,2007
25,,152.0,,Gasparotto Enrico,66,Liquigas,,12,2007
26,,126.0,,Luengo Anton,67,Euskaltel - Euskadi,,12,2007
22,,79.0,,Perget Mathieu,68,Caisse d'Epargne,,12,2007
25,,3.0,,Facci Mauro,69,Quickstep - Innergetic,,12,2007
33,,119.0,,White Matthew,70,Discovery Channel,,12,2007
33,,174.0,,Moerenhout Koos,71,Rabobank ProTeam,,12,2007
35,,92.0,,Bessy Fr\xe9d\xe9ric,72,Cofidis,,12,2007
21,,84.0,,Pagoto Andrea,73,Ceramica Panaria - Navigare,,12,2007
32,,201.0,,Commesso Salvatore,74,Tinkoff Credit Systems,,12,2007
28,,205.0,,Serrano Ricardo,75,Tinkoff Credit Systems,,12,2007
25,,207.0,,Brutt Pavel,76,Tinkoff Credit Systems,,12,2007
27,,72.0,,Berthou Eric,77,Caisse d'Epargne,,12,2007
31,,13.0,,Joachim Benoit,78,Astana,,12,2007
24,,18.0,,Morabito Steve,79,Astana,,12,2007
34,,215.0,,Merckx Axel,80,T-Mobile Team,,12,2007
26,,139.0,,Veikkanen Jussi,81,Fran\xe7aise des Jeux,,12,2007
22,,109.0,,Roche Nicolas,82,Cr\xe9dit Agricole,,12,2007
25,,75.0,,Losada Alberto,83,Caisse d'Epargne,,12,2007
29,,51.0,,Nocentini Rinaldo,84,AG2R Pr\xe9voyance,,12,2007
25,,56.0,,Mondory Lloyd,85,AG2R Pr\xe9voyance,,12,2007
27,,94.0,,Duclos-Lassalle Herv\xe9,86,Cofidis,,12,2007
32,,24.0,,Ca\xf1ada David,87,Saunier Duval,,12,2007
28,,53.0,,Krivtsov Yuriy,88,AG2R Pr\xe9voyance,,12,2007
30,,103.0,,Bodrogi Laszlo,89,Cr\xe9dit Agricole,,12,2007
26,,117.0,,van Goolen Jurgen,90,Discovery Channel,,12,2007
34,,116.0,,Rubiera Jos\xe9 Luis,91,Discovery Channel,,12,2007
26,,25.0,,Gomez Gomez Angel,92,Saunier Duval,,12,2007
28,,172.0,,Ardila Mauricio Alberto,93,Rabobank ProTeam,,12,2007
22,,46.0,,Kunitski Andrei,94,Acqua & Sapone - Caff\xe8 Mokambo,,12,2007
31,,48.0,,Palumbo Giuseppe,95,Acqua & Sapone - Caff\xe8 Mokambo,,12,2007
24,,164.0,,Lloyd Matthew,96,Predictor - Lotto,,12,2007
36,,115.0,,Padrnos Pavel,97,Discovery Channel,,12,2007
26,,127.0,,Pena Aketza,98,Euskaltel - Euskadi,,12,2007
26,,55.0,,Mangel Laurent,99,AG2R Pr\xe9voyance,,12,2007
31,,134.0,,Jegou Lilian,100,Fran\xe7aise des Jeux,,12,2007
27,,125.0,,Irizar Markel,101,Euskaltel - Euskadi,,12,2007
26,,158.0,,Vanotti Alessandro,102,Liquigas,,12,2007
27,,128.0,,Velasco Ivan,103,Euskaltel - Euskadi,,12,2007
23,,176.0,,Kozonchuk Dmitry,104,Rabobank ProTeam,,12,2007
29,,59.0,,Usov Alexandre,105,AG2R Pr\xe9voyance,,12,2007
30,,188.0,,Gustov Volodymyr,106,CSC ProTeam,,12,2007
26,,14.0,,Bazayev Assan,107,Astana,,12,2007
25,,118.0,,Vandborg Brian,108,Discovery Channel,,12,2007
24,,89.0,,Richeze Ariel Maximiliano,109,Ceramica Panaria - Navigare,,12,2007
29,,83.0,,Perez Cuapio Julio Alberto,110,Ceramica Panaria - Navigare,,12,2007
25,,63.0,,Drancourt Pierre,111,Bouygues Telecom,,12,2007
34,,36.0,,Stangelj Gorazd,112,Lampre-Fondital,,12,2007
23,,32.0,,Bono Matteo,113,Lampre-Fondital,,12,2007
32,,203.0,,Contrini Daniele,114,Tinkoff Credit Systems,,12,2007
24,,67.0,,Pichot Alexandre,115,Bouygues Telecom,,12,2007
26,,26.0,,Mori Manuele,116,Saunier Duval,,12,2007
27,,212.0,,Bernucci Lorenzo,117,T-Mobile Team,,12,2007
22,,144.0,,Gatto Oscar,118,Gerolsteiner,,12,2007
33,,7.0,,Tosatto Matteo,119,Quickstep - Innergetic,,12,2007
26,,113.0,,Cummings Stephen,120,Discovery Channel,,12,2007
32,,4.0,,Scarselli Leonardo,121,Quickstep - Innergetic,,12,2007
26,,107.0,,Kern Christophe,122,Cr\xe9dit Agricole,,12,2007
28,,93.0,,Buffaz Mickael,123,Cofidis,,12,2007
31,,23.0,,Belohvosciks Raivis,124,Saunier Duval,,12,2007
35,,169.0,,Gates Nick,125,Predictor - Lotto,,12,2007
33,,196.0,,M\xfcller Martin,126,Milram,,12,2007
22,,198.0,,Sabatini Fabio,127,Milram,,12,2007
29,,192.0,,Cortinovis Alessandro,128,Milram,,12,2007
33,,191.0,,Petacchi Alessandro,129*,Milram,,12,2007
26,,194.0,,Knees Christian,129,Milram,,12,2007
34,,42.0,,Andriotto Dario,130,Acqua & Sapone - Caff\xe8 Mokambo,,12,2007
32,,104.0,,Dean Julian,131,Cr\xe9dit Agricole,,12,2007
28,,12.0,,Gourov Maxim,132,Astana,,12,2007
27,,195.0,,Lancaster Brett,133,Milram,,12,2007
23,,138.0,,Patanchon Fabien,134,Fran\xe7aise des Jeux,,12,2007
19,,204.0,,Rovny Ivan,135,Tinkoff Credit Systems,,12,2007
32,,179.0,,Horrillo Pedro,136,Rabobank ProTeam,,12,2007
22,,206.0,,Ignatyev Mikhail,137,Tinkoff Credit Systems,,12,2007
33,,68.0,,Renier Franck,138,Bouygues Telecom,,12,2007
23,,218.0,,Rabon Frantisek,139,T-Mobile Team,,12,2007
24,,166.0,,Van den Broeck Jurgen,140,Predictor - Lotto,,12,2007
24,,143.0,,Fothen Thomas,141,Gerolsteiner,,12,2007
28,,129.0,,Zubeldia Joseba,142,Euskaltel - Euskadi,,12,2007
34,,175.0,,van Heeswijk Max,143,Rabobank ProTeam,,12,2007
26,,149.0,,Zaugg Oliver,144,Gerolsteiner,,12,2007
22,,132.0,,Gerard Arnaud,145,Fran\xe7aise des Jeux,,12,2007
28,,22.0,,Bertogliati Rubens,146,Saunier Duval,,12,2007
22,,187.0,,Breschel Matti,147,CSC ProTeam,,12,2007
29,,216.0,,Olson Aaron,148,T-Mobile Team,,12,2007
35,,208.0,,Aggiano Elio,149,Tinkoff Credit Systems,,12,2007
24,,146.0,,Krauss Sven,150,Gerolsteiner,,12,2007
38,,168.0,,Zanini Stefano,151,Predictor - Lotto,,12,2007
24,,9.0,,Visconti Giovanni,152,Quickstep - Innergetic,,12,2007
29,,105.0,,Furlan Angelo,153,Cr\xe9dit Agricole,,12,2007
25,,199.0,,Lorenzetto Mirco,154,Milram,,12,2007
29,,,,Gil Fernandez Koldo,155,,,12,2007
21,,209.0,,Trusov Nikolay,156,Tinkoff Credit Systems,,12,2007
25,,98.0,,Valentin Tristan,157,Cofidis,,12,2007
25,,96.0,,Heijboer Mathieu,158,Cofidis,,12,2007
32,,33.0,80.0,Bruseghin Marzio,1,Lampre-Fondital,,13,2007
35,,28.0,50.0,Piepoli Leonardo,2,Saunier Duval,,13,2007
31,,151.0,35.0,Di Luca Danilo,3,Liquigas,,13,2007
28,,182.0,25.0,Zabriskie David,4,CSC ProTeam,,13,2007
29,,156.0,18.0,Pellizotti Franco,5,Liquigas,,13,2007
33,,41.0,15.0,Garzelli Stefano,6,Acqua & Sapone - Caff\xe8 Mokambo,,13,2007
29,,202.0,12.0,Petrov Evgeni,7,Tinkoff Credit Systems,,13,2007
33,,16.0,10.0,Mazzoleni Eddy,8,Astana,,13,2007
25,,31.0,8.0,Cunego Damiano,9,Lampre-Fondital,,13,2007
21,,183.0,6.0,Schleck Andy,10,CSC ProTeam,,13,2007
29,,83.0,5.0,Perez Cuapio Julio Alberto,11,Ceramica Panaria - Navigare,,13,2007
22,,49.0,4.0,Samoilau Branislau,12,Acqua & Sapone - Caff\xe8 Mokambo,,13,2007
35,,21.0,3.0,Simoni Gilberto,13,Saunier Duval,,13,2007
31,,39.0,2.0,Javier Vila Francisco,14,Lampre-Fondital,,13,2007
38,,155.0,1.0,Noe Andrea,15,Liquigas,,13,2007
26,,34.0,,Marzano Marco,16,Lampre-Fondital,,13,2007
31,,91.0,,Parra Ivan Ramiro,17,Cofidis,,13,2007
27,,71.0,,Arroyo David,18,Caisse d'Epargne,,13,2007
34,,11.0,,Savoldelli Paolo,19,Astana,,13,2007
26,,81.0,,Sella Emanuele,20,Ceramica Panaria - Navigare,,13,2007
31,,15.0,,Yakovlev Serguei,21,Astana,,13,2007
23,,29.0,,Ricco Riccardo,22,Saunier Duval,,13,2007
29,,38.0,,Tiralongo Paolo,23,Lampre-Fondital,,13,2007
22,,154.0,,Nibali Vincenzo,24,Liquigas,,13,2007
29,,159.0,,Wegelius Charles,25,Liquigas,,13,2007
