Team,Rank_team,stage,year
Movistar Team,3,6,2016
Tinkoff,4,6,2016
Astana Pro Team,5,6,2016
AG2R La Mondiale,6,6,2016
FDJ,7,6,2016
Trek - Segafredo,8,6,2016
Team Katusha,9,6,2016
Etixx - Quick Step,10,6,2016
Bora - Argon 18,11,6,2016
IAM Cycling,12,6,2016
Cannondale-Drapac Pro Cycling Team,13,6,2016
Lampre - Merida,14,6,2016
Team Giant - Alpecin,15,6,2016
Fortuneo - Vital Concept,16,6,2016
ORICA-BikeExchange,17,6,2016
Direct Energie,18,6,2016
"Cofidis, Solutions Cr\xe9dits",19,6,2016
Team LottoNL-Jumbo,20,6,2016
Lotto Soudal,21,6,2016
Team Dimension Data,22,6,2016
BMC Racing Team,1,7,2016
Team Sky,2,7,2016
Movistar Team,3,7,2016
Astana Pro Team,4,7,2016
Tinkoff,5,7,2016
AG2R La Mondiale,6,7,2016
Trek - Segafredo,7,7,2016
Team Katusha,8,7,2016
Etixx - Quick Step,9,7,2016
FDJ,10,7,2016
IAM Cycling,11,7,2016
Bora - Argon 18,12,7,2016
Cannondale-Drapac Pro Cycling Team,13,7,2016
Team Giant - Alpecin,14,7,2016
Fortuneo - Vital Concept,15,7,2016
ORICA-BikeExchange,16,7,2016
Lampre - Merida,17,7,2016
"Cofidis, Solutions Cr\xe9dits",18,7,2016
Direct Energie,19,7,2016
Team LottoNL-Jumbo,20,7,2016
Team Dimension Data,21,7,2016
Lotto Soudal,22,7,2016
BMC Racing Team,1,8,2016
Team Sky,2,8,2016
Movistar Team,3,8,2016
Astana Pro Team,4,8,2016
Tinkoff,5,8,2016
AG2R La Mondiale,6,8,2016
Trek - Segafredo,7,8,2016
Team Katusha,8,8,2016
FDJ,9,8,2016
Team Giant - Alpecin,10,8,2016
Etixx - Quick Step,11,8,2016
IAM Cycling,12,8,2016
Bora - Argon 18,13,8,2016
ORICA-BikeExchange,14,8,2016
Cannondale-Drapac Pro Cycling Team,15,8,2016
Lampre - Merida,16,8,2016
Team LottoNL-Jumbo,17,8,2016
Direct Energie,18,8,2016
"Cofidis, Solutions Cr\xe9dits",19,8,2016
Team Dimension Data,20,8,2016
Movistar Team,1,9,2016
Team Sky,2,9,2016
BMC Racing Team,3,9,2016
Astana Pro Team,4,9,2016
AG2R La Mondiale,5,9,2016
Tinkoff,6,9,2016
Trek - Segafredo,7,9,2016
Team Katusha,8,9,2016
FDJ,9,9,2016
Team Giant - Alpecin,10,9,2016
IAM Cycling,11,9,2016
ORICA-BikeExchange,12,9,2016
Lampre - Merida,13,9,2016
Etixx - Quick Step,14,9,2016
Bora - Argon 18,15,9,2016
Team LottoNL-Jumbo,16,9,2016
"Cofidis, Solutions Cr\xe9dits",17,9,2016
Cannondale-Drapac Pro Cycling Team,18,9,2016
Fortuneo - Vital Concept,19,9,2016
Direct Energie,20,9,2016
Team Dimension Data,21,9,2016
Lotto Soudal,22,9,2016
BMC Racing Team,1,10,2016
Movistar Team,2,10,2016
Team Sky,3,10,2016
Astana Pro Team,4,10,2016
AG2R La Mondiale,5,10,2016
Tinkoff,6,10,2016
Trek - Segafredo,7,10,2016
Team Katusha,8,10,2016
ORICA-BikeExchange,9,10,2016
FDJ,10,10,2016
Team Giant - Alpecin,11,10,2016
IAM Cycling,12,10,2016
Lampre - Merida,13,10,2016
Etixx - Quick Step,14,10,2016
Bora - Argon 18,15,10,2016
Team LottoNL-Jumbo,16,10,2016
"Cofidis, Solutions Cr\xe9dits",17,10,2016
Cannondale-Drapac Pro Cycling Team,18,10,2016
Direct Energie,19,10,2016
Fortuneo - Vital Concept,20,10,2016
Team Dimension Data,21,10,2016
Lotto Soudal,22,10,2016
BMC Racing Team,1,11,2016
Movistar Team,2,11,2016
Team Sky,3,11,2016
Astana Pro Team,4,11,2016
Tinkoff,5,11,2016
AG2R La Mondiale,6,11,2016
Trek - Segafredo,7,11,2016
Team Katusha,8,11,2016
ORICA-BikeExchange,9,11,2016
FDJ,10,11,2016
Team Giant - Alpecin,11,11,2016
IAM Cycling,12,11,2016
Lampre - Merida,13,11,2016
Etixx - Quick Step,14,11,2016
Bora - Argon 18,15,11,2016
Team LottoNL-Jumbo,16,11,2016
"Cofidis, Solutions Cr\xe9dits",17,11,2016
Cannondale-Drapac Pro Cycling Team,18,11,2016
Direct Energie,19,11,2016
Fortuneo - Vital Concept,20,11,2016
Team Dimension Data,21,11,2016
Lotto Soudal,22,11,2016
BMC Racing Team,1,12,2016
Movistar Team,2,12,2016
Team Sky,3,12,2016
Astana Pro Team,4,12,2016
AG2R La Mondiale,5,12,2016
Trek - Segafredo,6,12,2016
Tinkoff,7,12,2016
Team Katusha,8,12,2016
ORICA-BikeExchange,9,12,2016
IAM Cycling,10,12,2016
FDJ,11,12,2016
Team Giant - Alpecin,12,12,2016
Etixx - Quick Step,13,12,2016
Lampre - Merida,14,12,2016
Bora - Argon 18,15,12,2016
"Cofidis, Solutions Cr\xe9dits",16,12,2016
Team LottoNL-Jumbo,17,12,2016
Fortuneo - Vital Concept,18,12,2016
Direct Energie,19,12,2016
Cannondale-Drapac Pro Cycling Team,20,12,2016
Team Dimension Data,21,12,2016
Lotto Soudal,22,12,2016
BMC Racing Team,1,13,2016
Movistar Team,2,13,2016
Team Sky,3,13,2016
Astana Pro Team,4,13,2016
AG2R La Mondiale,5,13,2016
Trek - Segafredo,6,13,2016
Tinkoff,7,13,2016
Team Katusha,8,13,2016
IAM Cycling,9,13,2016
ORICA-BikeExchange,10,13,2016
FDJ,11,13,2016
Team Giant - Alpecin,12,13,2016
Etixx - Quick Step,13,13,2016
Lampre - Merida,14,13,2016
Bora - Argon 18,15,13,2016
"Cofidis, Solutions Cr\xe9dits",16,13,2016
Team LottoNL-Jumbo,17,13,2016
Fortuneo - Vital Concept,18,13,2016
Direct Energie,19,13,2016
Cannondale-Drapac Pro Cycling Team,20,13,2016
Team Dimension Data,21,13,2016
Lotto Soudal,22,13,2016
BMC Racing Team,1,14,2016
Movistar Team,2,14,2016
Team Sky,3,14,2016
Astana Pro Team,4,14,2016
AG2R La Mondiale,5,14,2016
Trek - Segafredo,6,14,2016
Tinkoff,7,14,2016
Team Katusha,8,14,2016
IAM Cycling,9,14,2016
ORICA-BikeExchange,10,14,2016
FDJ,11,14,2016
Team Giant - Alpecin,12,14,2016
Etixx - Quick Step,13,14,2016
Lampre - Merida,14,14,2016
Bora - Argon 18,15,14,2016
"Cofidis, Solutions Cr\xe9dits",16,14,2016
Team LottoNL-Jumbo,17,14,2016
Fortuneo - Vital Concept,18,14,2016
Direct Energie,19,14,2016
Cannondale-Drapac Pro Cycling Team,20,14,2016
Team Dimension Data,21,14,2016
Lotto Soudal,22,14,2016
Movistar Team,1,15,2016
Team Sky,2,15,2016
BMC Racing Team,3,15,2016
Astana Pro Team,4,15,2016
AG2R La Mondiale,5,15,2016
Trek - Segafredo,6,15,2016
Tinkoff,7,15,2016
Team Katusha,8,15,2016
IAM Cycling,9,15,2016
FDJ,10,15,2016
ORICA-BikeExchange,11,15,2016
Lampre - Merida,12,15,2016
Team Giant - Alpecin,13,15,2016
Etixx - Quick Step,14,15,2016
Bora - Argon 18,15,15,2016
"Cofidis, Solutions Cr\xe9dits",16,15,2016
Team LottoNL-Jumbo,17,15,2016
Cannondale-Drapac Pro Cycling Team,18,15,2016
Direct Energie,19,15,2016
Fortuneo - Vital Concept,20,15,2016
Team Dimension Data,21,15,2016
Lotto Soudal,22,15,2016
Movistar Team,1,16,2016
Team Sky,2,16,2016
BMC Racing Team,3,16,2016
Astana Pro Team,4,16,2016
AG2R La Mondiale,5,16,2016
Trek - Segafredo,6,16,2016
Tinkoff,7,16,2016
Team Katusha,8,16,2016
IAM Cycling,9,16,2016
FDJ,10,16,2016
ORICA-BikeExchange,11,16,2016
Lampre - Merida,12,16,2016
Team Giant - Alpecin,13,16,2016
Etixx - Quick Step,14,16,2016
Bora - Argon 18,15,16,2016
"Cofidis, Solutions Cr\xe9dits",16,16,2016
Team LottoNL-Jumbo,17,16,2016
Cannondale-Drapac Pro Cycling Team,18,16,2016
Direct Energie,19,16,2016
Fortuneo - Vital Concept,20,16,2016
Team Dimension Data,21,16,2016
Lotto Soudal,22,16,2016
Movistar Team,1,17,2016
Team Sky,2,17,2016
BMC Racing Team,3,17,2016
AG2R La Mondiale,4,17,2016
Astana Pro Team,5,17,2016
Trek - Segafredo,6,17,2016
Tinkoff,7,17,2016
Team Katusha,8,17,2016
IAM Cycling,9,17,2016
FDJ,10,17,2016
Lampre - Merida,11,17,2016
ORICA-BikeExchange,12,17,2016
Etixx - Quick Step,13,17,2016
Team Giant - Alpecin,14,17,2016
Bora - Argon 18,15,17,2016
"Cofidis, Solutions Cr\xe9dits",16,17,2016
Team LottoNL-Jumbo,17,17,2016
Direct Energie,18,17,2016
Cannondale-Drapac Pro Cycling Team,19,17,2016
Fortuneo - Vital Concept,20,17,2016
Team Dimension Data,21,17,2016
Lotto Soudal,22,17,2016
Movistar Team,1,18,2016
Team Sky,2,18,2016
BMC Racing Team,3,18,2016
Astana Pro Team,4,18,2016
AG2R La Mondiale,5,18,2016
Trek - Segafredo,6,18,2016
Tinkoff,7,18,2016
IAM Cycling,8,18,2016
Team Katusha,9,18,2016
FDJ,10,18,2016
Lampre - Merida,11,18,2016
ORICA-BikeExchange,12,18,2016
Etixx - Quick Step,13,18,2016
Team Giant - Alpecin,14,18,2016
Bora - Argon 18,15,18,2016
"Cofidis, Solutions Cr\xe9dits",16,18,2016
Team LottoNL-Jumbo,17,18,2016
Direct Energie,18,18,2016
Cannondale-Drapac Pro Cycling Team,19,18,2016
Fortuneo - Vital Concept,20,18,2016
Team Dimension Data,21,18,2016
Lotto Soudal,22,18,2016
Movistar Team,1,19,2016
Team Sky,2,19,2016
BMC Racing Team,3,19,2016
AG2R La Mondiale,4,19,2016
Astana Pro Team,5,19,2016
Trek - Segafredo,6,19,2016
Tinkoff,7,19,2016
IAM Cycling,8,19,2016
Team Katusha,9,19,2016
Lampre - Merida,10,19,2016
FDJ,11,19,2016
ORICA-BikeExchange,12,19,2016
Etixx - Quick Step,13,19,2016
Team Giant - Alpecin,14,19,2016
Bora - Argon 18,15,19,2016
Direct Energie,16,19,2016
Team LottoNL-Jumbo,17,19,2016
Cannondale-Drapac Pro Cycling Team,18,19,2016
"Cofidis, Solutions Cr\xe9dits",19,19,2016
Fortuneo - Vital Concept,20,19,2016
Team Dimension Data,21,19,2016
Lotto Soudal,22,19,2016
Movistar Team,1,20,2016
Team Sky,2,20,2016
BMC Racing Team,3,20,2016
AG2R La Mondiale,4,20,2016
Astana Pro Team,5,20,2016
Tinkoff,6,20,2016
Trek - Segafredo,7,20,2016
IAM Cycling,8,20,2016
Team Katusha,9,20,2016
Lampre - Merida,10,20,2016
FDJ,11,20,2016
ORICA-BikeExchange,12,20,2016
Etixx - Quick Step,13,20,2016
Team Giant - Alpecin,14,20,2016
Bora - Argon 18,15,20,2016
Team LottoNL-Jumbo,16,20,2016
Direct Energie,17,20,2016
"Cofidis, Solutions Cr\xe9dits",18,20,2016
Cannondale-Drapac Pro Cycling Team,19,20,2016
Fortuneo - Vital Concept,20,20,2016
Lotto Soudal,21,20,2016
Team Dimension Data,22,20,2016
Movistar Team,1,21,2016
Team Sky,2,21,2016
BMC Racing Team,3,21,2016
AG2R La Mondiale,4,21,2016
Astana Pro Team,5,21,2016
Tinkoff,6,21,2016
Trek - Segafredo,7,21,2016
IAM Cycling,8,21,2016
Team Katusha,9,21,2016
Lampre - Merida,10,21,2016
FDJ,11,21,2016
ORICA-BikeExchange,12,21,2016
Etixx - Quick Step,13,21,2016
Team Giant - Alpecin,14,21,2016
Bora - Argon 18,15,21,2016
Team LottoNL-Jumbo,16,21,2016
Direct Energie,17,21,2016
"Cofidis, Solutions Cr\xe9dits",18,21,2016
Cannondale-Drapac Pro Cycling Team,19,21,2016
Fortuneo - Vital Concept,20,21,2016
Lotto Soudal,21,21,2016
Team Dimension Data,22,21,2016
Team Sky,1,1,2017
Quick-Step Floors,2,1,2017
Team Sunweb,3,1,2017
Team LottoNL-Jumbo,4,1,2017
Team Katusha - Alpecin,5,1,2017
BMC Racing Team,6,1,2017
Movistar Team,7,1,2017
BORA - hansgrohe,8,1,2017
ORICA-Scott,9,1,2017
Astana Pro Team,10,1,2017
Cannondale-Drapac Pro Cycling Team,11,1,2017
Trek - Segafredo,12,1,2017
AG2R La Mondiale,13,1,2017
Team Dimension Data,14,1,2017
FDJ,15,1,2017
Lotto Soudal,16,1,2017
Direct Energie,17,1,2017
Bahrain Merida Pro Cycling Team,18,1,2017
UAE Team Emirates,19,1,2017
Fortuneo - Oscaro,20,1,2017
"Cofidis, Solutions Cr\xe9dits",21,1,2017
Wanty - Groupe Gobert,22,1,2017
Team Sky,1,2,2017
Quick-Step Floors,2,2,2017
Team Sunweb,3,2,2017
Team LottoNL-Jumbo,4,2,2017
Team Katusha - Alpecin,5,2,2017
BMC Racing Team,6,2,2017
Movistar Team,7,2,2017
BORA - hansgrohe,8,2,2017
Astana Pro Team,9,2,2017
ORICA-Scott,10,2,2017
Cannondale-Drapac Pro Cycling Team,11,2,2017
Trek - Segafredo,12,2,2017
AG2R La Mondiale,13,2,2017
Team Dimension Data,14,2,2017
FDJ,15,2,2017
Lotto Soudal,16,2,2017
Direct Energie,17,2,2017
Bahrain Merida Pro Cycling Team,18,2,2017
UAE Team Emirates,19,2,2017
Fortuneo - Oscaro,20,2,2017
"Cofidis, Solutions Cr\xe9dits",21,2,2017
Wanty - Groupe Gobert,22,2,2017
Team Sky,1,3,2017
Quick-Step Floors,2,3,2017
Movistar Team,3,3,2017
BORA - hansgrohe,4,3,2017
Team Sunweb,5,3,2017
Astana Pro Team,6,3,2017
ORICA-Scott,7,3,2017
BMC Racing Team,8,3,2017
Cannondale-Drapac Pro Cycling Team,9,3,2017
AG2R La Mondiale,10,3,2017
Team Dimension Data,11,3,2017
Fortuneo - Oscaro,12,3,2017
Lotto Soudal,13,3,2017
Trek - Segafredo,14,3,2017
FDJ,15,3,2017
Team Katusha - Alpecin,16,3,2017
UAE Team Emirates,17,3,2017
Direct Energie,18,3,2017
Team LottoNL-Jumbo,19,3,2017
Wanty - Groupe Gobert,20,3,2017
"Cofidis, Solutions Cr\xe9dits",21,3,2017
Bahrain Merida Pro Cycling Team,22,3,2017
Team Sky,1,4,2017
Quick-Step Floors,2,4,2017
Movistar Team,3,4,2017
BORA - hansgrohe,4,4,2017
Team Sunweb,5,4,2017
Astana Pro Team,6,4,2017
ORICA-Scott,7,4,2017
BMC Racing Team,8,4,2017
Cannondale-Drapac Pro Cycling Team,9,4,2017
AG2R La Mondiale,10,4,2017
Team Dimension Data,11,4,2017
Fortuneo - Oscaro,12,4,2017
Lotto Soudal,13,4,2017
FDJ,14,4,2017
Trek - Segafredo,15,4,2017
Team Katusha - Alpecin,16,4,2017
UAE Team Emirates,17,4,2017
Direct Energie,18,4,2017
Team LottoNL-Jumbo,19,4,2017
Wanty - Groupe Gobert,20,4,2017
"Cofidis, Solutions Cr\xe9dits",21,4,2017
Bahrain Merida Pro Cycling Team,22,4,2017
Team Sky,1,5,2017
BMC Racing Team,2,5,2017
AG2R La Mondiale,3,5,2017
Cannondale-Drapac Pro Cycling Team,4,5,2017
ORICA-Scott,5,5,2017
Astana Pro Team,6,5,2017
BORA - hansgrohe,7,5,2017
Movistar Team,8,5,2017
Trek - Segafredo,9,5,2017
Fortuneo - Oscaro,10,5,2017
Lotto Soudal,11,5,2017
Wanty - Groupe Gobert,12,5,2017
Bahrain Merida Pro Cycling Team,13,5,2017
Quick-Step Floors,14,5,2017
Team Sunweb,15,5,2017
FDJ,16,5,2017
Direct Energie,17,5,2017
Team Katusha - Alpecin,18,5,2017
UAE Team Emirates,19,5,2017
Team LottoNL-Jumbo,20,5,2017
"Cofidis, Solutions Cr\xe9dits",21,5,2017
Team Dimension Data,22,5,2017
Team Sky,1,6,2017
BMC Racing Team,2,6,2017
AG2R La Mondiale,3,6,2017
Cannondale-Drapac Pro Cycling Team,4,6,2017
ORICA-Scott,5,6,2017
Astana Pro Team,6,6,2017
BORA - hansgrohe,7,6,2017
Movistar Team,8,6,2017
Trek - Segafredo,9,6,2017
Fortuneo - Oscaro,10,6,2017
Lotto Soudal,11,6,2017
Wanty - Groupe Gobert,12,6,2017
Bahrain Merida Pro Cycling Team,13,6,2017
Quick-Step Floors,14,6,2017
Team Sunweb,15,6,2017
FDJ,16,6,2017
Team Katusha - Alpecin,17,6,2017
Direct Energie,18,6,2017
UAE Team Emirates,19,6,2017
Team LottoNL-Jumbo,20,6,2017
"Cofidis, Solutions Cr\xe9dits",21,6,2017
Team Dimension Data,22,6,2017
Team Sky,1,7,2017
BMC Racing Team,2,7,2017
AG2R La Mondiale,3,7,2017
Cannondale-Drapac Pro Cycling Team,4,7,2017
ORICA-Scott,5,7,2017
Astana Pro Team,6,7,2017
BORA - hansgrohe,7,7,2017
Movistar Team,8,7,2017
Trek - Segafredo,9,7,2017
Fortuneo - Oscaro,10,7,2017
Lotto Soudal,11,7,2017
Wanty - Groupe Gobert,12,7,2017
Bahrain Merida Pro Cycling Team,13,7,2017
Quick-Step Floors,14,7,2017
Team Sunweb,15,7,2017
FDJ,16,7,2017
Direct Energie,17,7,2017
Team Katusha - Alpecin,18,7,2017
UAE Team Emirates,19,7,2017
Team LottoNL-Jumbo,20,7,2017
"Cofidis, Solutions Cr\xe9dits",21,7,2017
Team Dimension Data,22,7,2017
Team Sky,1,8,2017
BMC Racing Team,2,8,2017
AG2R La Mondiale,3,8,2017
Cannondale-Drapac Pro Cycling Team,4,8,2017
ORICA-Scott,5,8,2017
Astana Pro Team,6,8,2017
BORA - hansgrohe,7,8,2017
Movistar Team,8,8,2017
Fortuneo - Oscaro,9,8,2017
Trek - Segafredo,10,8,2017
Wanty - Groupe Gobert,11,8,2017
Direct Energie,12,8,2017
Team LottoNL-Jumbo,13,8,2017
Lotto Soudal,14,8,2017
"Cofidis, Solutions Cr\xe9dits",15,8,2017
Quick-Step Floors,16,8,2017
Bahrain Merida Pro Cycling Team,17,8,2017
FDJ,18,8,2017
Team Katusha - Alpecin,19,8,2017
Team Sunweb,20,8,2017
UAE Team Emirates,21,8,2017
Team Dimension Data,22,8,2017
Team Sky,1,9,2017
AG2R La Mondiale,2,9,2017
Astana Pro Team,3,9,2017
Trek - Segafredo,4,9,2017
Movistar Team,5,9,2017
Cannondale-Drapac Pro Cycling Team,6,9,2017
ORICA-Scott,7,9,2017
BMC Racing Team,8,9,2017
Team LottoNL-Jumbo,9,9,2017
Fortuneo - Oscaro,10,9,2017
Lotto Soudal,11,9,2017
BORA - hansgrohe,12,9,2017
Quick-Step Floors,13,9,2017
Wanty - Groupe Gobert,14,9,2017
Team Sunweb,15,9,2017
"Cofidis, Solutions Cr\xe9dits",16,9,2017
Direct Energie,17,9,2017
UAE Team Emirates,18,9,2017
Bahrain Merida Pro Cycling Team,19,9,2017
FDJ,20,9,2017
Team Katusha - Alpecin,21,9,2017
Team Dimension Data,22,9,2017
Team Sky,1,11,2017
AG2R La Mondiale,2,11,2017
Astana Pro Team,3,11,2017
Trek - Segafredo,4,11,2017
Movistar Team,5,11,2017
Cannondale-Drapac Pro Cycling Team,6,11,2017
ORICA-Scott,7,11,2017
BMC Racing Team,8,11,2017
Team LottoNL-Jumbo,9,11,2017
Fortuneo - Oscaro,10,11,2017
Lotto Soudal,11,11,2017
BORA - hansgrohe,12,11,2017
Quick-Step Floors,13,11,2017
Wanty - Groupe Gobert,14,11,2017
Team Sunweb,15,11,2017
"Cofidis, Solutions Cr\xe9dits",16,11,2017
Direct Energie,17,11,2017
UAE Team Emirates,18,11,2017
Bahrain Merida Pro Cycling Team,19,11,2017
FDJ,20,11,2017
Team Katusha - Alpecin,21,11,2017
Team Dimension Data,22,11,2017
Team Sky,1,12,2017
AG2R La Mondiale,2,12,2017
Trek - Segafredo,3,12,2017
Movistar Team,4,12,2017
Cannondale-Drapac Pro Cycling Team,5,12,2017
Astana Pro Team,6,12,2017
BMC Racing Team,7,12,2017
ORICA-Scott,8,12,2017
Fortuneo - Oscaro,9,12,2017
Team LottoNL-Jumbo,10,12,2017
Lotto Soudal,11,12,2017
Wanty - Groupe Gobert,12,12,2017
Quick-Step Floors,13,12,2017
"Cofidis, Solutions Cr\xe9dits",14,12,2017
Team Sunweb,15,12,2017
BORA - hansgrohe,16,12,2017
Direct Energie,17,12,2017
UAE Team Emirates,18,12,2017
Bahrain Merida Pro Cycling Team,19,12,2017
Team Dimension Data,20,12,2017
FDJ,21,12,2017
Team Katusha - Alpecin,22,12,2017
Team Sky,1,13,2017
AG2R La Mondiale,2,13,2017
Movistar Team,3,13,2017
Trek - Segafredo,4,13,2017
Astana Pro Team,5,13,2017
Cannondale-Drapac Pro Cycling Team,6,13,2017
BMC Racing Team,7,13,2017
ORICA-Scott,8,13,2017
Fortuneo - Oscaro,9,13,2017
Team LottoNL-Jumbo,10,13,2017
Lotto Soudal,11,13,2017
Wanty - Groupe Gobert,12,13,2017
Quick-Step Floors,13,13,2017
UAE Team Emirates,14,13,2017
Team Sunweb,15,13,2017
Direct Energie,16,13,2017
"Cofidis, Solutions Cr\xe9dits",17,13,2017
BORA - hansgrohe,18,13,2017
Team Dimension Data,19,13,2017
Bahrain Merida Pro Cycling Team,20,13,2017
Team Katusha - Alpecin,21,13,2017
FDJ,22,13,2017
Team Sky,1,14,2017
AG2R La Mondiale,2,14,2017
Movistar Team,3,14,2017
Trek - Segafredo,4,14,2017
Cannondale-Drapac Pro Cycling Team,5,14,2017
Astana Pro Team,6,14,2017
BMC Racing Team,7,14,2017
ORICA-Scott,8,14,2017
Fortuneo - Oscaro,9,14,2017
Team LottoNL-Jumbo,10,14,2017
Lotto Soudal,11,14,2017
Wanty - Groupe Gobert,12,14,2017
Quick-Step Floors,13,14,2017
UAE Team Emirates,14,14,2017
Team Sunweb,15,14,2017
Direct Energie,16,14,2017
BORA - hansgrohe,17,14,2017
"Cofidis, Solutions Cr\xe9dits",18,14,2017
Team Dimension Data,19,14,2017
Bahrain Merida Pro Cycling Team,20,14,2017
Team Katusha - Alpecin,21,14,2017
FDJ,22,14,2017
Team Sky,1,15,2017
AG2R La Mondiale,2,15,2017
Trek - Segafredo,3,15,2017
BMC Racing Team,4,15,2017
Movistar Team,5,15,2017
Cannondale-Drapac Pro Cycling Team,6,15,2017
Astana Pro Team,7,15,2017
ORICA-Scott,8,15,2017
Fortuneo - Oscaro,9,15,2017
Lotto Soudal,10,15,2017
Team LottoNL-Jumbo,11,15,2017
UAE Team Emirates,12,15,2017
Team Sunweb,13,15,2017
Direct Energie,14,15,2017
Wanty - Groupe Gobert,15,15,2017
Quick-Step Floors,16,15,2017
"Cofidis, Solutions Cr\xe9dits",17,15,2017
BORA - hansgrohe,18,15,2017
Team Katusha - Alpecin,19,15,2017
Bahrain Merida Pro Cycling Team,20,15,2017
Team Dimension Data,21,15,2017
FDJ,22,15,2017
Team Sky,1,16,2017
AG2R La Mondiale,2,16,2017
Trek - Segafredo,3,16,2017
BMC Racing Team,4,16,2017
Movistar Team,5,16,2017
Cannondale-Drapac Pro Cycling Team,6,16,2017
ORICA-Scott,7,16,2017
Astana Pro Team,8,16,2017
Fortuneo - Oscaro,9,16,2017
Lotto Soudal,10,16,2017
Team Sunweb,11,16,2017
UAE Team Emirates,12,16,2017
Direct Energie,13,16,2017
Team LottoNL-Jumbo,14,16,2017
Wanty - Groupe Gobert,15,16,2017
Quick-Step Floors,16,16,2017
"Cofidis, Solutions Cr\xe9dits",17,16,2017
BORA - hansgrohe,18,16,2017
Team Katusha - Alpecin,19,16,2017
Bahrain Merida Pro Cycling Team,20,16,2017
Team Dimension Data,21,16,2017
FDJ,22,16,2017
Team Sky,1,17,2017
AG2R La Mondiale,2,17,2017
BMC Racing Team,3,17,2017
Trek - Segafredo,4,17,2017
Movistar Team,5,17,2017
ORICA-Scott,6,17,2017
Cannondale-Drapac Pro Cycling Team,7,17,2017
Astana Pro Team,8,17,2017
Lotto Soudal,9,17,2017
Fortuneo - Oscaro,10,17,2017
UAE Team Emirates,11,17,2017
Team Sunweb,12,17,2017
Wanty - Groupe Gobert,13,17,2017
Direct Energie,14,17,2017
"Cofidis, Solutions Cr\xe9dits",15,17,2017
Team LottoNL-Jumbo,16,17,2017
Quick-Step Floors,17,17,2017
BORA - hansgrohe,18,17,2017
Bahrain Merida Pro Cycling Team,19,17,2017
Team Dimension Data,20,17,2017
Team Katusha - Alpecin,21,17,2017
FDJ,22,17,2017
Team Sky,1,18,2017
AG2R La Mondiale,2,18,2017
BMC Racing Team,3,18,2017
Trek - Segafredo,4,18,2017
Movistar Team,5,18,2017
Cannondale-Drapac Pro Cycling Team,6,18,2017
ORICA-Scott,7,18,2017
Astana Pro Team,8,18,2017
Fortuneo - Oscaro,9,18,2017
Lotto Soudal,10,18,2017
UAE Team Emirates,11,18,2017
Team Sunweb,12,18,2017
Wanty - Groupe Gobert,13,18,2017
Direct Energie,14,18,2017
Quick-Step Floors,15,18,2017
"Cofidis, Solutions Cr\xe9dits",16,18,2017
Team LottoNL-Jumbo,17,18,2017
BORA - hansgrohe,18,18,2017
Team Katusha - Alpecin,19,18,2017
Bahrain Merida Pro Cycling Team,20,18,2017
Team Dimension Data,21,18,2017
FDJ,22,18,2017
Team Sky,1,19,2017
AG2R La Mondiale,2,19,2017
Trek - Segafredo,3,19,2017
BMC Racing Team,4,19,2017
ORICA-Scott,5,19,2017
Movistar Team,6,19,2017
Cannondale-Drapac Pro Cycling Team,7,19,2017
Fortuneo - Oscaro,8,19,2017
Astana Pro Team,9,19,2017
Lotto Soudal,10,19,2017
UAE Team Emirates,11,19,2017
Team Sunweb,12,19,2017
Direct Energie,13,19,2017
Wanty - Groupe Gobert,14,19,2017
Quick-Step Floors,15,19,2017
"Cofidis, Solutions Cr\xe9dits",16,19,2017
Team LottoNL-Jumbo,17,19,2017
BORA - hansgrohe,18,19,2017
Team Katusha - Alpecin,19,19,2017
Bahrain Merida Pro Cycling Team,20,19,2017
Team Dimension Data,21,19,2017
FDJ,22,19,2017
Team Sky,1,20,2017
AG2R La Mondiale,2,20,2017
Trek - Segafredo,3,20,2017
BMC Racing Team,4,20,2017
ORICA-Scott,5,20,2017
Movistar Team,6,20,2017
Cannondale-Drapac Pro Cycling Team,7,20,2017
Fortuneo - Oscaro,8,20,2017
Lotto Soudal,9,20,2017
Astana Pro Team,10,20,2017
UAE Team Emirates,11,20,2017
Team Sunweb,12,20,2017
Direct Energie,13,20,2017
Wanty - Groupe Gobert,14,20,2017
Quick-Step Floors,15,20,2017
"Cofidis, Solutions Cr\xe9dits",16,20,2017
Team LottoNL-Jumbo,17,20,2017
BORA - hansgrohe,18,20,2017
Team Katusha - Alpecin,19,20,2017
Bahrain Merida Pro Cycling Team,20,20,2017
Team Dimension Data,21,20,2017
FDJ,22,20,2017
Team Sky,1,21,2017
AG2R La Mondiale,2,21,2017
Trek - Segafredo,3,21,2017
BMC Racing Team,4,21,2017
ORICA-Scott,5,21,2017
Movistar Team,6,21,2017
Cannondale-Drapac Pro Cycling Team,7,21,2017
Fortuneo - Oscaro,8,21,2017
Lotto Soudal,9,21,2017
Astana Pro Team,10,21,2017
UAE Team Emirates,11,21,2017
Team Sunweb,12,21,2017
Direct Energie,13,21,2017
Wanty - Groupe Gobert,14,21,2017
Quick-Step Floors,15,21,2017
"Cofidis, Solutions Cr\xe9dits",16,21,2017
Team LottoNL-Jumbo,17,21,2017
BORA - hansgrohe,18,21,2017
Team Katusha - Alpecin,19,21,2017
Bahrain Merida Pro Cycling Team,20,21,2017
Team Dimension Data,21,21,2017
FDJ,22,21,2017
Festina - Lotus,1,0,1998
