Rider,year,stage_scores_giro,nr_stages_giro,Giro_max_total
Labbe Arnaud,2007,14.0,8,14.0
Ladagnous Matthieu,2017,0.0,21,0.0
Laengen Vegard Stake,2016,26.0,21,26.0
Lafis Michel,1998,0.0,10,0.0
Lafis Michel,1999,0.0,22,0.0
Lafis Michel,2000,36.0,22,36.0
Lagutin Sergey,2011,41.0,19,41.0
Lagutin Sergey,2012,0.0,1,41.0
Lagutin Sergey,2015,40.0,20,41.0
Lagutin Sergey,2017,0.0,21,41.0
Laiseka jaio Roberto,2005,0.0,21,0.0
Laiseka jaio Roberto,2006,22.0,11,22.0
Lammertink Maurits,2013,0.0,20,0.0
Lancaster Brett,2003,0.0,10,0.0
Lancaster Brett,2004,17.0,21,17.0
Lancaster Brett,2005,35.0,21,35.0
Lancaster Brett,2007,20.0,20,35.0
Lancaster Brett,2011,0.0,13,35.0
Lancaster Brett,2013,77.0,20,77.0
Lancaster Brett,2014,0.0,6,77.0
Lancaster Brett,2015,7.0,20,77.0
Landa Mikel,2014,9.0,20,9.0
Landa Mikel,2015,192.0,20,192.0
Landa Mikel,2016,51.0,10,192.0
Landa Mikel,2017,154.0,21,192.0
Landaluze Inigo,2008,0.0,14,0.0
Lanfranchi Paolo,1998,76.0,23,76.0
Lanfranchi Paolo,2000,121.0,22,121.0
Lanfranchi Paolo,2001,7.0,21,121.0
Lanfranchi Paolo,2002,28.0,21,121.0
Lanfranchi Paolo,2003,99.0,21,121.0
Lanfranchi Paolo,2004,0.0,21,121.0
Lang Sebastian,2010,52.0,20,52.0
Lang Sebastian,2011,22.0,19,52.0
Lara Francisco Jos\xe9,2002,0.0,21,0.0
Larsen Nicolai Bo,1998,20.0,17,20.0
Larsson Gustav,2006,18.0,20,18.0
Larsson Gustav,2008,38.0,20,38.0
Larsson Gustav,2010,64.0,20,64.0
Larsson Gustav,2012,19.0,1,64.0
Lastras Pablo,2001,57.0,21,57.0
Lastras Pablo,2007,30.0,20,57.0
Lastras Pablo,2008,30.0,20,57.0
Lastras Pablo,2009,6.0,20,57.0
Lastras Pablo,2010,7.0,20,57.0
Lastras Pablo,2011,102.0,19,102.0
Lastras Pablo,2013,0.0,20,102.0
Latasa lasa David,2001,11.0,21,11.0
Laverde Luis Felipe,2002,19.0,21,19.0
Laverde Luis Felipe,2003,15.0,21,19.0
Laverde Luis Felipe,2004,53.0,21,53.0
Laverde Luis Felipe,2005,0.0,21,53.0
Laverde Luis Felipe,2006,35.0,20,53.0
Laverde Luis Felipe,2007,50.0,20,53.0
Laverde Luis Felipe,2008,26.0,20,53.0
Le Bon Johan,2013,19.0,20,19.0
Le Bon Johan,2014,11.0,20,19.0
Le Floch Guillaume,2009,0.0,20,0.0
Le Floch Guillaume,2010,0.0,20,0.0
Le Gac Olivier,2016,10.0,21,10.0
Le M\xe9vel Christophe,2005,76.0,21,76.0
Le M\xe9vel Christophe,2011,150.0,19,150.0
Leaper Thomas,2000,0.0,0,0.0
Leaper Tom,2000,0.0,3,0.0
Leaper Tom,2001,0.0,9,0.0
Leblanc Luc,1998,83.0,23,83.0
Ledanois Yvon,2000,39.0,5,39.0
Lefevre David,1998,18.0,23,18.0
Lefevre Laurent,2005,30.0,21,30.0
Lefevre Laurent,2006,25.0,20,30.0
Leipheimer Levi,2008,52.0,20,52.0
Leipheimer Levi,2009,171.0,20,171.0
Lelarge Noan,2001,13.0,11,13.0
Lelekin Sergue\xef,2003,0.0,14,0.0
Leon Mane Francisco,2001,0.0,21,0.0
Leon Mane Francisco,2002,17.0,21,17.0
Leoni Endrio,1998,142.0,18,142.0
Leoni Endrio,1999,99.0,13,142.0
Leoni Endrio,2001,125.0,18,142.0
Leporatti Simone,1998,0.0,18,0.0
Leukemans Bjorn,2005,44.0,21,44.0
Levarlet Guillaume,2008,7.0,20,7.0
Lewis Craig,2010,18.0,20,18.0
Lewis Craig,2011,0.0,17,18.0
Lhuillier Regis,2003,0.0,18,0.0
Ligthart Pim,2013,0.0,20,0.0
Ligthart Pim,2016,19.0,21,19.0
Lindeman Bert-Jan,2015,0.0,20,0.0
Livingston Kevin,2001,0.0,21,0.0
Ljungblad Jonas,2009,20.0,20,20.0
Ljungqvist Marcus,2004,16.0,21,16.0
Lloyd Daniel,2009,0.0,20,0.0
Lloyd Daniel,2010,0.0,20,0.0
Lloyd Matthew,2007,6.0,20,6.0
Lloyd Matthew,2008,11.0,20,11.0
Lloyd Matthew,2010,35.0,20,35.0
Lobato Juan Jos\xe9,2015,90.0,17,90.0
Lobato Ruben,2004,50.0,21,50.0
Lobato Ruben,2005,8.0,21,50.0
Lobato Ruben,2006,0.0,20,50.0
Locatelli Stefano,2013,0.0,20,0.0
Loda Nicola,1998,110.0,23,110.0
Loda Nicola,2004,58.0,21,110.0
Loddo Alberto,2004,66.0,18,66.0
Loddo Alberto,2006,63.0,15,66.0
Loddo Alberto,2008,22.0,5,66.0
Loddo Alberto,2010,24.0,10,66.0
Lodewyck Klaas,2011,36.0,19,36.0
Lodewyck Klaas,2013,0.0,7,36.0
Lombardi Giovanni,2001,75.0,21,75.0
Lombardi Giovanni,2002,117.0,21,117.0
Lombardi Giovanni,2003,161.0,21,161.0
Lombardi Giovanni,2004,0.0,21,161.0
Lombardi Giovanni,2005,0.0,21,161.0
Lombardi Giovanni,2006,8.0,20,161.0
Longo Borghini Paolo,2009,22.0,20,22.0
Longo Borghini Paolo,2012,0.0,1,22.0
Longo Borghini Paolo,2013,0.0,20,22.0
Longo Borghini Paolo,2014,0.0,20,22.0
Loosli David,2008,8.0,20,8.0
Loosli David,2010,0.0,16,8.0
Lopez David,2005,0.0,8,0.0
Lopez David,2006,40.0,20,40.0
Lopez David,2009,19.0,18,40.0
Lopez David,2016,35.0,21,40.0
Lopez De Munain Alberto,2005,0.0,3,0.0
Lopez Joaquin,2001,30.0,21,30.0
Lorenzetto Mirco,2005,69.0,21,69.0
Lorenzetto Mirco,2006,33.0,19,69.0
Lorenzetto Mirco,2007,7.0,20,69.0
Lorenzetto Mirco,2008,72.0,12,72.0
Losada Alberto,2007,0.0,20,0.0
Losada Alberto,2010,0.0,20,0.0
Losada Alberto,2011,32.0,19,32.0
Losada Alberto,2012,0.0,1,32.0
Losada Alberto,2014,25.0,20,32.0
Losada Alberto,2017,0.0,21,32.0
Lotz Marc,2002,0.0,21,0.0
Loubet Julien,2007,0.0,6,0.0
Loubet Julien,2009,0.0,7,0.0
Louder Jeff,2010,0.0,10,0.0
Ludewig Jorg,2006,17.0,20,17.0
Ludvigsson Tobias,2013,24.0,20,24.0
Ludvigsson Tobias,2014,0.0,11,24.0
Ludvigsson Tobias,2015,17.0,20,24.0
Ludvigsson Tobias,2016,33.0,21,33.0
Ludvigsson Tobias,2017,12.0,21,33.0
Luengo Anton,2006,0.0,20,0.0
Luengo Anton,2007,0.0,20,0.0
Lund Anders,2008,0.0,20,0.0
Lund Anders,2009,17.0,20,17.0
Lund Anders,2010,0.0,20,17.0
Lund Anders,2012,0.0,1,17.0
Lunghi Denis,2001,23.0,21,23.0
Lunghi Denis,2002,99.0,21,99.0
Lunghi Denis,2003,33.0,21,99.0
Lunke Sindre Skj\xf8stad,2017,0.0,21,0.0
Luttenberger Peter,1999,34.0,22,34.0
Luttenberger Peter,2001,65.0,21,65.0
Luttenberger Peter,2005,0.0,21,65.0
MAINGUENAUD Fr\xe9d\xe9ric,2001,0.0,20,0.0
M\xf8rk\xf8v Michael,2010,7.0,20,7.0
M\xf8rk\xf8v Michael,2011,10.0,19,10.0
M\xfchlberger Gregor,2017,29.0,21,29.0
M\xfcller Martin,2007,0.0,20,0.0
M\xfcller Martin,2009,0.0,20,0.0
Machado Tiago,2011,35.0,19,35.0
Machado Tiago,2013,0.0,20,35.0
Madsen Jimmi,2002,0.0,21,0.0
Maes Nikolas,2012,0.0,1,0.0
Maestri Mirco,2016,0.0,21,0.0
Maestri Mirco,2017,7.0,21,7.0
Magnani Marco,1998,32.0,23,32.0
Magnani Marco,1999,19.0,22,32.0
Magnani Marco,2001,14.0,21,32.0
Magnusson Glenn,1998,107.0,17,107.0
Majka Rafa\u0142,2013,158.0,20,158.0
Majka Rafa\u0142,2014,158.0,20,158.0
Majka Rafa\u0142,2016,184.0,21,184.0
Malacarne Davide,2009,0.0,16,0.0
Malacarne Davide,2011,0.0,19,0.0
Malacarne Davide,2014,30.0,20,30.0
Malacarne Davide,2015,0.0,20,30.0
Malacarne Davide,2016,16.0,21,30.0
Malaguti Alessandro,2015,26.0,20,26.0
Malori Adriano,2012,12.0,1,12.0
Malori Adriano,2014,0.0,20,12.0
Mamykin Matvey,2017,0.0,21,0.0
Mancebo Francisco,2000,34.0,22,34.0
Mandri Ren\xe9,2008,0.0,4,0.0
Mandri Ren\xe9,2010,10.0,10,10.0
Mangel Laurent,2007,30.0,20,30.0
Mangel Laurent,2008,33.0,20,33.0
Manzano Jesus Maria,2001,0.0,7,0.0
Manzano Jesus Maria,2002,0.0,6,0.0
Manzoni Mario,2000,27.0,22,27.0
Manzoni Mario,2001,59.0,21,59.0
Manzoni Mario,2002,0.0,21,59.0
Manzoni Mario,2003,43.0,21,59.0
Manzoni Mario,2004,0.0,21,59.0
Mar\xedn Ruber Alveiro,2000,71.0,22,71.0
Mar\xedn Ruber Alveiro,2002,8.0,21,71.0
Mar\xedn Ruber Alveiro,2003,0.0,21,71.0
Mar\xedn Ruber Alveiro,2004,0.0,21,71.0
Marangoni Alan,2010,0.0,20,0.0
Marangoni Alan,2011,0.0,19,0.0
Marangoni Alan,2013,0.0,20,0.0
Marangoni Alan,2014,0.0,20,0.0
Marangoni Alan,2015,24.0,20,24.0
Marcato Marco,2013,28.0,20,28.0
Marcato Marco,2017,0.0,21,28.0
Marczynski Tomasz,2017,0.0,21,0.0
Mareczko Jakub,2016,0.0,5,0.0
Mareczko Jakub,2017,83.0,14,83.0
Marentes Wilson Alexander,2013,0.0,20,0.0
Marichal Thierry,2002,0.0,21,0.0
Marichal Thierry,2003,0.0,14,0.0
Marichal Thierry,2005,0.0,21,0.0
Marichal Thierry,2006,0.0,6,0.0
Marin Valencia Ruben,2001,33.0,21,33.0
Marini Mirko,2001,0.0,21,0.0
Marini Mirko,2003,0.0,13,0.0
Markov Alexei,2007,25.0,8,25.0
Martens Paul,2008,24.0,20,24.0
Martens Paul,2013,61.0,20,61.0
Martias Rony,2005,81.0,21,81.0
Martin Daniel,2010,23.0,20,23.0
Martin Perdiguero Miguel Angel,1998,56.0,18,56.0
Martin Perdiguero Miguel Angel,1999,60.0,22,60.0
Martin Perdiguero Miguel Angel,2000,131.0,22,131.0
Martin Tony,2008,66.0,20,66.0
Martinelli Davide,2017,6.0,21,6.0
Martinello Silvio,1998,142.0,18,142.0
Martinello Silvio,2000,160.0,22,160.0
Martinez Daniel Felipe,2016,0.0,21,0.0
Martinez Daniel Felipe,2017,0.0,17,0.0
Martinez Egoi,2013,19.0,20,19.0
Martinez Fredy,2000,25.0,0,25.0
Martinez Serafin,2009,0.0,20,0.0
Marycz Jaroslaw,2015,10.0,11,10.0
Marzano Marco,2007,56.0,20,56.0
Marzano Marco,2009,24.0,20,56.0
Marzano Marco,2010,30.0,20,56.0
Marzano Marco,2011,0.0,13,56.0
Marzoli Ruggero,2002,68.0,15,68.0
Marzoli Ruggero,2004,37.0,21,68.0
Marzoli Ruggero,2009,45.0,20,68.0
Marzoli Ruggero,2011,16.0,19,68.0
Masciarelli Andrea,2009,0.0,20,0.0
Masciarelli Andrea,2010,0.0,7,0.0
Masciarelli Francesco,2009,69.0,20,69.0
Masciarelli Francesco,2010,0.0,7,69.0
Masciarelli Francesco,2011,36.0,15,69.0
Masciarelli Simone,2004,0.0,21,0.0
Masciarelli Simone,2007,0.0,10,0.0
Mason Oscar,1998,0.0,14,0.0
Mason Oscar,1999,22.0,22,22.0
Mason Oscar,2002,0.0,21,22.0
Mason Oscar,2003,9.0,11,22.0
Mason Oscar,2004,0.0,21,22.0
Massi Rodolfo,2003,0.0,21,0.0
Mateos perez Rafael,2001,30.0,8,30.0
Matthews Michael,2014,133.0,10,133.0
Matthews Michael,2015,95.0,13,133.0
Matveyev Sergiy,2002,6.0,25,6.0
Matveyev Sergiy,2006,0.0,20,6.0
Matysiak Bart\u0142omiej,2015,23.0,20,23.0
Mayo Iban,2007,46.0,20,46.0
Mayoz Echeverria Iban,2006,0.0,20,0.0
Mayoz Echeverria Iban,2009,0.0,13,0.0
Mayoz Echeverria Iban,2010,38.0,20,38.0
Mazur Piotr,2006,0.0,17,0.0
Mazzanti Luca,1998,57.0,23,57.0
Mazzanti Luca,2002,0.0,21,57.0
Mazzanti Luca,2003,11.0,14,57.0
Mazzanti Luca,2004,0.0,21,57.0
Mazzanti Luca,2005,70.0,21,70.0
Mazzanti Luca,2006,48.0,20,70.0
Mazzanti Luca,2007,36.0,20,70.0
Mazzanti Luca,2008,6.0,20,70.0
Mazzanti Luca,2009,0.0,20,70.0
Mazzanti Luca,2010,0.0,20,70.0
Mazzanti Luca,2011,11.0,19,70.0
Mazzanti Luca,2012,0.0,1,70.0
Mazzoleni Eddy,2000,64.0,22,64.0
Mazzoleni Eddy,2002,99.0,21,99.0
Mazzoleni Eddy,2003,164.0,21,164.0
Mazzoleni Eddy,2004,145.0,21,164.0
Mazzoleni Eddy,2007,160.0,20,164.0
Mazzoleni Renzo,2001,16.0,21,16.0
Mazzoleni Renzo,2002,0.0,21,16.0
Mazzoleni Renzo,2004,0.0,21,16.0
McCarthy Jay,2014,26.0,20,26.0
McCarthy Jay,2016,26.0,21,26.0
McCartney Jason,2005,0.0,21,0.0
McCartney Jason,2006,0.0,20,0.0
McCartney Jason,2008,15.0,20,15.0
McCartney Jason,2009,19.0,20,19.0
McEwen Robbie,2000,29.0,14,29.0
McEwen Robbie,2002,156.0,12,156.0
McEwen Robbie,2003,174.0,14,174.0
McEwen Robbie,2004,201.0,17,201.0
McEwen Robbie,2005,206.0,14,206.0
McEwen Robbie,2006,129.0,12,206.0
McEwen Robbie,2007,158.0,10,206.0
McEwen Robbie,2008,88.0,12,206.0
McEwen Robbie,2010,71.0,14,206.0
McEwen Robbie,2011,18.0,7,206.0
McGee Bradley,2000,82.0,22,82.0
McGee Bradley,2004,227.0,21,227.0
McGee Bradley,2006,41.0,10,227.0
McGee Bradley,2008,0.0,1,227.0
McKenzie David,2000,35.0,22,35.0
McLeod Ian,2007,0.0,2,0.0
McRae William Chann,1999,32.0,22,32.0
McRae William Chann,2000,51.0,22,51.0
Mccarty Jonathan Patrick,2006,14.0,20,14.0
Mccarty Jonathan Patrick,2008,0.0,12,14.0
Mederel Maxime,2014,0.0,6,0.0
Meersman Gianni,2015,0.0,3,0.0
Meier Armin,1998,0.0,23,0.0
Meier Christian,2012,0.0,1,0.0
Meier Christian,2013,0.0,20,0.0
Menchov Denis,2008,140.0,20,140.0
Menchov Denis,2009,259.0,20,259.0
Menchov Denis,2011,153.0,19,259.0
Mendes Jos\xe9,2017,7.0,21,7.0
Merckx Axel,2000,68.0,22,68.0
Merckx Axel,2006,15.0,14,68.0
Merckx Axel,2007,0.0,20,68.0
Merlo Michele,2010,14.0,5,14.0
Mervar Bostjan,2004,9.0,21,9.0
Mesa Mesa Hector Orlando,2002,0.0,21,0.0
Mesa Mesa Hector Orlando,2003,0.0,21,0.0
Mestre Ricardo,2013,0.0,20,0.0
Metlushenko Yuri,2002,9.0,17,9.0
Meyer Cameron,2009,0.0,12,0.0
Meyer Cameron,2010,34.0,20,34.0
Meyer Cameron,2011,20.0,19,34.0
Meyer Cameron,2014,0.0,7,34.0
Meza Miguel Angel,2002,64.0,21,64.0
Mezgec Luka,2013,100.0,20,100.0
Mezgec Luka,2014,109.0,20,109.0
Mezgec Luka,2015,123.0,20,123.0
Mezgec Luka,2016,11.0,17,123.0
Mezgec Luka,2017,40.0,21,123.0
Miceli Nicola,1998,159.0,21,159.0
Miceli Nicola,1999,43.0,22,159.0
Miceli Nicola,2001,0.0,5,159.0
Michaelsen Lars,2002,50.0,21,50.0
Mihaylov Nikolay,2015,0.0,20,0.0
Miholjevic Vladimir,2002,0.0,21,0.0
Miholjevic Vladimir,2003,15.0,21,15.0
Miholjevic Vladimir,2004,13.0,21,15.0
Miholjevic Vladimir,2005,0.0,21,15.0
Miholjevic Vladimir,2006,0.0,13,15.0
Miholjevic Vladimir,2007,0.0,20,15.0
Miholjevic Vladimir,2008,0.0,20,15.0
Miholjevic Vladimir,2009,0.0,20,15.0
Miholjevic Vladimir,2010,0.0,20,15.0
Miholjevic Vladimir,2011,17.0,19,17.0
Milesi Marco,2000,6.0,22,6.0
Milesi Marco,2005,0.0,21,6.0
Millar David,2008,13.0,20,13.0
Millar David,2009,0.0,13,13.0
Millar David,2010,48.0,12,48.0
Millar David,2011,100.0,20,100.0
Millar David,2013,0.0,14,100.0
Minali Nicola,1998,57.0,7,57.0
Minali Nicola,1999,106.0,22,106.0
Minguez Miguel,2011,0.0,19,0.0
Minguez Miguel,2012,0.0,1,0.0
Minguez Miguel,2013,0.0,20,0.0
Miorin Devis,2001,0.0,21,0.0
Missaglia Gabriele,1998,61.0,23,61.0
Missaglia Gabriele,1999,121.0,22,121.0
Missaglia Gabriele,2000,54.0,22,121.0
Missaglia Gabriele,2001,98.0,21,121.0
Missaglia Gabriele,2002,12.0,21,121.0
Missaglia Gabriele,2006,0.0,20,121.0
Missaglia Gabriele,2008,11.0,20,121.0
Mizurov Andrey,2002,6.0,21,6.0
Mizurov Andrey,2007,6.0,20,6.0
Mizurov Andrey,2008,0.0,19,6.0
Modolo Sacha,2010,35.0,7,35.0
Modolo Sacha,2011,36.0,11,36.0
Modolo Sacha,2012,0.0,1,36.0
Modolo Sacha,2013,67.0,20,67.0
Modolo Sacha,2015,129.0,20,129.0
Modolo Sacha,2016,169.0,21,169.0
Modolo Sacha,2017,89.0,17,169.0
Moerenhout Koos,2000,0.0,14,0.0
Moerenhout Koos,2003,0.0,21,0.0
Moerenhout Koos,2007,7.0,20,7.0
Mohoric Matej,2016,24.0,21,24.0
Mohoric Matej,2017,0.0,21,24.0
Moinard Ama\xebl,2006,0.0,20,0.0
Moinard Ama\xebl,2007,6.0,20,6.0
Moinard Ama\xebl,2015,85.0,20,85.0
Molard Rudy,2017,0.0,21,0.0
Moletta Andrea,2005,29.0,21,29.0
Moletta Andrea,2006,19.0,20,29.0
Moletta Andrea,2008,0.0,9,29.0
Molinari Maurizio,1998,0.0,12,0.0
Mollema Bauke,2010,91.0,20,91.0
Mollema Bauke,2017,161.0,21,161.0
Moller Claus Michael,1998,43.0,23,43.0
Moncouti\xe9 David,2010,9.0,20,9.0
Mondini Gianpaolo,2000,38.0,22,38.0
Mondini Gianpaolo,2001,25.0,21,38.0
Mondini Gianpaolo,2003,0.0,18,38.0
Mondory Lloyd,2007,79.0,20,79.0
Monfort Maxime,2006,7.0,20,7.0
Monfort Maxime,2014,61.0,20,61.0
Monfort Maxime,2015,74.0,20,74.0
Monfort Maxime,2016,32.0,21,74.0
Monfort Maxime,2017,61.0,21,74.0
Monier Damien,2008,0.0,20,0.0
Monier Damien,2010,35.0,20,35.0
Monnerais Cyrille,2005,0.0,21,0.0
Monnerais Cyrille,2006,0.0,20,0.0
Monnerais Cyrille,2007,0.0,6,0.0
Monsalve Yonathan,2014,28.0,20,28.0
Monsalve Yonathan,2015,54.0,20,54.0
Monta\xf1a Ra\xfal,2000,0.0,22,0.0
Montaguti Matteo,2009,7.0,20,7.0
Montaguti Matteo,2011,79.0,19,79.0
Montaguti Matteo,2012,0.0,1,79.0
Montaguti Matteo,2014,56.0,20,79.0
Montaguti Matteo,2015,22.0,20,79.0
Montaguti Matteo,2016,47.0,21,79.0
Montaguti Matteo,2017,36.0,21,79.0
Montgomery Sven,2004,27.0,15,27.0
Montgomery Sven,2005,0.0,21,27.0
Moos Alexandre,2002,17.0,21,17.0
Moos Alexandre,2004,72.0,21,72.0
Morabito Steve,2007,0.0,20,0.0
Morabito Steve,2008,0.0,6,0.0
Morabito Steve,2009,0.0,20,0.0
Morabito Steve,2013,0.0,20,0.0
Morabito Steve,2014,36.0,20,36.0
Morabito Steve,2017,0.0,21,36.0
Moreni Cristian,2000,77.0,12,77.0
Moreni Cristian,2002,162.0,21,162.0
Moreni Cristian,2003,34.0,12,162.0
Moreni Cristian,2004,114.0,21,162.0
Moreni Cristian,2005,42.0,21,162.0
Moreni Cristian,2006,8.0,6,162.0
Moreno Daniel,2010,53.0,20,53.0
Moreno Daniel,2011,44.0,19,53.0
Moreno Daniel,2012,0.0,1,53.0
Moreno Daniel,2014,36.0,20,53.0
Moreno Javier,2016,0.0,7,0.0
Moreno Javier,2017,0.0,4,0.0
Mori Manuele,2004,55.0,21,55.0
Mori Manuele,2005,54.0,21,55.0
Mori Manuele,2006,94.0,20,94.0
Mori Manuele,2007,0.0,13,94.0
Mori Manuele,2009,24.0,20,94.0
Mori Manuele,2014,0.0,20,94.0
Mori Manuele,2015,13.0,20,94.0
Mori Manuele,2016,0.0,21,94.0
Mori Massimiliano,2001,24.0,21,24.0
Moser Moreno,2014,20.0,20,20.0
Moser Moreno,2016,91.0,21,91.0
Mourey Francis,2004,0.0,21,0.0
Mourey Francis,2007,12.0,20,12.0
Mourey Francis,2012,0.0,1,12.0
Mourey Francis,2013,28.0,20,28.0
Mourey Francis,2014,23.0,20,28.0
Mourey Francis,2015,0.0,20,28.0
Mouris Jens,2013,0.0,20,0.0
Muller Dirk,1999,0.0,12,0.0
Munoz Hernan Dario,2002,19.0,21,19.0
Munoz Hernan Dario,2003,0.0,21,19.0
Muraglia Giuseppe,2003,0.0,18,0.0
Muraglia Giuseppe,2004,0.0,21,0.0
Muravyev Dmitriy,2005,0.0,21,0.0
Muravyev Dmitriy,2007,0.0,20,0.0
Murn Uros,2001,41.0,21,41.0
Murn Uros,2002,57.0,21,57.0
Murn Uros,2004,8.0,21,57.0
Murn Uros,2005,66.0,21,66.0
Murphy John,2010,0.0,7,0.0
Naibo Carl,2006,0.0,20,0.0
Naibo Carl,2007,0.0,20,0.0
Napolitano Danilo,2007,135.0,10,135.0
Napolitano Danilo,2011,0.0,9,135.0
Nardello Daniele,2002,16.0,21,16.0
Nardello Daniele,2005,0.0,12,16.0
Nardello Daniele,2008,20.0,20,20.0
Nauduzs Andris,2000,16.0,8,16.0
Nauduzs Andris,2003,28.0,10,28.0
Nauduzs Andris,2004,138.0,21,138.0
Navardauskas Ramunas,2012,0.0,1,0.0
Navardauskas Ramunas,2013,110.0,20,110.0
Navardauskas Ramunas,2016,39.0,21,110.0
Navarro Daniel,2006,0.0,20,0.0
Navarro Daniel,2009,8.0,20,8.0
Navarro Daniel,2011,18.0,19,18.0
Navas David,1999,0.0,22,0.0
Navas David,2001,17.0,21,17.0
Navas David,2005,0.0,14,17.0
Nazon Damien,2001,29.0,9,29.0
Nibali Vincenzo,2007,54.0,20,54.0
Nibali Vincenzo,2008,88.0,20,88.0
Nibali Vincenzo,2010,270.0,21,270.0
Nibali Vincenzo,2011,272.0,19,272.0
Nibali Vincenzo,2013,256.0,20,272.0
Nibali Vincenzo,2016,197.0,21,272.0
Nibali Vincenzo,2017,261.0,21,272.0
Niemiec Przemyslaw,2011,31.0,19,31.0
Niemiec Przemyslaw,2012,0.0,1,31.0
Niemiec Przemyslaw,2013,148.0,20,148.0
Niemiec Przemyslaw,2014,12.0,20,148.0
Niemiec Przemyslaw,2015,8.0,20,148.0
Niemiec Przemyslaw,2016,0.0,14,148.0
Niermann Grischa,2002,66.0,21,66.0
Niermann Grischa,2005,8.0,21,66.0
Niermann Grischa,2006,14.0,20,66.0
Niermann Grischa,2012,0.0,1,66.0
Nieve Mikel,2011,98.0,19,98.0
Nieve Mikel,2012,0.0,1,98.0
Nieve Mikel,2015,39.0,20,98.0
Nieve Mikel,2016,99.0,21,99.0
Nizzolo Giacomo,2012,0.0,1,0.0
Nizzolo Giacomo,2013,120.0,20,120.0
Nizzolo Giacomo,2014,185.0,20,185.0
Nizzolo Giacomo,2015,146.0,20,185.0
Nizzolo Giacomo,2016,166.0,21,185.0
Nizzolo Giacomo,2017,50.0,11,185.0
Nocentini Rinaldo,2000,8.0,22,8.0
Nocentini Rinaldo,2001,16.0,21,16.0
Nocentini Rinaldo,2003,9.0,21,16.0
Nocentini Rinaldo,2004,62.0,21,62.0
Nocentini Rinaldo,2007,18.0,20,62.0
Nocentini Rinaldo,2008,33.0,20,62.0
Nocentini Rinaldo,2011,19.0,19,62.0
Nocentini Rinaldo,2015,19.0,20,62.0
Nodera Hidenori,2001,0.0,13,0.0
Nodera Hidenori,2002,0.0,21,0.0
Noe Andrea,1998,118.0,23,118.0
Noe Andrea,1999,80.0,22,118.0
Noe Andrea,2000,140.0,22,140.0
Noe Andrea,2001,127.0,21,140.0
Noe Andrea,2002,89.0,21,140.0
Noe Andrea,2003,147.0,21,147.0
Noe Andrea,2004,109.0,21,147.0
Noe Andrea,2005,16.0,21,147.0
Noe Andrea,2006,61.0,21,147.0
Noe Andrea,2007,45.0,20,147.0
Noe Andrea,2008,11.0,20,147.0
Noe Andrea,2011,0.0,12,147.0
Nordhaug Lars Petter,2011,0.0,19,0.0
Nozal Isidro,2001,44.0,21,44.0
Nuyens Nick,2005,0.0,14,0.0
Nuyens Nick,2008,0.0,3,0.0
O'Grady Stuart,2005,131.0,14,131.0
O'Grady Stuart,2008,0.0,2,131.0
O'Neill Nathan,2001,0.0,7,0.0
Ochoa Carlos Jos\xe9,2008,0.0,20,0.0
Ochoa Carlos Jos\xe9,2009,0.0,20,0.0
Ochoa Carlos Jos\xe9,2010,16.0,20,16.0
Ochoa Carlos Jos\xe9,2011,0.0,19,16.0
Odriozola Jon,2001,24.0,21,24.0
Olano Abraham,2001,196.0,21,196.0
Oliveira Nelson,2012,11.0,1,11.0
Oliveira Nelson,2013,9.0,20,11.0
Olson Aaron,2006,0.0,20,0.0
Olson Aaron,2007,0.0,20,0.0
Ongarato Alberto,2000,44.0,22,44.0
Ongarato Alberto,2001,24.0,21,44.0
Ongarato Alberto,2003,0.0,18,44.0
Ongarato Alberto,2004,0.0,21,44.0
Ongarato Alberto,2005,27.0,21,44.0
Ongarato Alberto,2006,66.0,20,66.0
Ongarato Alberto,2007,12.0,8,66.0
Ongarato Alberto,2008,9.0,20,66.0
Ongarato Alberto,2011,0.0,19,66.0
Ongarato Rodolfo,1999,0.0,22,0.0
Ordowski Volker,2005,0.0,15,0.0
Ordowski Volker,2006,0.0,18,0.0
Ordowski Volker,2008,0.0,9,0.0
Oroz Juan Jos\xe9,2011,0.0,13,0.0
Oroz Juan Jos\xe9,2012,0.0,1,0.0
Ortenzi Gian Mario,2002,0.0,21,0.0
Osa Aitor,1999,0.0,12,0.0
Osa Unai,2000,0.0,2,0.0
Osa Unai,2001,158.0,21,158.0
Osa Unai,2005,58.0,21,158.0
Osa Unai,2006,22.0,20,158.0
Ospina Dalivier,2013,0.0,12,0.0
Oss Daniel,2013,49.0,20,49.0
Oss Daniel,2014,14.0,20,49.0
Oss Daniel,2016,21.0,21,49.0
Otero Gustavo Miguel,2001,0.0,7,0.0
Otero Gustavo Miguel,2002,0.0,21,0.0
Otxoa Javier,1998,24.0,18,24.0
Otxoa Ricardo,2000,0.0,22,0.0
Ovechkin Artem,2016,0.0,21,0.0
Owsian Lukasz,2015,0.0,20,0.0
Owsian Lukasz,2017,0.0,21,0.0
Oyarzun Carlos,2011,0.0,19,0.0
P\xf6stlberger Lukas,2017,82.0,21,82.0
Padrnos Pavel,1998,0.0,23,0.0
Padrnos Pavel,1999,17.0,22,17.0
Padrnos Pavel,2000,15.0,22,17.0
Padrnos Pavel,2001,0.0,21,17.0
Padrnos Pavel,2005,0.0,21,17.0
