Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
26,,123,169,+1:43:47,,,Berges Stephane,137,AG2R Pr\xe9voyance,",, 8:35",,,9,2001
29,,102,141,+1:21:40,,,Bessy Fr\xe9d\xe9ric,138,Cr\xe9dit Agricole,",, 8:35",,,9,2001
32,,178,143,+1:25:45,,,Svorada Jan,139,Lampre - Daikin,",, 8:35",,,9,2001
29,,136,120,+1:10:34,,,Larsen Nicolai Bo,140,CSC ProTeam - Tiscali,",, 8:35",,,9,2001
27,,103,155,+1:32:37,,,Hinault S\xe9bastien,141,Cr\xe9dit Agricole,",, 8:35",,,9,2001
33,,179,145,+1:27:20,,,Verstrepen Johan,142,Lampre - Daikin,",, 8:35",,,9,2001
31,,23,123,+1:11:37,,,Gonzalez Alvaro,143,O.N.C.E. - Eroski,",, 8:35",,,9,2001
30,,133,139,+1:20:44,,,Cerezo Francisco,144,CSC ProTeam - Tiscali,",, 8:35",,,9,2001
30,,203,162,+1:39:31,,,Auger Ludovic,145,BigMat - Auber 93,",, 8:35",,,9,2001
29,,76,119,+1:10:18,,,Mattan Nico,146,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 8:35",,,9,2001
29,,48,98,+1:01:38,,,Pozzi Oscar,147,Fassa Bortolo,",, 8:35",,,9,2001
29,,192,160,+1:36:04,,,Cassani Enrico,148,Domo - Farm Frites,",, 8:35",,,9,2001
24,,176,97,+1:00:54,,,Hunter Robert,149,Lampre - Daikin,",, 8:35",,,9,2001
24,,71,172,+2:05:36,,,Millar David,150,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 8:35",,,9,2001
26,,105,164,+1:41:35,,,Jenner Christopher,151,Cr\xe9dit Agricole,",, 8:35",,,9,2001
31,,122,137,+1:19:44,,,Agnolutto Christophe,152,AG2R Pr\xe9voyance,",, 8:35",,,9,2001
30,,185,126,+1:13:58,,,Magnien Emmanuel,153,La Fran\xe7aise des Jeux,",, 8:35",,,9,2001
34,,183,116,+1:08:38,,,Durand Jacky,154,La Fran\xe7aise des Jeux,",, 8:35",,,9,2001
26,,61,146,+1:27:37,,,Verbrugghe Rik,155,Lotto - Adecco,",, 8:35",,,9,2001
27,,126,156,+1:33:42,,,Demarbaix Sebastien,156,AG2R Pr\xe9voyance,",, 8:35",,,9,2001
27,,167,130,+1:15:55,,,Renier Franck,157,Bonjour,",, 8:35",,,9,2001
22,,164,121,+1:10:35,,,Chavanel Sylvain,158,Bonjour,",, 8:35",,,9,2001
32,,128,150,+1:30:14,,,Maignan Gilles,159,AG2R Pr\xe9voyance,",, 8:35",,,9,2001
28,,135,138,+1:20:43,,,Jalabert Nicolas,160,CSC ProTeam - Tiscali,",, 8:35",,,9,2001
33,,84,166,+1:42:08,,,Bramati Davide,161,Mapei - Quickstep,10:56 10:56,,,9,2001
29,,88,167,+1:42:40,,,Steels Tom,162,Mapei - Quickstep,",, 10:56",,,9,2001
35,,196,144,+1:26:31,,,Museeuw Johan,163,Domo - Farm Frites,",, 10:56",,,9,2001
32,,87,173,+2:05:46,,,Leysen Bart,164,Mapei - Quickstep,",, 10:56",,,9,2001
29,,184,142,+1:24:30,,,Guesdon Fr\xe9d\xe9ric,165,La Fran\xe7aise des Jeux,",, 10:56",,,9,2001
23,,182,170,+1:44:58,,,Casper Jimmy,166,La Fran\xe7aise des Jeux,",, 10:56",,,9,2001
23,,104,147,+1:28:00,,,Hushovd Thor,167,Cr\xe9dit Agricole,",, 10:56",,,9,2001
27,,197,111,+1:07:34,,,Rodriguez Fred,168,Domo - Farm Frites,",, 10:56",,,9,2001
23,,209,131,+1:17:26,,,Talabardon S\xe9bastien,169,BigMat - Auber 93,",, 10:56",,,9,2001
33,,34,69,+50:09,,,Chanteur Pascal,170,Festina,",, 10:56",,,9,2001
30,,4,106,+1:06:12,,,Hamilton Tyler,171,US Postal Service,13:25 13:25,,,9,2001
28,,137,128,+1:14:49,,,Piil Jakob,172,CSC ProTeam - Tiscali,",, 13:25",,,9,2001
25,,125,168,+1:42:57,,,Capelle Ludovic,173,AG2R Pr\xe9voyance,18:39 18:39,,,9,2001
29,,64,,+ - 38:55:30,,,Blijlevens Jeroen,DNF,Lotto - Adecco,-3:57:48 -3:57:48,,,9,2001
23,,207,,+ - 38:55:30,,,Lamouller Lo\xefc,DNF,BigMat - Auber 93,",, -3:57:48",,,9,2001
29,,1,4*,+20:07,,,Armstrong Lance,1*,US Postal Service,6:23:47 6:23:47,,,10,2001
27,,11,7,+22:41,70.0,,Ullrich Jan,2,Team Telekom,6:25:46 6:25:46,,,10,2001
27,,21,5,+21:42,50.0,,Beloki Joseba,3,O.N.C.E. - Eroski,6:25:56 6:25:56,,,10,2001
30,,31,6,+22:21,40.0,,Moreau Christophe,4,Festina,6:26:17 6:26:17,,,10,2001
24,,157,9,+24:07,32.0,,Sevilla Oscar,5,Kelme - Costa Blanca,6:26:41 6:26:41,,,10,2001
25,,91,13,+27:15,26.0,,Mancebo Francisco,6,Ibanesto.com,6:27:48 6:27:48,,,10,2001
28,,147,43,+48:59,22.0,,Roux Laurent,7,Jean Delatour,6:27:50 6:27:50,,,10,2001
27,,24,8,+23:34,18.0,,Gonzalez De Galdeano Igor,8,O.N.C.E. - Eroski,",, 6:27:50",,,10,2001
32,,117,36,+46:30,14.0,,Laiseka jaio Roberto,9,Euskaltel - Euskadi,",, 6:27:50",,,10,2001
29,,99,35,+46:14,10.0,,Piepoli Leonardo,10,Ibanesto.com,6:27:54 6:27:54,,,10,2001
29,,51,11,+25:58,8.0,,Boogerd Michael,11,Rabobank ProTeam,6:28:24 6:28:24,,,10,2001
27,,74,2,+11:54,6.0,,Kivilev Andrei,12,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",6:28:26 6:28:26,,,10,2001
28,,151,10,+25:52,4.0,,Botero Santiago,13,Kelme - Costa Blanca,6:28:54 6:28:54,,,10,2001
25,,181,20,+29:57,2.0,,Montgomery Sven,14,La Fran\xe7aise des Jeux,6:28:56 6:28:56,,,10,2001
30,,161,15,+28:40,1.0,,Rous Didier,15,Bonjour,6:30:05 6:30:05,,,10,2001
28,,194,17,+29:48,,,Merckx Axel,16,Domo - Farm Frites,",, 6:30:05",,,10,2001
28,,29,12,+26:15,,,Serrano Marcos Antonio,17,O.N.C.E. - Eroski,",, 6:30:05",,,10,2001
30,,44,18,+29:52,,,Belli Wladimir,18,Fassa Bortolo,",, 6:30:05",,,10,2001
27,,66,44,+49:57,,,Mikhailov Guennady,19,Lotto - Adecco,6:30:52 6:30:52,,,10,2001
28,,86,22,+30:12,,,Garzelli Stefano,20,Mapei - Quickstep,6:31:41 6:31:41,,,10,2001
26,,124,46,+51:16,,,Botcharov Alexandre,21,AG2R Pr\xe9voyance,6:32:22 6:32:22,,,10,2001
27,,155,16,+29:30,,,Gutierrez Jose Enrique,22,Kelme - Costa Blanca,6:32:26 6:32:26,,,10,2001
28,,113,25,+33:19,,,Chaurreau I\xf1igo,23,Euskaltel - Euskadi,6:32:32 6:32:32,,,10,2001
27,,2,19,+29:53,,,Heras Roberto,24,US Postal Service,",, 6:32:32",,,10,2001
26,,72,58,+56:12,,,Atienza Daniel,25,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",6:32:45 6:32:45,,,10,2001
29,,67,28,+35:11,,,van de Wouwer Kurt,26,Lotto - Adecco,6:34:07 6:34:07,,,10,2001
28,,108,50,+53:27,,,Vaughters Jonathan,27,Cr\xe9dit Agricole,",, 6:34:07",,,10,2001
26,,15,23,+31:26,,,Kl\xf6den Andr\xe9as,28,Team Telekom,",, 6:34:07",,,10,2001
32,,169,1,+0:00,,,Simon Fran\xe7ois,29,Bonjour,",, 6:34:07",,,10,2001
25,,79,34,+46:14,,,Trentin Guido,30,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 6:34:07",,,10,2001
27,,92,26,+33:48,,,Blanco Santiago,31,Ibanesto.com,",, 6:34:07",,,10,2001
26,,28,21,+30:02,,,Sastre Carlos,32,O.N.C.E. - Eroski,",, 6:34:07",,,10,2001
25,,57,66,+1:02:12,,,Niermann Grischa,33,Rabobank ProTeam,6:34:48 6:34:48,,,10,2001
32,,131,14,+28:06,,,Jalabert Laurent,34,CSC ProTeam - Tiscali,",, 6:34:48",,,10,2001
27,,17,24,+32:18,,,Vinokourov Alexandre,35,Team Telekom,",, 6:34:48",,,10,2001
30,,93,27,+34:56,,,Brozyna Tomasz,36,Ibanesto.com,6:35:39 6:35:39,,,10,2001
28,,8,71,+1:05:07,,,Rubiera Jos\xe9 Luis,37,US Postal Service,6:37:12 6:37:12,,,10,2001
32,,55,75,+1:06:40,,,den Bakker Maarten,38,Rabobank ProTeam,6:38:04 6:38:04,,,10,2001
27,,111,59,+56:28,,,Etxebarria David,39,Euskaltel - Euskadi,6:38:06 6:38:06,,,10,2001
22,,164,81,+1:10:20,,,Chavanel Sylvain,40,Bonjour,6:38:24 6:38:24,,,10,2001
23,,96,95,+1:16:01,,,Menchov Denis,41,Ibanesto.com,6:40:15 6:40:15,,,10,2001
25,,177,89,+1:14:28,,,Pinotti Marco,42,Lampre - Daikin,6:41:14 6:41:14,,,10,2001
28,,16,42,+48:39,,,Livingston Kevin,43,Team Telekom,6:41:16 6:41:16,,,10,2001
25,,69,88,+1:14:09,,,Vermaut Steve,44,Lotto - Adecco,6:42:38 6:42:38,,,10,2001
28,,162,30,+42:20,,,Beneteau Walter,45,Bonjour,6:43:18 6:43:18,,,10,2001
33,,141,32,+43:24,,,Brochard Laurent,46,Jean Delatour,6:43:44 6:43:44,,,10,2001
28,,81,93,+1:15:42,,,Nardello Daniele,47,Mapei - Quickstep,6:46:57 6:46:57,,,10,2001
29,,101,29,+42:07,,,Julich Bobby,48,Cr\xe9dit Agricole,",, 6:46:57",,,10,2001
27,,121,40,+47:49,,,Salmon Benoit,49,AG2R Pr\xe9voyance,6:47:05 6:47:05,,,10,2001
31,,144,72,+1:05:50,,,Goubert Stephane,50,Jean Delatour,6:47:20 6:47:20,,,10,2001
26,,62,41,+48:22,,,Aerts Mario,51,Lotto - Adecco,",, 6:47:20",,,10,2001
30,,201,33,+45:51,,,Heulot Stephane,52,BigMat - Auber 93,",, 6:47:20",,,10,2001
28,,58,78,+1:09:34,,,Verheyen Geert,53,Rabobank ProTeam,",, 6:47:20",,,10,2001
27,,126,130,+1:42:23,,,Demarbaix Sebastien,54,AG2R Pr\xe9voyance,",, 6:47:20",,,10,2001
34,,12,39,+47:29,,,Bolts Udo,55,Team Telekom,",, 6:47:20",,,10,2001
24,,26,31,+43:19,,,Jaksche Jorg,56,O.N.C.E. - Eroski,",, 6:47:20",,,10,2001
30,,134,134,+1:44:13,,,Garcia Marcelino,57,CSC ProTeam - Tiscali,",, 6:47:20",,,10,2001
33,,75,76,+1:08:32,,,Lelli Massimiliano,58,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 6:47:20",,,10,2001
25,,95,99,+1:17:39,,,Jim\xe9nez Eladio,59,Ibanesto.com,6:48:05 6:48:05,,,10,2001
32,,35,69,+1:03:51,,,Garc\xeda Felix Manuel,60,Festina,6:49:08 6:49:08,,,10,2001
36,,14,47,+51:59,,,Heppner Jens,61,Team Telekom,6:50:43 6:50:43,,,10,2001
27,,158,73,+1:06:11,,,Tauler Toni,62,Kelme - Costa Blanca,",, 6:50:43",,,10,2001
31,,82,45,+51:03,,,Bartoli Michele,63,Mapei - Quickstep,6:52:43 6:52:43,,,10,2001
32,,73,74,+1:06:24,,,Cuesta \xcd\xf1igo,64,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",6:54:05 6:54:05,,,10,2001
24,,119,102,+1:19:24,,,Zubeldia Haimar,65,Euskaltel - Euskadi,6:54:26 6:54:26,,,10,2001
26,,61,133,+1:43:56,,,Verbrugghe Rik,66,Lotto - Adecco,6:54:58 6:54:58,,,10,2001
33,,42,87,+1:13:29,,,Baldato Fabio,67,Fassa Bortolo,6:55:36 6:55:36,,,10,2001
36,,174,38,+47:02,,,Dierckxsens Ludo,68,Lampre - Daikin,6:55:52 6:55:52,,,10,2001
27,,188,105,+1:21:02,,,Schnider Daniel,69,La Fran\xe7aise des Jeux,",, 6:55:52",,,10,2001
31,,13,64,+1:00:48,,,Guerini Giuseppe,70,Team Telekom,",, 6:55:52",,,10,2001
26,,138,65,+1:01:25,,,S\xf8rensen Nicki,71,CSC ProTeam - Tiscali,",, 6:55:52",,,10,2001
26,,27,48,+52:21,,,Pradera Mikel,72,O.N.C.E. - Eroski,",, 6:55:52",,,10,2001
26,,77,90,+1:15:12,,,Moncouti\xe9 David,73,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 6:55:52",,,10,2001
27,,145,56,+55:47,,,Halgand Patrice,74,Jean Delatour,",, 6:55:52",,,10,2001
29,,118,112,+1:29:06,,,Lopez De Munain Alberto,75,Euskaltel - Euskadi,",, 6:55:52",,,10,2001
29,,98,,+ - 45:34:09,,,Rodriguez Javier Pascual,76,Ibanesto.com,",, 6:55:52",,,10,2001
30,,156,82,+1:11:07,,,Pascual Javier,77,Kelme - Costa Blanca,",, 6:55:52",,,10,2001
31,,168,52,+55:01,,,Robin Jean-Cyril,78,Bonjour,",, 6:55:52",,,10,2001
28,,5,54,+55:36,,,Hincapie George,79,US Postal Service,",, 6:55:52",,,10,2001
28,,152,124,+1:36:26,,,Rafael Cardenas F\xe9lix,80,Kelme - Costa Blanca,",, 6:55:52",,,10,2001
34,,36,107,+1:25:48,,,Lino Pascal,82,Festina,",, 6:55:52",,,10,2001
28,,115,110,+1:28:05,,,Etxebarria Unai,83,Euskaltel - Euskadi,",, 6:55:52",,,10,2001
28,,146,142,+1:48:51,,,Oriol Christophe,84,Jean Delatour,",, 6:55:52",,,10,2001
28,,6,91,+1:15:29,,,Kjaergaard Steffen,85,US Postal Service,",, 6:55:52",,,10,2001
25,,172,123,+1:36:02,,,Belohvosciks Raivis,86,Lampre - Daikin,6:56:27 6:56:27,,,10,2001
27,,107,3,+18:10,,,O'Grady Stuart,87,Cr\xe9dit Agricole,6:56:49 6:56:49,,,10,2001
31,,143,86,+1:13:01,,,Bouvard Gilles,88,Jean Delatour,6:58:36 6:58:36,,,10,2001
31,,206,101,+1:19:18,,,Jan Xavier,89,BigMat - Auber 93,6:59:33 6:59:33,,,10,2001
27,,83,98,+1:16:47,,,Bettini Paolo,90,Mapei - Quickstep,6:59:57 6:59:57,,,10,2001
29,,48,106,+1:22:56,,,Pozzi Oscar,91,Fassa Bortolo,",, 6:59:57",,,10,2001
29,,46,70,+1:04:16,,,Loda Nicola,92,Fassa Bortolo,",, 6:59:57",,,10,2001
27,,49,61,+59:30,,,Tosatto Matteo,93,Fassa Bortolo,7:00:00 7:00:00,,,10,2001
31,,19,111,+1:28:23,,,Zabel Erik,94,Team Telekom,7:04:07 7:04:07,,,10,2001
36,,139,159,+2:06:42,,,S\xf8rensen Rolf,95,CSC ProTeam - Tiscali,",, 7:04:07",,,10,2001
29,,68,100,+1:17:51,,,Van Hyfte Paul,96,Lotto - Adecco,",, 7:04:07",,,10,2001
30,,193,84,+1:11:41,,,Knaven Servais,97,Domo - Farm Frites,",, 7:04:07",,,10,2001
28,,171,161,+2:07:29,,,Serpellini Marco,98,Lampre - Daikin,",, 7:04:07",,,10,2001
30,,18,79,+1:10:00,,,Wesemann Steffen,99,Team Telekom,",, 7:04:07",,,10,2001
29,,102,141,+1:47:08,,,Bessy Fr\xe9d\xe9ric,100,Cr\xe9dit Agricole,",, 7:04:07",,,10,2001
24,,176,109,+1:26:22,,,Hunter Robert,101,Lampre - Daikin,",, 7:04:07",,,10,2001
26,,52,37,+46:44,,,de Groot Bram,102,Rabobank ProTeam,",, 7:04:07",,,10,2001
29,,142,128,+1:40:56,,,Bernard J\xe9r\xf4me,103,Jean Delatour,",, 7:04:07",,,10,2001
28,,132,116,+1:32:14,,,Blaudzun Michael,104,CSC ProTeam - Tiscali,",, 7:04:07",,,10,2001
32,,59,55,+55:40,,,Wauters Marc,105,Rabobank ProTeam,",, 7:04:07",,,10,2001
26,,45,119,+1:33:58,,,Ivanov Serguei,106,Fassa Bortolo,",, 7:04:07",,,10,2001
32,,128,150,+1:55:42,,,Maignan Gilles,107,AG2R Pr\xe9voyance,",, 7:04:07",,,10,2001
30,,97,67,+1:03:36,,,Odriozola Jon,108,Ibanesto.com,",, 7:04:07",,,10,2001
30,,4,115,+1:31:40,,,Hamilton Tyler,109,US Postal Service,",, 7:04:07",,,10,2001
27,,197,117,+1:33:02,,,Rodriguez Fred,110,Domo - Farm Frites,",, 7:04:07",,,10,2001
26,,105,160,+2:07:03,,,Jenner Christopher,111,Cr\xe9dit Agricole,",, 7:04:07",,,10,2001
32,,205,148,+1:55:13,,,Gouvenou Thierry,112,BigMat - Auber 93,",, 7:04:07",,,10,2001
27,,37,63,+1:00:44,,,Perez Luis,113,Festina,",, 7:04:07",,,10,2001
28,,199,68,+1:03:45,,,Wadecki Piotr,114,Domo - Farm Frites,",, 7:04:07",,,10,2001
28,,137,127,+1:40:17,,,Piil Jakob,115,CSC ProTeam - Tiscali,",, 7:04:07",,,10,2001
27,,106,121,+1:35:38,,,Morin Anthony,116,Cr\xe9dit Agricole,",, 7:04:07",,,10,2001
29,,184,143,+1:49:58,,,Guesdon Fr\xe9d\xe9ric,117,La Fran\xe7aise des Jeux,",, 7:04:07",,,10,2001
27,,103,153,+1:58:05,,,Hinault S\xe9bastien,118,Cr\xe9dit Agricole,",, 7:04:07",,,10,2001
23,,189,113,+1:29:11,,,Vogondy Nicolas,119,La Fran\xe7aise des Jeux,",, 7:04:07",,,10,2001
27,,163,80,+1:10:19,,,Bouyer Franck,120,Bonjour,",, 7:04:07",,,10,2001
29,,192,156,+2:01:32,,,Cassani Enrico,121,Domo - Farm Frites,",, 7:04:07",,,10,2001
27,,165,118,+1:33:13,,,Nazon Damien,122,Bonjour,",, 7:04:07",,,10,2001
23,,104,147,+1:53:28,,,Hushovd Thor,123,Cr\xe9dit Agricole,",, 7:04:07",,,10,2001
29,,208,114,+1:31:24,,,Sivakov Alexei,124,BigMat - Auber 93,",, 7:04:07",,,10,2001
27,,167,129,+1:41:23,,,Renier Franck,125,Bonjour,",, 7:04:07",,,10,2001
30,,76,122,+1:35:46,,,Mattan Nico,126,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 7:04:07",,,10,2001
29,,109,51,+54:51,,,Voigt Jens,127,Cr\xe9dit Agricole,",, 7:04:07",,,10,2001
32,,178,144,+1:51:13,,,Svorada Jan,128,Lampre - Daikin,",, 7:04:07",,,10,2001
31,,159,77,+1:08:53,,,Vidal Jos\xe9 Angel,129,Kelme - Costa Blanca,",, 7:04:07",,,10,2001
28,,135,138,+1:46:11,,,Jalabert Nicolas,130,CSC ProTeam - Tiscali,",, 7:04:07",,,10,2001
33,,84,162,+2:07:36,,,Bramati Davide,131,Mapei - Quickstep,",, 7:04:07",,,10,2001
27,,56,103,+1:19:38,,,Lotz Marc,132,Rabobank ProTeam,",, 7:04:07",,,10,2001
22,,25,62,+1:00:14,,,Guti\xe9rrez Jos\xe9 Iv\xe1n,133,O.N.C.E. - Eroski,",, 7:04:07",,,10,2001
32,,148,136,+1:44:58,,,Seigneur Eddy,134,Jean Delatour,",, 7:04:07",,,10,2001
30,,185,126,+1:39:26,,,Magnien Emmanuel,135,La Fran\xe7aise des Jeux,",, 7:04:07",,,10,2001
26,,129,57,+56:03,,,Turpin Ludovic,136,AG2R Pr\xe9voyance,",, 7:04:07",,,10,2001
31,,23,125,+1:37:05,,,Gonzalez Alvaro,137,O.N.C.E. - Eroski,",, 7:04:07",,,10,2001
29,,112,135,+1:44:15,,,Castresana Angel,138,Euskaltel - Euskadi,",, 7:04:07",,,10,2001
31,,63,83,+1:11:38,,,Baguet Serge,139,Lotto - Adecco,",, 7:04:07",,,10,2001
28,,94,94,+1:15:55,,,Garcia Jose Vicente,140,Ibanesto.com,",, 7:04:07",,,10,2001
25,,186,140,+1:46:27,,,McGee Bradley,141,La Fran\xe7aise des Jeux,",, 7:04:07",,,10,2001
31,,122,137,+1:45:12,,,Agnolutto Christophe,142,AG2R Pr\xe9voyance,",, 7:04:07",,,10,2001
28,,191,152,+1:57:19,,,Vainsteins Romans,143,Domo - Farm Frites,",, 7:04:07",,,10,2001
30,,133,139,+1:46:12,,,Cerezo Francisco,144,CSC ProTeam - Tiscali,",, 7:04:07",,,10,2001
33,,34,92,+1:15:37,,,Chanteur Pascal,145,Festina,",, 7:04:07",,,10,2001
35,,196,145,+1:51:59,,,Museeuw Johan,146,Domo - Farm Frites,",, 7:04:07",,,10,2001
30,,54,108,+1:25:52,,,Dekker Erik,147,Rabobank ProTeam,",, 7:04:07",,,10,2001
23,,209,131,+1:42:54,,,Talabardon S\xe9bastien,148,BigMat - Auber 93,",, 7:04:07",,,10,2001
28,,198,164,+2:11:52,,,van Heeswijk Max,149,Domo - Farm Frites,",, 7:04:07",,,10,2001
32,,87,166,+2:31:14,,,Leysen Bart,150,Mapei - Quickstep,",, 7:04:07",,,10,2001
25,,32,85,+1:12:45,,,Brard Florent,151,Festina,",, 7:04:07",,,10,2001
22,,173,157,+2:04:33,,,Bertogliati Rubens,152,Lampre - Daikin,",, 7:04:07",,,10,2001
32,,187,97,+1:16:26,,,Mengin Christophe,153,La Fran\xe7aise des Jeux,",, 7:04:07",,,10,2001
35,,3,104,+1:19:52,,,Ekimov Viatcheslav,154,US Postal Service,",, 7:04:07",,,10,2001
30,,203,158,+2:04:59,,,Auger Ludovic,155,BigMat - Auber 93,",, 7:04:07",,,10,2001
33,,179,146,+1:52:48,,,Verstrepen Johan,156,Lampre - Daikin,",, 7:04:07",,,10,2001
25,,202,154,+2:01:15,,,Auger Guillaume,157,BigMat - Auber 93,",, 7:04:07",,,10,2001
26,,175,149,+1:55:18,,,Frutti Matteo,158,Lampre - Daikin,",, 7:04:07",,,10,2001
28,,39,49,+52:43,,,Teutenberg Sven,159,Festina,",, 7:04:07",,,10,2001
31,,195,151,+1:55:45,,,Milesi Marco,160,Domo - Farm Frites,",, 7:04:07",,,10,2001
26,,123,163,+2:09:15,,,Berges Stephane,161,AG2R Pr\xe9voyance,",, 7:04:07",,,10,2001
34,,183,120,+1:34:06,,,Durand Jacky,162,La Fran\xe7aise des Jeux,",, 7:04:07",,,10,2001
33,,204,132,+1:43:49,,,Capelle Christophe,163,BigMat - Auber 93,",, 7:04:07",,,10,2001
27,,47,96,+1:16:12,,,Petacchi Alessandro,164,Fassa Bortolo,7:05:14 7:05:14,,,10,2001
28,,166,155,+2:01:31,,,Perreaudeau Olivier,165,Bonjour,7:05:35 7:05:35,,,10,2001
23,,182,165,+2:12:11,,,Casper Jimmy,166,La Fran\xe7aise des Jeux,7:05:52 7:05:52,,,10,2001
26,,154,,+ - 45:34:09,,,Gonzalez Jimenez Aitor,DNF,Kelme - Costa Blanca,0:00 0:00,,,10,2001
29,,136,,+ - 45:34:09,,,Larsen Nicolai Bo,DNF,CSC ProTeam - Tiscali,",, 0:00",,,10,2001
32,,127,,+ - 45:34:09,,,Kirsipuu Jaan,DNF,AG2R Pr\xe9voyance,",, 0:00",,,10,2001
25,,125,,+ - 45:34:09,,,Capelle Ludovic,DNF,AG2R Pr\xe9voyance,",, 0:00",,,10,2001
29,,88,,+ - 45:34:09,,,Steels Tom,DNF,Mapei - Quickstep,",, 0:00",,,10,2001
24,,71,,+ - 45:34:09,,,Millar David,DNF,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",",, 0:00",,,10,2001
28,,33,,+ - 45:34:09,,,Casero Angel Luis,DNF,Festina,",, 0:00",,,10,2001
29,28.465999999999998,1,3*,+13:07,,,Armstrong Lance,1*,US Postal Service,1:07:27 1:07:27,,,11,2001
27,28.05,11,5,+16:41,70.0,,Ullrich Jan,2,Team Telekom,1:08:27 1:08:27,,,11,2001
27,27.813000000000002,21,4,+16:17,50.0,,Beloki Joseba,3,O.N.C.E. - Eroski,1:09:02 1:09:02,,,11,2001
32,27.625999999999998,117,29,+41:33,40.0,,Laiseka jaio Roberto,4,Euskaltel - Euskadi,1:09:30 1:09:30,,,11,2001
24,27.487,157,8,+19:31,32.0,,Sevilla Oscar,5,Kelme - Costa Blanca,1:09:51 1:09:51,,,11,2001
27,27.441999999999997,24,7,+19:05,26.0,,Gonzalez De Galdeano Igor,6,O.N.C.E. - Eroski,1:09:58 1:09:58,,,11,2001
28,27.363000000000003,151,9,+21:35,22.0,,Botero Santiago,7,Kelme - Costa Blanca,1:10:10 1:10:10,,,11,2001
30,27.253,31,6,+18:21,18.0,,Moreau Christophe,8,Festina,1:10:27 1:10:27,,,11,2001
25,27.208000000000002,181,16,+26:04,14.0,,Montgomery Sven,9,La Fran\xe7aise des Jeux,1:10:34 1:10:34,,,11,2001
28,27.201999999999998,86,17,+26:20,10.0,,Garzelli Stefano,10,Mapei - Quickstep,1:10:35 1:10:35,,,11,2001
30,26.96,161,12,+25:26,8.0,,Rous Didier,11,Bonjour,1:11:13 1:11:13,,,11,2001
27,26.947,17,22,+29:06,6.0,,Vinokourov Alexandre,12,Team Telekom,1:11:15 1:11:15,,,11,2001
27,26.928,155,18,+26:21,4.0,,Gutierrez Jose Enrique,13,Kelme - Costa Blanca,1:11:18 1:11:18,,,11,2001
28,26.866,113,24,+30:20,2.0,,Chaurreau I\xf1igo,14,Euskaltel - Euskadi,1:11:28 1:11:28,,,11,2001
32,26.853,73,66,+1:03:27,1.0,,Cuesta \xcd\xf1igo,15,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",1:11:30 1:11:30,,,11,2001
28,26.809,152,115,+1:33:36,,,Rafael Cardenas F\xe9lix,16,Kelme - Costa Blanca,1:11:37 1:11:37,,,11,2001
26,26.791,28,19,+27:15,,,Sastre Carlos,17,O.N.C.E. - Eroski,1:11:40 1:11:40,,,11,2001
32,26.753,131,11,+25:25,,,Jalabert Laurent,18,CSC ProTeam - Tiscali,1:11:46 1:11:46,,,11,2001
26,26.698,15,21,+28:54,,,Kl\xf6den Andr\xe9as,19,Team Telekom,1:11:55 1:11:55,,,11,2001
30,26.679000000000002,44,20,+27:23,,,Belli Wladimir,20,Fassa Bortolo,1:11:58 1:11:58,,,11,2001
28,26.679000000000002,108,44,+50:58,,,Vaughters Jonathan,21,Cr\xe9dit Agricole,",, 1:11:58",,,11,2001
29,26.568,118,107,+1:26:55,,,Lopez De Munain Alberto,22,Euskaltel - Euskadi,1:12:16 1:12:16,,,11,2001
30,26.471,93,26,+33:01,,,Brozyna Tomasz,23,Ibanesto.com,1:12:32 1:12:32,,,11,2001
23,26.458000000000002,96,85,+1:14:08,,,Menchov Denis,24,Ibanesto.com,1:12:34 1:12:34,,,11,2001
25,26.445999999999998,186,130,+1:44:36,,,McGee Bradley,25,La Fran\xe7aise des Jeux,1:12:36 1:12:36,,,11,2001
26,26.283,77,84,+1:13:48,,,Moncouti\xe9 David,26,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",1:13:03 1:13:03,,,11,2001
29,26.276999999999997,98,,+ - 46:48:36,,,Rodriguez Javier Pascual,27,Ibanesto.com,1:13:04 1:13:04,,,11,2001
25,26.259,91,15,+25:55,,,Mancebo Francisco,28,Ibanesto.com,1:13:07 1:13:07,,,11,2001
32,26.134,35,64,+1:02:53,,,Garc\xeda Felix Manuel,29,Festina,1:13:28 1:13:28,,,11,2001
29,26.122,109,49,+53:54,,,Voigt Jens,30,Cr\xe9dit Agricole,1:13:30 1:13:30,,,11,2001
31,26.099,144,69,+1:04:57,,,Goubert Stephane,31,Jean Delatour,1:13:34 1:13:34,,,11,2001
