Age,GC,GC-Time,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
26,49,+9:48,47,Cusin Remi,49,Team Type 1 - SANOFI,9:48 9:48,+2:52,\u25bc2,6,2012
33,50,+10:12,55,Elmiger Martin,50,AG2R La Mondiale,10:12 10:12,+0:19,\u25b25,6,2012
27,51,+10:45,50,Van Avermaet Greg,51,BMC Racing Team,10:45 10:45,+1:58,\u25bc1,6,2012
30,52,+11:25,48,Perez Ruben,52,Euskaltel - Euskadi,11:25 11:25,+3:59,\u25bc4,6,2012
32,53,+13:19,56,Rast Gregory,53,RadioShack - Nissan,13:19 13:19,+2:59,\u25b23,6,2012
32,54,+13:31,60,Paulinho S\xe9rgio,54,Team Saxo Bank - Tinkoff Bank,13:31 13:31,+1:28,\u25b26,6,2012
24,55,+14:01,67,Valls Rafael,55,Vacansoleil - DCM,14:01 14:01,+1:01,\u25b212,6,2012
36,56,+14:01,54,Freire Oscar,56,Team Katusha,",, 14:01",+4:22,\u25bc2,6,2012
22,57,+14:12,62,Sagan Peter,57,Liquigas - Cannondale,14:12 14:12,+1:56,\u25b25,6,2012
30,58,+14:13,58,Minard S\xe9bastien,58,AG2R La Mondiale,14:13 14:13,+3:25,-,6,2012
24,59,+14:26,52,Howes Alex,59,Team Garmin - Barracuda,14:26 14:26,+5:11,\u25bc7,6,2012
27,60,+14:38,61,Langeveld Sebastian,60,Orica GreenEDGE,14:38 14:38,+2:30,\u25b21,6,2012
26,61,+14:45,59,Isaychev Vladimir,61,Team Katusha,14:45 14:45,+3:49,\u25bc2,6,2012
27,62,+14:53,57,Possoni Morris,62,Lampre - ISD,14:53 14:53,+4:06,\u25bc5,6,2012
31,63,+15:04,70,Karpets Vladimir,63,Movistar Team,15:04 15:04,+1:21,\u25b27,6,2012
31,64,+15:08,76,Cummings Stephen,64,BMC Racing Team,15:08 15:08,+0:31,\u25b212,6,2012
28,65,+15:11,68,Megias Javier,65,Team Type 1 - SANOFI,15:11 15:11,+2:02,\u25b23,6,2012
31,66,+15:33,65,Kolobnev Alexandr,66,Team Katusha,15:33 15:33,+2:50,\u25bc1,6,2012
28,67,+15:35,53,Marcato Marco,67,Vacansoleil - DCM,15:35 15:35,+6:02,\u25bc14,6,2012
28,68,+15:46,64,Montaguti Matteo,68,AG2R La Mondiale,15:46 15:46,+3:08,\u25bc4,6,2012
31,69,+15:56,63,Mori Manuele,69,Lampre - ISD,15:56 15:56,+3:21,\u25bc6,6,2012
36,70,+16:29,69,Kroon Karsten,70,Team Saxo Bank - Tinkoff Bank,16:29 16:29,+2:58,\u25bc1,6,2012
25,71,+16:30,77,Mollema Bauke,71,Rabobank Cycling Team,16:30 16:30,+1:01,\u25b26,6,2012
27,72,+16:42,74,Dekker Thomas,72,Team Garmin - Barracuda,16:42 16:42,+2:23,\u25b22,6,2012
25,73,+16:52,66,Oss Daniel,73,Liquigas - Cannondale,16:52 16:52,+3:52,\u25bc7,6,2012
27,74,+17:08,73,Didier Laurent,74,RadioShack - Nissan,17:08 17:08,+2:57,\u25bc1,6,2012
27,75,+17:47,79,Velits Peter,75,Omega Pharma - Quick-Step,17:47 17:47,+0:02,\u25b24,6,2012
29,76,+17:50,75,Duggan Timothy,76,Liquigas - Cannondale,17:50 17:50,+3:27,\u25bc1,6,2012
28,77,+18:03,80,Bookwalter Brent,77,BMC Racing Team,18:03 18:03,+0:10,\u25b23,6,2012
32,78,+18:22,83,Kessiakoff Fredrik,78,Astana Pro Team,18:22 18:22,+-1:19,\u25b25,6,2012
31,79,+18:23,72,Wegmann Fabian,79,Team Garmin - Barracuda,18:23 18:23,+4:33,\u25bc7,6,2012
24,80,+19:09,71,Swift Ben,80,Sky Procycling,19:09 19:09,+5:22,\u25bc9,6,2012
32,81,+20:59,78,Geslin Anthony,81,FDJ - BigMat,20:59 20:59,+3:28,\u25bc3,6,2012
30,82,+21:32,87,Wynants Maarten,82,Rabobank Cycling Team,21:32 21:32,+1:20,\u25b25,6,2012
24,83,+21:59,84,Bonnafond Guillaume,83,AG2R La Mondiale,21:59 21:59,+2:52,\u25b21,6,2012
28,84,+22:00,82,Nordhaug Lars Petter,84,Sky Procycling,22:00 22:00,+3:50,\u25bc2,6,2012
31,85,+22:22,86,Davis Allan,85,Orica GreenEDGE,22:22 22:22,+2:27,\u25b21,6,2012
28,86,+22:38,81,Euser Lucas,86,,22:38 22:38,+4:32,\u25bc5,6,2012
34,87,+23:17,85,Hayman Mathew,87,Sky Procycling,23:17 23:17,+3:56,\u25bc2,6,2012
28,88,+24:12,89,Chainel Steve,88,FDJ - BigMat,24:12 24:12,+3:46,\u25b21,6,2012
32,89,+24:51,88,Nuyens Nick,89,Team Saxo Bank - Tinkoff Bank,24:51 24:51,+4:31,\u25bc1,6,2012
30,90,+25:52,90,Mondory Lloyd,90,AG2R La Mondiale,25:52 25:52,+4:37,-,6,2012
28,91,+25:54,99,Terpstra Niki,91,Omega Pharma - Quick-Step,25:54 25:54,+1:36,\u25b28,6,2012
28,92,+25:57,100,Dall'Antonia Tiziano,92,Liquigas - Cannondale,25:57 25:57,+1:26,\u25b28,6,2012
38,93,+25:59,93,Horrach Joan,93,Team Katusha,25:59 25:59,+3:42,-,6,2012
36,94,+25:59,98,Niermann Grischa,94,Rabobank Cycling Team,",, 25:59",+1:41,\u25b24,6,2012
38,95,+26:08,91,Petacchi Alessandro,95,Lampre - ISD,26:08 26:08,+4:46,\u25bc4,6,2012
38,96,+26:16,97,Bruseghin Marzio,96,Movistar Team,26:16 26:16,+2:48,\u25b21,6,2012
33,97,+26:18,92,Guti\xe9rrez Jos\xe9 Iv\xe1n,97,Movistar Team,26:18 26:18,+4:29,\u25bc5,6,2012
30,98,+26:20,96,Reynes Vicente,98,Lotto Belisol Team,26:20 26:20,+3:28,\u25bc2,6,2012
28,99,+27:28,94,Hutarovich Yauheni,99,FDJ - BigMat,27:28 27:28,+5:10,\u25bc5,6,2012
27,100,+28:11,102,Bazzana Alessandro,100,Team Type 1 - SANOFI,28:11 28:11,+3:28,\u25b22,6,2012
30,101,+28:13,104,Colli Daniele,101,Team Type 1 - SANOFI,28:13 28:13,+3:14,\u25b23,6,2012
33,102,+28:18,95,Cooke Baden,102,Orica GreenEDGE,28:18 28:18,+5:43,\u25bc7,6,2012
31,103,+28:20,101,Vansummeren Johan,103,Team Garmin - Barracuda,28:20 28:20,+3:41,\u25bc2,6,2012
35,104,+28:57,106,Zandio Xabier,104,Sky Procycling,28:57 28:57,+2:49,\u25b22,6,2012
31,105,+29:11,114,Cancellara Fabian,105,RadioShack - Nissan,29:11 29:11,+-1:21,\u25b29,6,2012
31,106,+29:32,107,Bazayev Assan,106,Astana Pro Team,29:32 29:32,+2:38,\u25b21,6,2012
21,107,+29:49,109,Herrada Jes\xfas,107,Movistar Team,29:49 29:49,+2:07,\u25b22,6,2012
27,108,+30:02,105,Breschel Matti,108,Rabobank Cycling Team,30:02 30:02,+4:44,\u25bc3,6,2012
22,109,+30:04,103,Rowe Luke,109,Sky Procycling,30:04 30:04,+5:16,\u25bc6,6,2012
31,110,+31:12,108,Boonen Tom,110,Omega Pharma - Quick-Step,31:12 31:12,+3:40,\u25bc2,6,2012
30,111,+31:59,111,Efimkin Alexander,111,Team Type 1 - SANOFI,31:59 31:59,+3:18,-,6,2012
30,112,+33:02,110,Vandborg Brian,112,Spidertech Powered by C10,33:02 33:02,+4:48,\u25bc2,6,2012
29,113,+33:06,112,King Edward,113,Liquigas - Cannondale,33:06 33:06,+3:41,\u25bc1,6,2012
24,114,+33:49,117,Sicard Romain,114,Euskaltel - Euskadi,33:49 33:49,+2:11,\u25b23,6,2012
24,115,+33:56,113,Guarnieri Jacopo,115,Astana Pro Team,33:56 33:56,+4:11,\u25bc2,6,2012
24,116,+34:40,115,Lodewyck Klaas,116,BMC Racing Team,34:40 34:40,+4:34,\u25bc1,6,2012
23,117,+35:09,119,Agostini Stefano,117,Liquigas - Cannondale,35:09 35:09,+3:16,\u25b22,6,2012
28,118,+36:21,120,Vigano Davide,118,Lampre - ISD,36:21 36:21,+4:18,\u25b22,6,2012
38,119,+36:34,122,O'Grady Stuart,119,Orica GreenEDGE,36:34 36:34,+2:06,\u25b23,6,2012
25,120,+36:46,116,Boeckmans Kris,120,Vacansoleil - DCM,36:46 36:46,+5:54,\u25bc4,6,2012
24,121,+37:10,124,Meyer Cameron,121,Orica GreenEDGE,37:10 37:10,+2:32,\u25b23,6,2012
38,122,+38:01,121,Hondo Danilo,122,Lampre - ISD,38:01 38:01,+3:47,\u25bc1,6,2012
24,123,+38:02,127,B\xe9rard Julien,123,AG2R La Mondiale,38:02 38:02,+2:27,\u25b24,6,2012
34,124,+38:04,118,Bertagnolli Leonardo,124,Lampre - ISD,38:04 38:04,+6:11,\u25bc6,6,2012
27,125,+39:46,130,Mortensen Martin,125,Vacansoleil - DCM,39:46 39:46,+2:30,\u25b25,6,2012
28,126,+39:57,123,Farrar Tyler,126,Team Garmin - Barracuda,39:57 39:57,+5:26,\u25bc3,6,2012
22,127,+40:03,125,Trentin Matteo,127,Omega Pharma - Quick-Step,40:03 40:03,+5:24,\u25bc2,6,2012
27,128,+40:37,128,K\xfcnzli Raimond,128,Spidertech Powered by C10,40:37 40:37,+4:37,-,6,2012
23,129,+41:41,131,Viviani Elia,129,Liquigas - Cannondale,41:41 41:41,+3:31,\u25b22,6,2012
25,130,+41:51,126,Vinther Troels,130,Team Saxo Bank - Tinkoff Bank,41:51 41:51,+6:30,\u25bc4,6,2012
29,131,+41:51,129,Bonnet William,131,FDJ - BigMat,",, 41:51",+4:37,\u25bc2,6,2012
31,132,+43:30,132,Steegmans Gert,132,Omega Pharma - Quick-Step,43:30 43:30,+4:32,-,6,2012
27,133,+45:00,133,M\xf8rk\xf8v Michael,133,Team Saxo Bank - Tinkoff Bank,45:00 45:00,+4:24,-,6,2012
32,134,+45:59,136,Boucher David,134,FDJ - BigMat,45:59 45:59,+3:28,\u25b22,6,2012
29,135,+46:03,134,Kaisen Olivier,135,Lotto Belisol Team,46:03 46:03,+3:56,\u25bc1,6,2012
27,136,+46:27,135,Pineau C\xe9dric,136,FDJ - BigMat,46:27 46:27,+4:18,\u25bc1,6,2012
22,137,+46:38,140,Novikov Nikita,137,Vacansoleil - DCM,46:38 46:38,+2:05,\u25b23,6,2012
25,138,+46:48,137,Fairly Caleb,138,Spidertech Powered by C10,46:48 46:48,+4:07,\u25bc1,6,2012
22,139,+46:59,138,Boily David,139,Spidertech Powered by C10,46:59 46:59,+3:51,\u25bc1,6,2012
35,140,+48:19,139,Paolini Luca,140,Team Katusha,48:19 48:19,+5:08,\u25bc1,6,2012
26,141,+50:04,141,Bole Grega,141,Lampre - ISD,50:04 50:04,+3:15,-,6,2012
23,142,+54:00,142,Boivin Guillaume,142,Spidertech Powered by C10,54:00 54:00,+6:43,-,6,2012
26,143,+54:36,143,Konovalovas Ignatas,143,Movistar Team,54:36 54:36,+7:08,-,6,2012
32,144,+55:48,147,Urtasun Pablo,144,Euskaltel - Euskadi,55:48 55:48,+3:15,\u25b23,6,2012
23,145,+56:59,148,Robert Fr\xe9derique,145,Lotto Belisol Team,56:59 56:59,+4:14,\u25b23,6,2012
24,146,+57:23,146,Anderson Ryan,146,Spidertech Powered by C10,57:23 57:23,+5:10,-,6,2012
30,147,+57:59,145,Sohrabi Mehdi,147,Lotto Belisol Team,57:59 57:59,+7:17,\u25bc2,6,2012
25,1,+0:00,1,Costa Rui,1,Movistar Team,29:58:39 29:58:39,+0:00,-,7,2012
32,2,+0:14,5,Schleck Fr\xe4nk,2,RadioShack - Nissan,0:14 0:14,+-1:10,\u25b23,7,2012
38,3,+0:21,7,Leipheimer Levi,3,Omega Pharma - Quick-Step,0:21 0:21,+-1:06,\u25b24,7,2012
26,4,+0:25,3,Gesink Robert,4,Rabobank Cycling Team,0:25 0:25,+-1:30,\u25bc1,7,2012
28,5,+0:40,12,Nieve Mikel,5,Euskaltel - Euskadi,0:40 0:40,+-1:04,\u25b27,7,2012
26,6,+0:42,2,Kreuziger Roman,6,Astana Pro Team,0:42 0:42,+-1:52,\u25bc4,7,2012
34,7,+0:43,6,Danielson Thomas,7,Team Garmin - Barracuda,0:43 0:43,+-1:31,\u25bc1,7,2012
25,8,+1:01,10,Kruijswijk Steven,8,Rabobank Cycling Team,1:01 1:01,+-1:34,\u25b22,7,2012
32,9,+1:04,4,Valverde Alejandro,9,Movistar Team,1:04 1:04,+0:00,\u25bc5,7,2012
22,10,+1:13,14,Pinot Thibaut,10,FDJ - BigMat,1:13 1:13,+-1:31,\u25b24,7,2012
28,11,+1:22,9,L\xf6fkvist Thomas,11,Sky Procycling,1:22 1:22,+0:00,\u25bc2,7,2012
27,12,+1:26,11,Fuglsang Jakob,12,RadioShack - Nissan,1:26 1:26,+-1:52,\u25bc1,7,2012
27,13,+1:52,15,Roche Nicolas,13,AG2R La Mondiale,1:52 1:52,+0:00,\u25b22,7,2012
27,14,+2:12,16,S\xf8rensen Chris Anker,14,Team Saxo Bank - Tinkoff Bank,2:12 2:12,+0:20,\u25b22,7,2012
25,15,+2:23,18,Frank Mathias,15,BMC Racing Team,2:23 2:23,+0:20,\u25b23,7,2012
25,16,+2:44,20,Ki\u0161erlovski Robert,16,Astana Pro Team,2:44 2:44,+0:20,\u25b24,7,2012
29,17,+3:09,8,Gusev Vladimir,17,Team Katusha,3:09 3:09,+1:52,\u25bc9,7,2012
25,18,+3:18,24,De Clercq Bart,18,Lotto Belisol Team,3:18 3:18,+0:33,\u25b26,7,2012
32,19,+3:21,25,Astarloza Mikel,19,Euskaltel - Euskadi,3:21 3:21,+0:33,\u25b26,7,2012
31,20*,+3:27,31*,Caruso Giampaolo,20*,Team Katusha,3:27 3:27,+0:00,-,7,2012
24,21,+3:40,29,Izagirre Gorka,21,Euskaltel - Euskadi,3:40 3:40,+0:43,\u25b28,7,2012
24,22,+4:35,23,Poels Wout,22,Vacansoleil - DCM,4:35 4:35,+1:52,\u25b21,7,2012
32,23,+5:46,32,Muravyev Dmitriy,23,Astana Pro Team,5:46 5:46,+1:39,\u25b29,7,2012
36,24,+6:30,34,Barry Michael,24,Sky Procycling,6:30 6:30,+2:03,\u25b210,7,2012
31,25,+6:50,47,Albasini Michael,25,Orica GreenEDGE,6:50 6:50,+-3:40,\u25b222,7,2012
29,26,+7:13,28,Gerdemann Linus,26,RadioShack - Nissan,7:13 7:13,+4:16,\u25b22,7,2012
31,27,+8:09,30,ten Dam Laurens,27,Rabobank Cycling Team,8:09 8:09,+4:58,\u25b23,7,2012
27,28,+8:15,19,Cataldo Dario,28,Omega Pharma - Quick-Step,8:15 8:15,+6:06,\u25bc9,7,2012
28,29,+9:08,38,Burghardt Marcus,29,BMC Racing Team,9:08 9:08,+3:19,\u25b29,7,2012
25,30,+11:03,13,Kangert Tanel,30,Astana Pro Team,11:03 11:03,+9:23,\u25bc17,7,2012
29,31,+11:48,21,Monfort Maxime,31,RadioShack - Nissan,11:48 11:48,+9:23,\u25bc10,7,2012
28,32,+11:51,46,Roy J\xe9r\xe9my,32,FDJ - BigMat,11:51 11:51,+2:58,\u25b214,7,2012
33,33,+12:13,26,Bertogliati Rubens,33,Team Type 1 - SANOFI,12:13 12:13,+9:23,\u25bc7,7,2012
33,34,+12:45,22,Gadret John,34,AG2R La Mondiale,12:45 12:45,+10:06,\u25bc12,7,2012
22,35,+12:53,35,Slagter Tom-Jelte,35,Rabobank Cycling Team,12:53 12:53,+8:20,-,7,2012
21,36,+13:30,17,Moser Moreno,36,Liquigas - Cannondale,13:30 13:30,+11:31,\u25bc19,7,2012
27,37,+13:33,40,Rojas Jos\xe9 Joaqu\xedn,37,Movistar Team,13:33 13:33,+7:02,\u25b23,7,2012
27,38,+13:38,33,El Fares Julien,38,Team Type 1 - SANOFI,13:38 13:38,+9:23,\u25bc5,7,2012
35,39,+14:42,45,Gustov Volodymyr,39,Team Saxo Bank - Tinkoff Bank,14:42 14:42,+6:06,\u25b26,7,2012
36,40,+15:46,39,Kl\xf6den Andr\xe9as,40,RadioShack - Nissan,15:46 15:46,+9:23,\u25bc1,7,2012
25,41,+16:23,41,Peterson Tom,41,Team Garmin - Barracuda,16:23 16:23,+9:23,-,7,2012
26,42,+16:44,43,Kohler Martin,42,BMC Racing Team,16:44 16:44,+9:23,\u25b21,7,2012
27,43,+16:45,62,Possoni Morris,43,Lampre - ISD,16:45 16:45,+1:52,\u25b219,7,2012
33,44,+17:14,50,Elmiger Martin,44,AG2R La Mondiale,17:14 17:14,+7:02,\u25b26,7,2012
31,45,+19:53,64,Cummings Stephen,45,BMC Racing Team,19:53 19:53,+4:45,\u25b219,7,2012
26,46,+19:58,48,Stybar Zdenek,46,Omega Pharma - Quick-Step,19:58 19:58,+10:22,\u25b22,7,2012
27,47,+20:08,51,Van Avermaet Greg,47,BMC Racing Team,20:08 20:08,+9:23,\u25b24,7,2012
24,48,+20:19,55,Valls Rafael,48,Vacansoleil - DCM,20:19 20:19,+6:18,\u25b27,7,2012
27,49,+20:38,44,Gavazzi Francesco,49,Astana Pro Team,20:38 20:38,+13:04,\u25bc5,7,2012
32,50,+22:54,54,Paulinho S\xe9rgio,50,Team Saxo Bank - Tinkoff Bank,22:54 22:54,+9:23,\u25b24,7,2012
27,51,+23:17,75,Velits Peter,51,Omega Pharma - Quick-Step,23:17 23:17,+5:30,\u25b224,7,2012
31,52,+24:27,63,Karpets Vladimir,52,Movistar Team,24:27 24:27,+9:23,\u25b211,7,2012
31,53,+24:56,66,Kolobnev Alexandr,53,Team Katusha,24:56 24:56,+9:23,\u25b213,7,2012
28,54,+25:09,68,Montaguti Matteo,54,AG2R La Mondiale,25:09 25:09,+9:23,\u25b214,7,2012
31,55,+25:19,69,Mori Manuele,55,Lampre - ISD,25:19 25:19,+9:23,\u25b214,7,2012
25,56,+25:53,71,Mollema Bauke,56,Rabobank Cycling Team,25:53 25:53,+9:23,\u25b215,7,2012
30,57,+26:22,27,Cunego Damiano,57,Lampre - ISD,26:22 26:22,+23:26,\u25bc30,7,2012
27,58,+26:31,74,Didier Laurent,58,RadioShack - Nissan,26:31 26:31,+9:23,\u25b216,7,2012
29,59,+27:13,76,Duggan Timothy,59,Liquigas - Cannondale,27:13 27:13,+9:23,\u25b217,7,2012
32,60,+27:45,78,Kessiakoff Fredrik,60,Astana Pro Team,27:45 27:45,+9:23,\u25b218,7,2012
31,61,+27:46,79,Wegmann Fabian,61,Team Garmin - Barracuda,27:46 27:46,+9:23,\u25b218,7,2012
21,62,+28:30,36,Preidler Georg,62,Team Type 1 - SANOFI,28:30 28:30,+23:26,\u25bc26,7,2012
22,63,+28:50,37,Puccio Salvatore,63,Sky Procycling,28:50 28:50,+23:26,\u25bc26,7,2012
29,64,+30:29,42,Hoogerland Johnny,64,Vacansoleil - DCM,30:29 30:29,+23:26,\u25bc22,7,2012
30,65,+30:55,82,Wynants Maarten,65,Rabobank Cycling Team,30:55 30:55,+9:23,\u25b217,7,2012
26,66,+31:00,49,Cusin Remi,66,Team Type 1 - SANOFI,31:00 31:00,+21:12,\u25bc17,7,2012
28,67,+31:23,84,Nordhaug Lars Petter,67,Sky Procycling,31:23 31:23,+9:23,\u25b217,7,2012
31,68,+31:45,85,Davis Allan,68,Orica GreenEDGE,31:45 31:45,+9:23,\u25b217,7,2012
38,69,+33:18,96,Bruseghin Marzio,69,Movistar Team,33:18 33:18,+7:02,\u25b227,7,2012
34,70,+34:00,87,Hayman Mathew,70,Sky Procycling,34:00 34:00,+10:43,\u25b217,7,2012
32,71,+34:14,89,Nuyens Nick,71,Team Saxo Bank - Tinkoff Bank,34:14 34:14,+9:23,\u25b218,7,2012
30,72,+34:51,52,Perez Ruben,72,Euskaltel - Euskadi,34:51 34:51,+23:26,\u25bc20,7,2012
24,73,+35:19,59,Howes Alex,73,Team Garmin - Barracuda,35:19 35:19,+20:53,\u25bc14,7,2012
32,74,+36:45,53,Rast Gregory,74,RadioShack - Nissan,36:45 36:45,+23:26,\u25bc21,7,2012
33,75,+37:01,97,Guti\xe9rrez Jos\xe9 Iv\xe1n,75,Movistar Team,37:01 37:01,+10:43,\u25b222,7,2012
36,76,+37:27,56,Freire Oscar,76,Team Katusha,37:27 37:27,+23:26,\u25bc20,7,2012
27,77,+37:34,100,Bazzana Alessandro,77,Team Type 1 - SANOFI,37:34 37:34,+9:23,\u25b223,7,2012
22,78,+37:38,57,Sagan Peter,78,Liquigas - Cannondale,37:38 37:38,+23:26,\u25bc21,7,2012
30,79,+37:39,58,Minard S\xe9bastien,79,AG2R La Mondiale,37:39 37:39,+23:26,\u25bc21,7,2012
27,80,+38:04,60,Langeveld Sebastian,80,Orica GreenEDGE,38:04 38:04,+23:26,\u25bc20,7,2012
26,81,+38:11,61,Isaychev Vladimir,81,Team Katusha,38:11 38:11,+23:26,\u25bc20,7,2012
35,82,+38:20,104,Zandio Xabier,82,Sky Procycling,38:20 38:20,+9:23,\u25b222,7,2012
28,83,+38:37,65,Megias Javier,83,Team Type 1 - SANOFI,38:37 38:37,+23:26,\u25bc18,7,2012
28,84,+39:01,67,Marcato Marco,84,Vacansoleil - DCM,39:01 39:01,+23:26,\u25bc17,7,2012
36,85,+39:55,70,Kroon Karsten,85,Team Saxo Bank - Tinkoff Bank,39:55 39:55,+23:26,\u25bc15,7,2012
27,86,+40:08,72,Dekker Thomas,86,Team Garmin - Barracuda,40:08 40:08,+23:26,\u25bc14,7,2012
25,87,+40:18,73,Oss Daniel,87,Liquigas - Cannondale,40:18 40:18,+23:26,\u25bc14,7,2012
28,88,+41:29,77,Bookwalter Brent,88,BMC Racing Team,41:29 41:29,+23:26,\u25bc11,7,2012
24,89,+42:35,80,Swift Ben,89,Sky Procycling,42:35 42:35,+23:26,\u25bc9,7,2012
32,90,+44:25,81,Geslin Anthony,90,FDJ - BigMat,44:25 44:25,+23:26,\u25bc9,7,2012
24,91,+45:25,83,Bonnafond Guillaume,91,AG2R La Mondiale,45:25 45:25,+23:26,\u25bc8,7,2012
28,92,+46:04,86,Euser Lucas,92,,46:04 46:04,+23:26,\u25bc6,7,2012
28,93,+47:38,88,Chainel Steve,93,FDJ - BigMat,47:38 47:38,+23:26,\u25bc5,7,2012
38,94,+47:43,122,Hondo Danilo,94,Lampre - ISD,47:43 47:43,+9:42,\u25b228,7,2012
30,95,+49:18,90,Mondory Lloyd,95,AG2R La Mondiale,49:18 49:18,+23:26,\u25bc5,7,2012
28,96,+49:20,91,Terpstra Niki,96,Omega Pharma - Quick-Step,49:20 49:20,+23:26,\u25bc5,7,2012
28,97,+49:23,92,Dall'Antonia Tiziano,97,Liquigas - Cannondale,49:23 49:23,+23:26,\u25bc5,7,2012
38,98,+49:25,93,Horrach Joan,98,Team Katusha,49:25 49:25,+23:26,\u25bc5,7,2012
36,99,+49:25,94,Niermann Grischa,99,Rabobank Cycling Team,",, 49:25",+23:26,\u25bc5,7,2012
38,100,+49:34,95,Petacchi Alessandro,100,Lampre - ISD,49:34 49:34,+23:26,\u25bc5,7,2012
30,101,+49:46,98,Reynes Vicente,101,Lotto Belisol Team,49:46 49:46,+23:26,\u25bc3,7,2012
28,102,+50:54,99,Hutarovich Yauheni,102,FDJ - BigMat,50:54 50:54,+23:26,\u25bc3,7,2012
30,103,+51:39,101,Colli Daniele,103,Team Type 1 - SANOFI,51:39 51:39,+23:26,\u25bc2,7,2012
33,104,+51:44,102,Cooke Baden,104,Orica GreenEDGE,51:44 51:44,+23:26,\u25bc2,7,2012
31,105,+51:46,103,Vansummeren Johan,105,Team Garmin - Barracuda,51:46 51:46,+23:26,\u25bc2,7,2012
31,106,+52:37,105,Cancellara Fabian,106,RadioShack - Nissan,52:37 52:37,+23:26,\u25bc1,7,2012
31,107,+52:58,106,Bazayev Assan,107,Astana Pro Team,52:58 52:58,+23:26,\u25bc1,7,2012
21,108,+53:15,107,Herrada Jes\xfas,108,Movistar Team,53:15 53:15,+23:26,\u25bc1,7,2012
27,109,+53:28,108,Breschel Matti,109,Rabobank Cycling Team,53:28 53:28,+23:26,\u25bc1,7,2012
22,110,+53:30,109,Rowe Luke,110,Sky Procycling,53:30 53:30,+23:26,\u25bc1,7,2012
38,111,+54:14,119,O'Grady Stuart,111,Orica GreenEDGE,54:14 54:14,+17:40,\u25b28,7,2012
31,112,+54:38,110,Boonen Tom,112,Omega Pharma - Quick-Step,54:38 54:38,+23:26,\u25bc2,7,2012
30,113,+55:25,111,Efimkin Alexander,113,Team Type 1 - SANOFI,55:25 55:25,+23:26,\u25bc2,7,2012
22,114,+56:01,137,Novikov Nikita,114,Vacansoleil - DCM,56:01 56:01,+9:23,\u25b223,7,2012
30,115,+56:28,112,Vandborg Brian,115,Spidertech Powered by C10,56:28 56:28,+23:26,\u25bc3,7,2012
29,116,+56:32,113,King Edward,116,Liquigas - Cannondale,56:32 56:32,+23:26,\u25bc3,7,2012
24,117,+57:15,114,Sicard Romain,117,Euskaltel - Euskadi,57:15 57:15,+23:26,\u25bc3,7,2012
24,118,+57:22,115,Guarnieri Jacopo,118,Astana Pro Team,57:22 57:22,+23:26,\u25bc3,7,2012
24,119,+58:06,116,Lodewyck Klaas,119,BMC Racing Team,58:06 58:06,+23:26,\u25bc3,7,2012
23,120,+58:35,117,Agostini Stefano,120,Liquigas - Cannondale,58:35 58:35,+23:26,\u25bc3,7,2012
28,121,+59:47,118,Vigano Davide,121,Lampre - ISD,59:47 59:47,+23:26,\u25bc3,7,2012
25,122,+1:00:12,120,Boeckmans Kris,122,Vacansoleil - DCM,1:00:12 1:00:12,+23:26,\u25bc2,7,2012
24,123,+1:01:28,123,B\xe9rard Julien,123,AG2R La Mondiale,1:01:28 1:01:28,+23:26,-,7,2012
34,124,+1:01:30,124,Bertagnolli Leonardo,124,Lampre - ISD,1:01:30 1:01:30,+23:26,-,7,2012
25,125,+1:03:06,130,Vinther Troels,125,Team Saxo Bank - Tinkoff Bank,1:03:06 1:03:06,+21:15,\u25b25,7,2012
27,126,+1:03:12,125,Mortensen Martin,126,Vacansoleil - DCM,1:03:12 1:03:12,+23:26,\u25bc1,7,2012
28,127,+1:03:23,126,Farrar Tyler,127,Team Garmin - Barracuda,1:03:23 1:03:23,+23:26,\u25bc1,7,2012
22,128,+1:03:29,127,Trentin Matteo,128,Omega Pharma - Quick-Step,1:03:29 1:03:29,+23:26,\u25bc1,7,2012
27,129,+1:04:03,128,K\xfcnzli Raimond,129,Spidertech Powered by C10,1:04:03 1:04:03,+23:26,\u25bc1,7,2012
23,130,+1:05:07,129,Viviani Elia,130,Liquigas - Cannondale,1:05:07 1:05:07,+23:26,\u25bc1,7,2012
29,131,+1:05:17,131,Bonnet William,131,FDJ - BigMat,1:05:17 1:05:17,+23:26,-,7,2012
31,132,+1:06:56,132,Steegmans Gert,132,Omega Pharma - Quick-Step,1:06:56 1:06:56,+23:26,-,7,2012
27,133,+1:08:26,133,M\xf8rk\xf8v Michael,133,Team Saxo Bank - Tinkoff Bank,1:08:26 1:08:26,+23:26,-,7,2012
32,134,+1:09:25,134,Boucher David,134,FDJ - BigMat,1:09:25 1:09:25,+23:26,-,7,2012
29,135,+1:09:29,135,Kaisen Olivier,135,Lotto Belisol Team,1:09:29 1:09:29,+23:26,-,7,2012
27,136,+1:09:53,136,Pineau C\xe9dric,136,FDJ - BigMat,1:09:53 1:09:53,+23:26,-,7,2012
25,137,+1:10:14,138,Fairly Caleb,137,Spidertech Powered by C10,1:10:14 1:10:14,+23:26,\u25b21,7,2012
35,138,+1:11:45,140,Paolini Luca,138,Team Katusha,1:11:45 1:11:45,+23:26,\u25b22,7,2012
26,139,+1:13:30,141,Bole Grega,139,Lampre - ISD,1:13:30 1:13:30,+23:26,\u25b22,7,2012
