Rnk,Prev,\u25bc\u25b2,BIB,Rider,Age,Team,GC,GC-Time,Time,Time won/lost,year,stage
43,49,\u25b26,38,Wyss Danilo,29,BMC Racing Team,43,+31:45,31:45 31:45,+-2:06,2015,8
44,46,\u25b22,104,Impey Daryl,30,Orica GreenEDGE,44,+32:14,32:14 32:14,+1:30,2015,8
45,51,\u25b26,21,Elmiger Martin,36,IAM Cycling,45,+35:21,35:21 35:21,+1:30,2015,8
46,47,\u25b21,31,Dillier Silvan,24,BMC Racing Team,46,+35:43,35:43 35:43,+2:55,2015,8
47,53,\u25b26,144,Go\u0142a\u015b Micha\u0142,31,Etixx - Quick Step,47,+38:45,38:45 38:45,+1:32,2015,8
48,54,\u25b26,137,Roy J\xe9r\xe9my,31,FDJ,48,+39:40,39:40 39:40,+1:58,2015,8
49,58,\u25b29,64,Martens Paul,31,Team LottoNL-Jumbo,49,+42:39,42:39 42:39,+0:05,2015,8
50,55,\u25b25,23,Denifl Stefan,27,IAM Cycling,50,+43:06,43:06 43:06,+2:51,2015,8
51,52,\u25b21,95,King Benjamin,26,Team Cannondale - Garmin,51,+43:23,43:23 43:23,+7:53,2015,8
52,57,\u25b25,171,Szmyd Sylwester,37,CCC Sprandi Polkowice,52,+43:26,43:26 43:26,+1:30,2015,8
53,50,\u25bc3,172,Samoilau Branislau,30,CCC Sprandi Polkowice,53,+44:33,44:33 44:33,+10:47,2015,8
54,61,\u25b27,103,Clarke Simon,28,Orica GreenEDGE,54,+44:33,",, 44:33",+0:00,2015,8
55,59,\u25b24,112,Capecchi Eros,29,Movistar Team,55,+45:20,45:20 45:20,+1:30,2015,8
56,65,\u25b29,186,Marcato Marco,31,Wanty - Groupe Gobert,56,+46:33,46:33 46:33,+-1:39,2015,8
57,64,\u25b27,135,Ladagnous Matthieu,30,FDJ,57,+46:51,46:51 46:51,+1:00,2015,8
58,63,\u25b25,118,Ventoso Francisco,33,Movistar Team,58,+46:53,46:53 46:53,+1:30,2015,8
59,70,\u25b211,108,Meyer Cameron,27,Orica GreenEDGE,59,+47:13,47:13 47:13,+-2:25,2015,8
60,73,\u25b213,147,Trentin Matteo,25,Etixx - Quick Step,60,+48:29,48:29 48:29,+-2:07,2015,8
61,72,\u25b211,177,Honkisz Adrian,27,CCC Sprandi Polkowice,61,+49:13,49:13 49:13,+0:20,2015,8
62,71,\u25b29,36,Senni Manuel,23,BMC Racing Team,62,+50:19,50:19 50:19,+1:30,2015,8
63,56,\u25bc7,174,Schumacher Stefan,33,CCC Sprandi Polkowice,63,+51:26,51:26 51:26,+10:47,2015,8
64,74,\u25b210,125,De Gendt Thomas,28,Lotto Soudal,64,+52:09,52:09 52:09,+1:37,2015,8
65,78,\u25b213,48,Valgren Michael,23,Tinkoff - Saxo,65,+53:43,53:43 53:43,+0:00,2015,8
66,60,\u25bc6,14,Didier Laurent,30,Trek Factory Racing,66,+54:58,54:58 54:58,+10:47,2015,8
67,67,-,5,Niemiec Przemyslaw,35,Lampre - Merida,67,+55:04,55:04 55:04,+7:53,2015,8
68,62,\u25bc6,4,Conti Valerio,22,Lampre - Merida,68,+55:59,55:59 55:59,+10:47,2015,8
69,80,\u25b211,167,Minard S\xe9bastien,33,AG2R La Mondiale,69,+57:17,57:17 57:17,+1:32,2015,8
70,66,\u25bc4,168,Domont Axel,24,AG2R La Mondiale,70,+57:48,57:48 57:48,+10:47,2015,8
71,68,\u25bc3,123,Breen Vegard,25,Lotto Soudal,71,+58:07,58:07 58:07,+10:47,2015,8
72,86,\u25b214,42,Bennati Daniele,34,Tinkoff - Saxo,72,+59:07,59:07 59:07,+-2:08,2015,8
73,69,\u25bc4,154,Agnoli Valerio,30,Astana Pro Team,73,+59:14,59:14 59:14,+10:57,2015,8
74,76,\u25b22,97,Mohoric Matej,20,Team Cannondale - Garmin,74,+1:00:50,1:00:50 1:00:50,+7:53,2015,8
75,88,\u25b213,141,Kwiatkowski Michal,25,Etixx - Quick Step,75,+1:01:51,1:01:51 1:01:51,+-1:44,2015,8
76,84,\u25b28,74,Kozonchuk Dmitry,31,Team Katusha,76,+1:02:33,1:02:33 1:02:33,+2:15,2015,8
77,83,\u25b26,164,Gaudin Damien,28,AG2R La Mondiale,77,+1:02:45,1:02:45 1:02:45,+2:51,2015,8
78,90,\u25b212,75,Kuznetsov Viacheslav,25,Team Katusha,78,+1:02:50,1:02:50 1:02:50,+-1:39,2015,8
79,94,\u25b215,73,Haller Marco,24,Team Katusha,79,+1:03:00,1:03:00 1:03:00,+-2:06,2015,8
80,87,\u25b27,16,Rast Gregory,35,Trek Factory Racing,80,+1:03:05,1:03:05 1:03:05,+1:30,2015,8
81,77,\u25bc4,81,Degenkolb John,26,Team Giant - Alpecin,81,+1:03:56,1:03:56 1:03:56,+10:47,2015,8
82,96,\u25b214,128,Roelandts Jurgen,29,Lotto Soudal,82,+1:04:52,1:04:52 1:04:52,+-1:36,2015,8
83,92,\u25b29,105,Hayman Mathew,37,Orica GreenEDGE,83,+1:05:13,1:05:13 1:05:13,+1:30,2015,8
84,93,\u25b29,86,Fr\xf6hlinger Johannes,30,Team Giant - Alpecin,84,+1:05:54,1:05:54 1:05:54,+1:40,2015,8
85,101,\u25b216,88,Preidler Georg,25,Team Giant - Alpecin,85,+1:07:08,1:07:08 1:07:08,+0:00,2015,8
86,82,\u25bc4,47,M\xf8rk\xf8v Michael,30,Tinkoff - Saxo,86,+1:07:08,",, 1:07:08",+7:53,2015,8
87,97,\u25b210,146,Stybar Zdenek,29,Etixx - Quick Step,87,+1:07:13,1:07:13 1:07:13,+1:32,2015,8
88,91,\u25b23,165,Turgot S\xe9bastien,31,AG2R La Mondiale,88,+1:07:38,1:07:38 1:07:38,+4:13,2015,8
89,100,\u25b211,116,Malori Adriano,27,Movistar Team,89,+1:09:17,1:09:17 1:09:17,+2:51,2015,8
90,89,\u25bc1,63,Lindeman Bert-Jan,26,Team LottoNL-Jumbo,90,+1:10:35,1:10:35 1:10:35,+7:53,2015,8
91,85,\u25bc6,67,Vanmarcke Sep,26,Team LottoNL-Jumbo,91,+1:11:12,1:11:12 1:11:12,+10:47,2015,8
92,99,\u25b27,62,Leezer Tom,29,Team LottoNL-Jumbo,92,+1:14:14,1:14:14 1:14:14,+7:53,2015,8
93,109,\u25b216,24,Devenyns Dries,31,IAM Cycling,93,+1:15:06,1:15:06 1:15:06,+2:22,2015,8
94,95,\u25b21,84,de Kort Koen,32,Team Giant - Alpecin,94,+1:15:55,1:15:55 1:15:55,+10:47,2015,8
95,104,\u25b29,96,Howes Alex,27,Team Cannondale - Garmin,95,+1:16:17,1:16:17 1:16:17,+7:53,2015,8
96,98,\u25b22,76,Lagutin Sergey,34,Team Katusha,96,+1:16:56,1:16:56 1:16:56,+10:47,2015,8
97,116,\u25b219,13,Devolder Stijn,35,Trek Factory Racing,97,+1:16:58,1:16:58 1:16:58,+-2:08,2015,8
98,108,\u25b210,122,Arm\xe9e Sander,29,Lotto Soudal,98,+1:17:05,1:17:05 1:17:05,+5:02,2015,8
99,112,\u25b213,44,Breschel Matti,30,Tinkoff - Saxo,99,+1:17:18,1:17:18 1:17:18,+1:30,2015,8
100,103,\u25b23,152,Bozic Borut,34,Astana Pro Team,100,+1:18:19,1:18:19 1:18:19,+10:47,2015,8
101,110,\u25b29,106,Tuft Svein,38,Orica GreenEDGE,101,+1:20:38,1:20:38 1:20:38,+7:53,2015,8
102,106,\u25b24,178,Bole Grega,29,CCC Sprandi Polkowice,102,+1:21:11,1:21:11 1:21:11,+10:47,2015,8
103,107,\u25b24,68,Teunissen Mike,22,Team LottoNL-Jumbo,103,+1:21:58,1:21:58 1:21:58,+10:47,2015,8
104,117,\u25b213,173,Rutkiewicz Marek,34,CCC Sprandi Polkowice,104,+1:22:54,1:22:54 1:22:54,+3:48,2015,8
105,111,\u25b26,34,Drucker Jean-Pierre,28,BMC Racing Team,105,+1:24:12,1:24:12 1:24:12,+10:47,2015,8
106,122,\u25b216,71,Kristoff Alexander,27,Team Katusha,106,+1:24:55,1:24:55 1:24:55,+2:55,2015,8
107,114,\u25b27,66,Van Asbroeck Tom,25,Team LottoNL-Jumbo,107,+1:24:56,1:24:56 1:24:56,+7:53,2015,8
108,113,\u25b25,98,Moser Moreno,24,Team Cannondale - Garmin,108,+1:26:46,1:26:46 1:26:46,+10:47,2015,8
109,115,\u25b26,142,Cavendish Mark,30,Etixx - Quick Step,109,+1:29:19,1:29:19 1:29:19,+10:47,2015,8
110,118,\u25b28,145,Renshaw Mark,32,Etixx - Quick Step,110,+1:30:26,1:30:26 1:30:26,+10:47,2015,8
111,119,\u25b28,92,Bettiol Alberto,21,Team Cannondale - Garmin,111,+1:30:47,1:30:47 1:30:47,+10:47,2015,8
112,126,\u25b214,153,Fominykh Daniil,23,Astana Pro Team,112,+1:31:52,1:31:52 1:31:52,+7:53,2015,8
113,134,\u25b221,45,Brutt Pavel,33,Tinkoff - Saxo,113,+1:32:16,1:32:16 1:32:16,+1:00,2015,8
114,123,\u25b29,72,Guarnieri Jacopo,27,Team Katusha,114,+1:33:50,1:33:50 1:33:50,+10:47,2015,8
115,124,\u25b29,87,Jones Carter,26,Team Giant - Alpecin,115,+1:34:28,1:34:28 1:34:28,+10:47,2015,8
116,127,\u25b211,1,Cimolai Davide,25,Lampre - Merida,116,+1:36:02,1:36:02 1:36:02,+10:47,2015,8
117,130,\u25b213,27,Br\xe4ndle Matthias,25,IAM Cycling,117,+1:37:07,1:37:07 1:37:07,+10:47,2015,8
118,132,\u25b214,11,Cancellara Fabian,34,Trek Factory Racing,118,+1:39:48,1:39:48 1:39:48,+10:47,2015,8
119,133,\u25b214,58,Pate Danny,36,Team Sky,119,+1:41:20,1:41:20 1:41:20,+10:47,2015,8
120,137,\u25b217,166,Kadri Blel,28,AG2R La Mondiale,120,+1:42:07,1:42:07 1:42:07,+8:13,2015,8
121,135,\u25b214,185,Antonini Simone,24,Wanty - Groupe Gobert,121,+1:42:23,1:42:23 1:42:23,+10:47,2015,8
122,139,\u25b217,43,Trusov Nikolay,29,Tinkoff - Saxo,122,+1:46:13,1:46:13 1:46:13,+10:47,2015,8
123,140,\u25b217,138,Vichot Arthur,26,FDJ,123,+1:46:17,1:46:17 1:46:17,+10:47,2015,8
124,142,\u25b218,132,Bonnet William,32,FDJ,124,+1:48:13,1:48:13 1:48:13,+10:47,2015,8
