Rnk,Rider,Age,Team,Pnt,GC,GC-Time,Time,year,stage
28,Schr\xf6der Bjorn,24.0,Team Wiesenhof,,41.0,+38:54,",, 32:00",2005,3
29,Hovelijnck Kurt,23.0,Chocolade Jacques - T Interim,,44.0,+38:55,",, 32:00",2005,3
30,Ravard Anthony,21.0,Bouygues Telecom,,89.0,+47:43,",, 32:00",2005,3
31,Mondory Lloyd,22.0,AG2R Pr\xe9voyance,,19.0,+32:14,",, 32:00",2005,3
32,Patour Kilian,22.0,Cr\xe9dit Agricole,,83.0,+47:43,",, 32:00",2005,3
33,El Mohammadi Farouk,,,,75.0,+46:54,",, 32:00",2005,3
34,Musiol Daniel,21.0,Team Wiesenhof,,71.0,+40:29,",, 32:00",2005,3
35,Herve C\xe9dric,25.0,Cr\xe9dit Agricole,,85.0,+47:43,",, 32:00",2005,3
36,Ghyllebert Pieter,22.0,Chocolade Jacques - T Interim,,37.0,+36:00,",, 32:00",2005,3
37,Krivtsov Yuriy,25.0,AG2R Pr\xe9voyance,,86.0,+47:43,",, 32:00",2005,3
38,Kaggestad Mads,27.0,Cr\xe9dit Agricole,,25.0,+32:16,",, 32:00",2005,3
39,Cretskens Wilfried,28.0,Quickstep - Innergetic,,26.0,+32:18,",, 32:00",2005,3
40,Wynants Maarten,22.0,Chocolade Jacques - T Interim,,52.0,+38:55,",, 32:00",2005,3
41,Schmitz Bram,27.0,T-Mobile Team,,80.0,+47:43,",, 32:00",2005,3
42,Abduljaleel Ahmed,,,,76.0,+47:12,",, 32:00",2005,3
43,van Heeswijk Max,31.0,Discovery Channel,,55.0,+38:55,",, 32:00",2005,3
44,Pollock Rhys,24.0,,,99.0,+47:43,",, 32:00",2005,3
45,Esmaeili Tareq,27.0,,,84.0,+47:43,",, 32:00",2005,3
46,Giling Bas,22.0,T-Mobile Team,,79.0,+47:43,",, 32:00",2005,3
47,Loda Nicola,33.0,Liquigas,,59.0,+38:55,",, 32:00",2005,3
48,Knaven Servais,33.0,Quickstep - Innergetic,,30.0,+32:40,",, 32:00",2005,3
49,Rapinski Viktor,23.0,Phonak Hearing Systems,,91.0,+47:43,",, 32:00",2005,3
50,Pinotti Marco,28.0,Saunier Duval - Prodir,,98.0,+47:43,",, 32:00",2005,3
51,van Mechelen Wouter,23.0,Chocolade Jacques - T Interim,,43.0,+38:55,",, 32:00",2005,3
52,Kohl Bernhard,23.0,T-Mobile Team,,46.0,+38:55,",, 32:00",2005,3
53,Hulsmans Kevin,26.0,Quickstep - Innergetic,,31.0,+32:47,",, 32:00",2005,3
54,Nuyens Nick,24.0,Quickstep - Innergetic,,29.0,+32:30,",, 32:00",2005,3
55,Hunter Robert,27.0,Phonak Hearing Systems,,18.0,+32:08,",, 32:00",2005,3
56,Portal S\xe9bastien,22.0,Cr\xe9dit Agricole,,87.0,+47:43,",, 32:00",2005,3
57,Clerc Aur\xe9lien,25.0,Phonak Hearing Systems,,21.0,+32:14,",, 32:00",2005,3
58,Reinerink Rik,31.0,Shimano - Memory Corp,,77.0,+47:41,",, 32:00",2005,3
59,Zampieri Steve,27.0,Phonak Hearing Systems,,102.0,+47:43,",, 32:00",2005,3
60,Stubbe Tom,23.0,Chocolade Jacques - T Interim,,28.0,+32:18,",, 32:00",2005,3
61,De Vocht Wim,22.0,Davitamon - Lotto,,88.0,+47:43,",, 32:00",2005,3
62,Cobo Juan Jose,23.0,Saunier Duval - Prodir,,104.0,+47:43,",, 32:00",2005,3
63,Putsep Erki,28.0,AG2R Pr\xe9voyance,,54.0,+38:55,",, 32:00",2005,3
64,Obst Rene,27.0,Team Wiesenhof,,95.0,+47:43,",, 32:00",2005,3
65,Grivko Andrei,21.0,Domina Vacanze,,90.0,+47:43,",, 32:00",2005,3
66,Bertogliati Rubens,25.0,Saunier Duval - Prodir,,108.0,+47:43,",, 32:00",2005,3
67,Cadamuro Simone,28.0,Domina Vacanze,,81.0,+47:43,",, 32:00",2005,3
68,Botcharov Alexandre,29.0,Cr\xe9dit Agricole,,97.0,+47:43,",, 32:00",2005,3
69,Ravaioli Ivan,24.0,Saunier Duval - Prodir,,57.0,+38:55,",, 32:00",2005,3
70,Roesems Bert,32.0,Davitamon - Lotto,,61.0,+38:55,",, 32:00",2005,3
71,Ventoso Francisco,22.0,Saunier Duval - Prodir,,47.0,+38:55,",, 32:00",2005,3
72,Sironi Gianluca,30.0,Liquigas,,65.0,+38:55,",, 32:00",2005,3
73,Korff Andre,31.0,T-Mobile Team,,48.0,+38:55,",, 32:00",2005,3
74,Zanotti Marco,31.0,Liquigas,,45.0,+38:55,",, 32:00",2005,3
75,van Bon L\xe9on,33.0,Davitamon - Lotto,,35.0,+33:18,",, 32:00",2005,3
76,Siedler Sebastian,27.0,Team Wiesenhof,,82.0,+47:43,",, 32:00",2005,3
77,Vierhouten Aart,34.0,Davitamon - Lotto,,49.0,+38:55,",, 32:00",2005,3
78,Van Oord Rene,,,,111.0,+47:43,",, 32:00",2005,3
79,Abduljanan Khalil,21.0,,,122.0,+49:00,",, 32:00",2005,3
80,Burghardt Marcus,21.0,T-Mobile Team,,62.0,+38:55,",, 32:00",2005,3
81,Tafi Andrea,38.0,Saunier Duval - Prodir,,38.0,+36:00,",, 32:00",2005,3
82,Gene Yohann,23.0,Bouygues Telecom,,67.0,+38:55,",, 32:00",2005,3
83,Roberts Luke,28.0,CSC ProTeam,,100.0,+47:43,",, 32:00",2005,3
84,MAINGUENAUD Fr\xe9d\xe9ric,30.0,Bouygues Telecom,,66.0,+38:55,",, 32:00",2005,3
85,Mattan Nico,33.0,Davitamon - Lotto,,63.0,+38:55,",, 32:00",2005,3
86,Rast Gregory,25.0,Phonak Hearing Systems,,93.0,+47:43,",, 32:00",2005,3
87,Schumacher Stefan,23.0,Shimano - Memory Corp,,101.0,+47:43,",, 32:00",2005,3
88,Joachim Benoit,29.0,Discovery Channel,,94.0,+47:43,",, 32:00",2005,3
89,Trentin Guido,29.0,Cofidis,,27.0,+32:18,",, 32:00",2005,3
90,Bramati Davide,36.0,Quickstep - Innergetic,,69.0,+38:55,",, 32:00",2005,3
91,Furlan Angelo,27.0,Domina Vacanze,,58.0,+38:55,",, 32:00",2005,3
92,Cipollini Mario,37.0,Liquigas,,32.0,+33:12,",, 32:00",2005,3
93,Flickinger Andy,26.0,AG2R Pr\xe9voyance,,23.0,+32:14,",, 32:00",2005,3
94,Andriotto Dario,32.0,Liquigas,,72.0,+40:29,",, 32:00",2005,3
95,Vaitkus Tomas,22.0,AG2R Pr\xe9voyance,,33.0,+33:18,",, 32:00",2005,3
96,Gobbi Michele,27.0,Domina Vacanze,,73.0,+41:39,",, 32:00",2005,3
97,Visconti Giovanni,22.0,Domina Vacanze,,109.0,+47:43,",, 32:00",2005,3
98,Ludewig Jorg,29.0,Domina Vacanze,,64.0,+38:55,",, 32:00",2005,3
99,Kashechkin Andrey,24.0,Cr\xe9dit Agricole,,56.0,+38:55,",, 32:00",2005,3
100,Ivanov Serguei,29.0,T-Mobile Team,,96.0,+47:43,",, 32:00",2005,3
101,Hesjedal Ryder,24.0,Discovery Channel,,112.0,+47:43,",, 32:00",2005,3
102,Milesi Marco,35.0,Liquigas,,118.0,+47:43,",, 32:00",2005,3
103,Muravyev Dmitriy,25.0,Cr\xe9dit Agricole,,116.0,+47:43,",, 32:00",2005,3
104,Nuritdinov Rafael,27.0,Domina Vacanze,,110.0,+47:43,",, 32:00",2005,3
105,Mikhailov Guennady,30.0,Discovery Channel,,103.0,+47:43,",, 32:00",2005,3
106,Urweider Sascha,24.0,Phonak Hearing Systems,,115.0,+47:43,",, 32:00",2005,3
107,Murn Uros,29.0,Phonak Hearing Systems,,105.0,+47:43,",, 32:00",2005,3
108,Ulzii-orshikh Jamsran,,,,92.0,+47:43,",, 32:00",2005,3
109,Caethoven Steven,23.0,Chocolade Jacques - T Interim,,60.0,+38:55,",, 32:00",2005,3
110,van Speybroeck Wesley,26.0,Chocolade Jacques - T Interim,,50.0,+38:55,",, 32:00",2005,3
111,Riblon Christophe,24.0,AG2R Pr\xe9voyance,,117.0,+47:43,",, 32:00",2005,3
112,Kern Christophe,24.0,Bouygues Telecom,,107.0,+47:43,",, 32:00",2005,3
113,Hoste Leif,27.0,Discovery Channel,,68.0,+38:55,",, 32:00",2005,3
114,Nazon Damien,30.0,Cr\xe9dit Agricole,,114.0,+47:43,",, 32:00",2005,3
115,Hammond Roger,31.0,Discovery Channel,,34.0,+33:18,",, 32:00",2005,3
116,Hoffman Tristan,35.0,CSC ProTeam,,113.0,+47:43,",, 32:00",2005,3
117,Usov Alexandre,27.0,AG2R Pr\xe9voyance,,51.0,+38:55,",, 32:00",2005,3
118,Jalabert Nicolas,31.0,Phonak Hearing Systems,,24.0,+32:14,",, 32:00",2005,3
119,McCartney Jason,31.0,Discovery Channel,,119.0,+47:43,",, 32:00",2005,3
120,Carter Michael,41.0,,,120.0,+47:43,",, 32:00",2005,3
121,Hollands Edmund,,,,106.0,+47:43,",, 32:00",2005,3
122,Voeckler Thomas,25.0,Bouygues Telecom,,121.0,+47:43,",, 32:00",2005,3
DNF,Nardello Daniele,32.0,T-Mobile Team,,,+ - 11:50:23,-4:05:28 -4:05:28,2005,3
DNF,Mori Manuele,24.0,Saunier Duval - Prodir,,,+ - 11:50:23,",, -4:05:28",2005,3
DNF,Charteau Anthony,25.0,Bouygues Telecom,,,+ - 11:50:23,",, -4:05:28",2005,3
DNF,Rigotto Elia,22.0,Domina Vacanze,,,+ - 11:50:23,",, -4:05:28",2005,3
DNF,Chavanel S\xe9bastien,21.0,Bouygues Telecom,,,+ - 11:50:23,",, -4:05:28",2005,3
HD,Rhiele Mohcena,,,,,+ - 11:50:23,",, -4:05:28",2005,3
1,Cipollini Mario,37.0,Liquigas,20.0,19.0,+32:59,3:31:37 3:31:37,2005,4
2,Boonen Tom,24.0,Quickstep - Innergetic,12.0,4.0,+5:21,",, ,,",2005,4
3,Vierhouten Aart,34.0,Davitamon - Lotto,7.0,27.0,+38:51,",, ,,",2005,4
4,Schr\xf6der Bjorn,24.0,Team Wiesenhof,5.0,29.0,+38:54,",, ,,",2005,4
5,Hunter Robert,27.0,Phonak Hearing Systems,4.0,11.0,+32:08,",, ,,",2005,4
6,Putsep Erki,28.0,AG2R Pr\xe9voyance,3.0,33.0,+38:55,",, ,,",2005,4
7,Furlan Angelo,27.0,Domina Vacanze,2.0,34.0,+38:55,",, ,,",2005,4
8,Usov Alexandre,27.0,AG2R Pr\xe9voyance,1.0,30.0,+38:54,",, ,,",2005,4
9,Ventoso Francisco,22.0,Saunier Duval - Prodir,,31.0,+38:55,",, ,,",2005,4
10,Martias Rony,24.0,Bouygues Telecom,,14.0,+32:14,",, ,,",2005,4
11,Mondory Lloyd,22.0,AG2R Pr\xe9voyance,,12.0,+32:14,",, ,,",2005,4
12,de Schrooder Benny,24.0,Chocolade Jacques - T Interim,,24.0,+37:06,",, ,,",2005,4
13,Kemna Rudi,37.0,Shimano - Memory Corp,,28.0,+38:53,",, ,,",2005,4
14,Michaelsen Lars,35.0,CSC ProTeam,,1.0,+0:00,",, ,,",2005,4
15,Guidi Fabrizio,32.0,CSC ProTeam,,3.0,+1:28,",, ,,",2005,4
16,Nazon Damien,30.0,Cr\xe9dit Agricole,,47.0,+47:42,",, ,,",2005,4
17,Bos Marco,25.0,Shimano - Memory Corp,,10.0,+32:06,",, ,,",2005,4
18,Burghardt Marcus,21.0,T-Mobile Team,,36.0,+38:55,",, ,,",2005,4
19,Clerc Aur\xe9lien,25.0,Phonak Hearing Systems,,13.0,+32:14,",, ,,",2005,4
20,Giling Bas,22.0,T-Mobile Team,,48.0,+47:43,",, ,,",2005,4
21,Flickinger Andy,26.0,AG2R Pr\xe9voyance,,15.0,+32:14,",, ,,",2005,4
22,Krivtsov Yuriy,25.0,AG2R Pr\xe9voyance,,49.0,+47:43,",, ,,",2005,4
23,Ivanov Serguei,29.0,T-Mobile Team,,52.0,+47:43,",, ,,",2005,4
24,Mikhailov Guennady,30.0,Discovery Channel,,55.0,+47:43,",, ,,",2005,4
25,Zanotti Marco,31.0,Liquigas,,32.0,+38:55,",, ,,",2005,4
26,Reinerink Rik,31.0,Shimano - Memory Corp,,46.0,+47:41,",, ,,",2005,4
27,B\xe4ckstedt Magnus,30.0,Liquigas,,8.0,+12:27,",, ,,",2005,4
28,Joachim Benoit,29.0,Discovery Channel,,51.0,+47:43,",, ,,",2005,4
29,Visconti Giovanni,22.0,Domina Vacanze,,56.0,+47:43,",, ,,",2005,4
30,Breschel Matti,20.0,CSC ProTeam,,2.0,+1:14,",, ,,",2005,4
31,Tjallingii Maarten,27.0,,,5.0,+5:43,",, ,,",2005,4
32,Rast Gregory,25.0,Phonak Hearing Systems,,53.0,+47:43,",, ,,",2005,4
33,Musiol Daniel,21.0,Team Wiesenhof,,40.0,+40:29,",, ,,",2005,4
34,Tafi Andrea,38.0,Saunier Duval - Prodir,,23.0,+36:00,",, ,,",2005,4
35,Mattan Nico,33.0,Davitamon - Lotto,,37.0,+38:55,",, ,,",2005,4
36,Voeckler Thomas,25.0,Bouygues Telecom,,58.0,+47:43,",, ,,",2005,4
37,Portal S\xe9bastien,22.0,Cr\xe9dit Agricole,,50.0,+47:43,",, ,,",2005,4
38,Cretskens Wilfried,28.0,Quickstep - Innergetic,,16.0,+32:18,",, ,,",2005,4
39,Quinziato Manuel,25.0,Saunier Duval - Prodir,,9.0,+12:30,",, ,,",2005,4
40,Stubbe Tom,23.0,Chocolade Jacques - T Interim,,17.0,+32:18,",, ,,",2005,4
41,Kashechkin Andrey,24.0,Cr\xe9dit Agricole,,35.0,+38:55,",, ,,",2005,4
42,Rapinski Viktor,23.0,Phonak Hearing Systems,,54.0,+47:43,",, ,,",2005,4
43,Riblon Christophe,24.0,AG2R Pr\xe9voyance,,57.0,+47:43,",, ,,",2005,4
44,Trentin Guido,29.0,Cofidis,,18.0,+32:31,0:13 0:13,2005,4
45,Loda Nicola,33.0,Liquigas,,38.0,+39:16,0:21 0:21,2005,4
46,Murn Uros,29.0,Phonak Hearing Systems,,59.0,+48:07,0:24 0:24,2005,4
47,Urweider Sascha,24.0,Phonak Hearing Systems,,60.0,+48:09,0:26 0:26,2005,4
48,Lombardi Giovanni,35.0,CSC ProTeam,,7.0,+8:50,0:33 0:33,2005,4
49,Eriksen Thomas bruun,25.0,CSC ProTeam,,6.0,+8:50,",, 0:33",2005,4
50,ten Dam Laurens,24.0,Shimano - Memory Corp,,26.0,+37:37,0:37 0:37,2005,4
51,Andriotto Dario,32.0,Liquigas,,41.0,+41:09,0:40 0:40,2005,4
52,Knaven Servais,33.0,Quickstep - Innergetic,,21.0,+33:22,0:42 0:42,2005,4
53,Bramati Davide,36.0,Quickstep - Innergetic,,39.0,+39:43,0:48 0:48,2005,4
54,Hoffman Tristan,35.0,CSC ProTeam,,62.0,+50:12,2:29 2:29,2005,4
55,Hulsmans Kevin,26.0,Quickstep - Innergetic,,22.0,+35:16,",, 2:29",2005,4
56,Cobo Juan Jose,23.0,Saunier Duval - Prodir,,66.0,+56:27,8:44 8:44,2005,4
57,Gobbi Michele,27.0,Domina Vacanze,,63.0,+50:23,",, 8:44",2005,4
58,Ravaioli Ivan,24.0,Saunier Duval - Prodir,,45.0,+47:39,",, 8:44",2005,4
59,Zampieri Steve,27.0,Phonak Hearing Systems,,65.0,+56:27,",, 8:44",2005,4
60,Roberts Luke,28.0,CSC ProTeam,,104.0,+1:19:12,31:29 31:29,2005,4
61,McEwen Robbie,32.0,Davitamon - Lotto,,25.0,+37:10,",, 31:29",2005,4
62,Hammond Roger,31.0,Discovery Channel,,71.0,+1:04:47,",, 31:29",2005,4
63,Devolder Stijn,25.0,Discovery Channel,,43.0,+43:59,",, 31:29",2005,4
64,Merckx Axel,32.0,Davitamon - Lotto,,44.0,+43:59,",, 31:29",2005,4
65,Pinotti Marco,28.0,Saunier Duval - Prodir,,103.0,+1:19:12,",, 31:29",2005,4
66,van Bon L\xe9on,33.0,Davitamon - Lotto,,73.0,+1:04:47,",, 31:29",2005,4
67,Pollock Rhys,24.0,,,105.0,+1:19:12,",, 31:29",2005,4
68,Hollands Edmund,,,,111.0,+1:19:12,",, 31:29",2005,4
69,Ljungqvist Marcus,30.0,Liquigas,,61.0,+48:28,",, 31:29",2005,4
70,Kaggestad Mads,27.0,Cr\xe9dit Agricole,,69.0,+1:03:45,",, 31:29",2005,4
71,Bertogliati Rubens,25.0,Saunier Duval - Prodir,,112.0,+1:19:12,",, 31:29",2005,4
72,van Speybroeck Wesley,26.0,Chocolade Jacques - T Interim,,79.0,+1:10:24,",, 31:29",2005,4
73,Baumann Eric,24.0,T-Mobile Team,,67.0,+1:03:43,",, 31:29",2005,4
74,van Mechelen Wouter,23.0,Chocolade Jacques - T Interim,,76.0,+1:10:24,",, 31:29",2005,4
75,Grivko Andrei,21.0,Domina Vacanze,,101.0,+1:19:12,",, 31:29",2005,4
76,van der Wal Eelke,24.0,Shimano - Memory Corp,,91.0,+1:17:03,",, 31:29",2005,4
77,Kohl Bernhard,23.0,T-Mobile Team,,78.0,+1:10:24,",, 31:29",2005,4
78,El Mohammadi Farouk,,,,92.0,+1:18:23,",, 31:29",2005,4
79,Wynants Maarten,22.0,Chocolade Jacques - T Interim,,80.0,+1:10:24,",, 31:29",2005,4
80,Caethoven Steven,23.0,Chocolade Jacques - T Interim,,84.0,+1:10:24,",, 31:29",2005,4
81,Rhiele Mohcena,,,,121.0,+1:19:38,",, 31:29",2005,4
82,MAINGUENAUD Fr\xe9d\xe9ric,30.0,Bouygues Telecom,,87.0,+1:10:24,",, 31:29",2005,4
83,Botcharov Alexandre,29.0,Cr\xe9dit Agricole,,106.0,+1:19:12,",, 31:29",2005,4
84,Vaitkus Tomas,22.0,AG2R Pr\xe9voyance,,72.0,+1:04:47,",, 31:29",2005,4
85,Hovelijnck Kurt,23.0,Chocolade Jacques - T Interim,,77.0,+1:10:24,",, 31:29",2005,4
86,De Vocht Wim,22.0,Davitamon - Lotto,,100.0,+1:19:12,",, 31:29",2005,4
87,van Heeswijk Max,31.0,Discovery Channel,,82.0,+1:10:24,",, 31:29",2005,4
88,Hoste Leif,27.0,Discovery Channel,,88.0,+1:10:24,",, 31:29",2005,4
89,Sironi Gianluca,30.0,Liquigas,,86.0,+1:10:24,",, 31:29",2005,4
90,Roesems Bert,32.0,Davitamon - Lotto,,85.0,+1:10:24,",, 31:29",2005,4
91,Milesi Marco,35.0,Liquigas,,117.0,+1:19:12,",, 31:29",2005,4
92,Abduljaleel Ahmed,,,,93.0,+1:18:41,",, 31:29",2005,4
93,Schumacher Stefan,23.0,Shimano - Memory Corp,,110.0,+1:19:12,",, 31:29",2005,4
94,Ghyllebert Pieter,22.0,Chocolade Jacques - T Interim,,75.0,+1:07:29,",, 31:29",2005,4
95,Patour Kilian,22.0,Cr\xe9dit Agricole,,95.0,+1:19:12,",, 31:29",2005,4
96,Carter Michael,41.0,,,119.0,+1:19:12,",, 31:29",2005,4
97,Rodriguez Fred,31.0,Davitamon - Lotto,,20.0,+33:05,",, 31:29",2005,4
98,Knees Christian,23.0,Team Wiesenhof,,83.0,+1:10:24,",, 31:29",2005,4
99,Herve C\xe9dric,25.0,Cr\xe9dit Agricole,,99.0,+1:19:12,",, 31:29",2005,4
100,Obst Rene,27.0,Team Wiesenhof,,108.0,+1:19:12,",, 31:29",2005,4
101,Ulzii-orshikh Jamsran,,,,107.0,+1:19:12,",, 31:29",2005,4
102,Mangel Laurent,23.0,AG2R Pr\xe9voyance,,64.0,+52:47,",, 31:29",2005,4
103,Greipel Andr\xe9,22.0,Team Wiesenhof,,74.0,+1:05:40,",, 31:29",2005,4
104,van Katwijk Alain,25.0,Shimano - Memory Corp,,94.0,+1:19:12,",, 31:29",2005,4
105,Van Oord Rene,,,,114.0,+1:19:12,",, 31:29",2005,4
106,Zanini Stefano,36.0,Quickstep - Innergetic,,90.0,+1:10:49,",, 31:29",2005,4
107,Nuyens Nick,24.0,Quickstep - Innergetic,,70.0,+1:03:59,",, 31:29",2005,4
108,Nuritdinov Rafael,27.0,Domina Vacanze,,113.0,+1:19:12,",, 31:29",2005,4
109,Bak Lars Ytting,25.0,CSC ProTeam,,42.0,+43:54,",, 31:29",2005,4
110,McCartney Jason,31.0,Discovery Channel,,120.0,+1:19:12,",, 31:29",2005,4
111,Hesjedal Ryder,24.0,Discovery Channel,,116.0,+1:19:12,",, 31:29",2005,4
112,Siedler Sebastian,27.0,Team Wiesenhof,,97.0,+1:19:12,",, 31:29",2005,4
113,Korff Andre,31.0,T-Mobile Team,,81.0,+1:10:24,",, 31:29",2005,4
114,Schmitz Bram,27.0,T-Mobile Team,,96.0,+1:19:12,",, 31:29",2005,4
115,Muravyev Dmitriy,25.0,Cr\xe9dit Agricole,,118.0,+1:19:12,",, 31:29",2005,4
116,Cadamuro Simone,28.0,Domina Vacanze,,98.0,+1:19:12,",, 31:29",2005,4
117,Jalabert Nicolas,31.0,Phonak Hearing Systems,,68.0,+1:03:43,",, 31:29",2005,4
118,Ravard Anthony,21.0,Bouygues Telecom,,109.0,+1:19:12,",, 31:29",2005,4
119,Abduljanan Khalil,21.0,,,122.0,+1:20:29,",, 31:29",2005,4
120,Kern Christophe,24.0,Bouygues Telecom,,115.0,+1:19:12,",, 31:29",2005,4
121,Gene Yohann,23.0,Bouygues Telecom,,89.0,+1:10:24,",, 31:29",2005,4
122,Esmaeili Tareq,27.0,,,102.0,+1:19:12,",, 31:29",2005,4
DNS,Ludewig Jorg,29.0,Domina Vacanze,,,+ - 15:22:00,-3:31:37 -3:31:37,2005,4
