Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,Time won/lost,stage,year
24,,203,,+0:00,,Lund Anders,53,Saxo Bank,",, 0:36",,6,2009
37,,202,,+0:00,,Voigt Jens,54,Saxo Bank,",, 0:36",,6,2009
24,,18,,+0:00,,Sonnery Blaise,55,AG2R La Mondiale,",, 0:36",,6,2009
31,,152,,+0:00,,Bertagnolli Leonardo,56*,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:36",,6,2009
29,,59,,+0:00,,Charteau Anthony,56,Caisse d'Epargne,",, 0:36",,6,2009
28,,122,,+0:00,,Bosisio Gabriele,57,LPR Brakes - Farnese Vini,",, 0:36",,6,2009
35,,127,,+0:00,,Petacchi Alessandro,58,LPR Brakes - Farnese Vini,",, 0:36",,6,2009
28,,107,,+0:00,,Marzano Marco,59,Lampre - NGC,",, 0:36",,6,2009
25,,62,,+0:00,,Deignan Philip,60,Cervelo Test Team,",, 0:36",,6,2009
28,,108,,+0:00,,Mori Manuele,61,Lampre - NGC,",, 0:36",,6,2009
30,,187,,+0:00,,Petrov Evgeni,62,Team Katusha,",, 0:36",,6,2009
34,,129,,+0:00,,Spezialetti Alessandro,63,LPR Brakes - Farnese Vini,",, 0:36",,6,2009
31,,125,,+0:00,,Gol\u010der Jure,64,LPR Brakes - Farnese Vini,",, 0:36",,6,2009
28,,119,,+0:00,,Vanotti Alessandro,65,Liquigas,1:13 1:13,,6,2009
25,,147,,+0:00,,Kozonchuk Dmitry,66,Rabobank ProTeam,1:15 1:15,,6,2009
26,,183,,+0:00,,Eskov Nikita,67,Team Katusha,",, 1:15",,6,2009
26,,194,,+0:00,,Fothen Thomas,68,Milram,",, 1:15",,6,2009
29,,33,,+0:00,,Bellotti Francesco,69,Barloworld - Bianchi,",, 1:15",,6,2009
23,,37,,+0:00,,Froome Christopher,70,Barloworld - Bianchi,",, 1:15",,6,2009
22,,29,,+0:00,,Zeits Andrey,71,Astana,",, 1:15",,6,2009
37,,21,,+0:00,,Armstrong Lance,72,Astana,",, 1:15",,6,2009
28,,158,,+0:00,,Ochoa Carlos Jos\xe9,73,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 1:15",,6,2009
24,,132,,+0:00,,Cataldo Dario,74,Quickstep - Innergetic,",, 1:15",,6,2009
33,,175,,+0:00,,Pinotti Marco,75,Team Columbia - HTC,",, 1:15",,6,2009
29,,116,,+0:00,,Quinziato Manuel,76,Liquigas,",, 1:15",,6,2009
24,,162,,+0:00,,de Greef Francis,77,Silence - Lotto,",, 1:15",,6,2009
30,,155,,+0:00,,Serpa Jose Rodolfo,78,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 1:15",,6,2009
23,,8,,+0:00,,Masciarelli Francesco,79,Acqua & Sapone,",, 1:15",,6,2009
29,,88,,+0:00,,Wiggins Bradley,80,Team Garmin - Slipstream,",, 1:15",,6,2009
22,,32,,+0:00,,Augustyn John Lee,81,Barloworld - Bianchi,",, 1:15",,6,2009
35,,204,,+0:00,,McCartney Jason,82,Saxo Bank,",, 1:15",,6,2009
28,,206,,+0:00,,van Goolen Jurgen,83,Saxo Bank,",, 1:15",,6,2009
26,,91,,+0:00,,Visconti Giovanni,84,ISD Cycling Team,",, 1:15",,6,2009
25,,26,,+0:00,,Navarro Daniel,85,Astana,",, 1:15",,6,2009
27,,157,,+0:00,,de Bonis Francesco,86,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 1:15",,6,2009
27,,217,,+0:00,,Mayoz Echeverria Iban,87,Xacobeo-Galicia,",, 1:15",,6,2009
36,,117,,+0:00,,Stangelj Gorazd,88,Liquigas,",, 1:15",,6,2009
22,,218,,+0:00,,Garc\xeda Marcos,89,Xacobeo-Galicia,",, 1:15",,6,2009
28,,55,,+0:00,,Lopez David,90,Caisse d'Epargne,",, 1:15",,6,2009
27,,193,,+0:00,,Fothen Markus,91,Milram,",, 1:15",,6,2009
24,,176,,+0:00,,Possoni Morris,92,Team Columbia - HTC,",, 1:15",,6,2009
25,,102,,+0:00,,Bono Matteo,93,Lampre - NGC,",, 1:15",,6,2009
36,,28,,+0:00,,Rubiera Jos\xe9 Luis,94,Astana,",, 1:15",,6,2009
26,,188,,+0:00,,Serov Alexander,95,Team Katusha,1:39 1:39,,6,2009
32,,161,,+0:00,,Brandt Christophe,96,Silence - Lotto,",, 1:39",,6,2009
22,,165,,+0:00,,Jacobs Pieter,97,Silence - Lotto,",, 1:39",,6,2009
26,,31,,+0:00,,Soler Juan Mauricio,98,Barloworld - Bianchi,",, 1:39",,6,2009
31,,81,,+0:00,,Danielson Thomas,99,Team Garmin - Slipstream,",, 1:39",,6,2009
31,,169,,+0:00,,Wegelius Charles,100,Silence - Lotto,",, 1:39",,6,2009
30,,156,,+0:00,,Bertogliati Rubens,101,Serramenti PVC Diquigiovanni-Androni Giocattoli,1:47 1:47,,6,2009
21,,189,,+0:00,,Swift Ben,102,Team Katusha,2:12 2:12,,6,2009
27,,53,,+0:00,,Kiryienka Vasil,103,Caisse d'Epargne,2:15 2:15,,6,2009
29,,142,,+0:00,,Ardila Mauricio Alberto,104,Rabobank ProTeam,2:55 2:55,,6,2009
28,,74,,+0:00,,Gomez Gomez Angel,105,Fuji-Servetto,",, 2:55",,6,2009
24,,57,,+0:00,,Perget Mathieu,106,Caisse d'Epargne,",, 2:55",,6,2009
28,,97,,+0:00,,Huzarski Bartosz,107,ISD Cycling Team,",, 2:55",,6,2009
35,,114,,+0:00,,Miholjevic Vladimir,108,Liquigas,",, 2:55",,6,2009
31,,118,,+0:00,,Szmyd Sylwester,109,Liquigas,",, 2:55",,6,2009
31,,99,,+0:00,,Pidgornyy Ruslan,110,ISD Cycling Team,",, 2:55",,6,2009
36,,3,,+0:00,,Codol Massimo,111,Acqua & Sapone,",, 2:55",,6,2009
26,,25,,+0:00,,Morabito Steve,112,Astana,",, 2:55",,6,2009
31,,137,,+0:00,,Hulsmans Kevin,113,Quickstep - Innergetic,",, 2:55",,6,2009
24,,215,,+0:00,,Rabunal Rios Gonzalo,114,Xacobeo-Galicia,",, 2:55",,6,2009
26,,48,,+0:00,,Tschopp Johann,115,Bbox Bouygues Telekom,",, 2:55",,6,2009
21,,139,,+0:00,,Malacarne Davide,116,Quickstep - Innergetic,3:39 3:39,,6,2009
24,,112,,+0:00,,Agnoli Valerio,117,Liquigas,",, 3:39",,6,2009
21,,84,,+0:00,,Meyer Cameron,118,Team Garmin - Slipstream,",, 3:39",,6,2009
29,,36,,+0:00,,Cheula Giampaolo,119,Barloworld - Bianchi,",, 3:39",,6,2009
32,,85,,+0:00,,Millar David,120,Team Garmin - Slipstream,4:04 4:04,,6,2009
21,,19,,+0:00,,Bonnafond Guillaume,121,AG2R La Mondiale,4:51 4:51,,6,2009
30,,86,,+0:00,,Pate Danny,122,Team Garmin - Slipstream,5:04 5:04,,6,2009
30,,89,,+0:00,,Zabriskie David,123,Team Garmin - Slipstream,",, 5:04",,6,2009
30,,166,,+0:00,,Ljungblad Jonas,124,Silence - Lotto,",, 5:04",,6,2009
25,,209,,+0:00,,Klostergaard Kasper,125,Saxo Bank,",, 5:04",,6,2009
25,,133,,+0:00,,Devenyns Dries,126,Quickstep - Innergetic,5:56 5:56,,6,2009
28,,104,,+0:00,,Da Dalto Mauro,127,Lampre - NGC,9:04 9:04,,6,2009
24,,106,,+0:00,,Gavazzi Francesco,128,Lampre - NGC,",, 9:04",,6,2009
24,,168,,+0:00,,Vanendert Jelle,129,Silence - Lotto,",, 9:04",,6,2009
27,,47,,+0:00,,Sprick Matthieu,130,Bbox Bouygues Telekom,",, 9:04",,6,2009
24,,77,,+0:00,,Fernandez Alberto,131,Fuji-Servetto,",, 9:04",,6,2009
30,,14,,+0:00,,Krivtsov Yuriy,132,AG2R La Mondiale,10:27 10:27,,6,2009
26,,167,,+0:00,,Kaisen Olivier,133,Silence - Lotto,11:26 11:26,,6,2009
26,,7,,+0:00,,Masciarelli Andrea,134,Acqua & Sapone,",, 11:26",,6,2009
23,,17,,+0:00,,Senac Jean-Charles,135,AG2R La Mondiale,",, 11:26",,6,2009
28,,185,,+0:00,,Klimov Sergey,136,Team Katusha,",, 11:26",,6,2009
21,,191,,+0:00,,Barla Luca,137,Milram,",, 11:26",,6,2009
35,,195,,+0:00,,M\xfcller Martin,138,Milram,",, 11:26",,6,2009
27,,182,,+0:00,,Brutt Pavel,139,Team Katusha,",, 11:26",,6,2009
27,,34,,+0:00,,Caccia Diego,140,Barloworld - Bianchi,",, 11:26",,6,2009
22,,76,,+0:00,,Gonzalez Baeza Hector,141,Fuji-Servetto,",, 11:26",,6,2009
28,,68,,+0:00,,Lloyd Daniel,142,Cervelo Test Team,",, 11:26",,6,2009
34,,98,,+0:00,,Scarselli Leonardo,143,ISD Cycling Team,",, 11:26",,6,2009
24,,92,,+0:00,,Gatto Oscar,144,ISD Cycling Team,12:03 12:03,,6,2009
29,,212,,+0:00,,Veloso Gustavo Cesar,145,Xacobeo-Galicia,14:43 14:43,,6,2009
23,,216,,+0:00,,Fernandez Delio,146,Xacobeo-Galicia,",, 14:43",,6,2009
28,,205,,+0:00,,Haedo Juan Jose,147,Saxo Bank,15:15 15:15,,6,2009
28,,201,,+0:00,,Cancellara Fabian,148,Saxo Bank,",, 15:15",,6,2009
34,,145,,+0:00,,de Groot Bram,149,Rabobank ProTeam,",, 15:15",,6,2009
31,,134,,+0:00,,Engels Addy,150,Quickstep - Innergetic,",, 15:15",,6,2009
34,,146,,+0:00,,Horrillo Pedro,151,Rabobank ProTeam,",, 15:15",,6,2009
25,,5,,+0:00,,Failli Francesco,152,Acqua & Sapone,",, 15:15",,6,2009
27,,75,,+0:00,,Del Nero Jes\xfas,153,Fuji-Servetto,",, 15:15",,6,2009
23,,173,,+0:00,,Cavendish Mark,154,Team Columbia - HTC,",, 15:15",,6,2009
33,,171,,+0:00,,Barry Michael,155,Team Columbia - HTC,",, 15:15",,6,2009
25,,211,,+0:00,,Martinez Serafin,156,Xacobeo-Galicia,",, 15:15",,6,2009
35,,13,,+0:00,,Hinault S\xe9bastien,157,AG2R La Mondiale,",, 15:15",,6,2009
23,,214,,+0:00,,Isaychev Vladimir,158,Xacobeo-Galicia,",, 15:15",,6,2009
31,,16,,+0:00,,Dion Renaud,159,AG2R La Mondiale,",, 15:15",,6,2009
25,,69,,+0:00,,Pauwels Serge,160,Cervelo Test Team,",, 15:15",,6,2009
27,,163,,+0:00,,Dockx Bart,161,Silence - Lotto,",, 15:15",,6,2009
26,,66,,+0:00,,King Edward,162,Cervelo Test Team,",, 15:15",,6,2009
37,,154,,+0:00,,Bertolini Alessandro,163,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 15:15",,6,2009
24,,184,,+0:00,,Ignatyev Mikhail,164,Team Katusha,",, 15:15",,6,2009
33,,9,,+0:00,,Palumbo Giuseppe,165,Acqua & Sapone,",, 15:15",,6,2009
26,,177,,+0:00,,Renshaw Mark,166,Team Columbia - HTC,",, 15:15",,6,2009
24,,46,,+0:00,,Sokolov Evgeny,167,Bbox Bouygues Telekom,",, 15:15",,6,2009
21,,94,,+0:00,,Stannard Ian,168,ISD Cycling Team,",, 15:15",,6,2009
27,,135,,+0:00,,Facci Mauro,169,Quickstep - Innergetic,",, 15:15",,6,2009
24,,73,,+0:00,,Vigano Davide,170,Fuji-Servetto,",, 15:15",,6,2009
30,,4,,+0:00,,Donati Alessandro,171,Acqua & Sapone,",, 15:15",,6,2009
33,,6,,+0:00,,Marzoli Ruggero,172,Acqua & Sapone,",, 15:15",,6,2009
23,,148,,+0:00,,Stamsnijder Tom,173,Rabobank ProTeam,",, 15:15",,6,2009
24,,15,,+0:00,,Loubet Julien,174,AG2R La Mondiale,",, 15:15",,6,2009
26,,44,,+0:00,,Haddou Sa\xefd,175,Bbox Bouygues Telekom,",, 15:15",,6,2009
27,,43,,+0:00,,Gene Yohann,176,Bbox Bouygues Telekom,",, 15:15",,6,2009
25,,126,,+0:00,,Montaguti Matteo,177,LPR Brakes - Farnese Vini,",, 15:15",,6,2009
31,,192,,+0:00,,F\xf6rster Robert,178,Milram,",, 15:15",,6,2009
24,,144,,+0:00,,van Emden Jos,179,Rabobank ProTeam,",, 15:15",,6,2009
24,,83,,+0:00,,Farrar Tyler,180,Team Garmin - Slipstream,",, 15:15",,6,2009
31,,198,,+0:00,,Scholz Ronny,181,Milram,",, 15:15",,6,2009
28,,199,,+0:00,,Schr\xf6der Bjorn,182,Milram,",, 15:15",,6,2009
24,,45,,+0:00,,Le Floch Guillaume,183,Bbox Bouygues Telekom,",, 15:15",,6,2009
35,,65,,+0:00,,Hunt Jeremy,184,Cervelo Test Team,",, 15:15",,6,2009
22,,72,,+0:00,,Capecchi Eros,185,Fuji-Servetto,",, 15:15",,6,2009
26,,136,,+0:00,,Reda Francesco,186,Quickstep - Innergetic,",, 15:15",,6,2009
23,,67,,+0:00,,Konovalovas Ignatas,187,Cervelo Test Team,",, 15:15",,6,2009
34,,82,,+0:00,,Dean Julian,188,Team Garmin - Slipstream,",, 15:15",,6,2009
25,,42,,+0:00,,Chainel Steve,189,Bbox Bouygues Telekom,",, 15:15",,6,2009
36,,2,,+0:00,,Andriotto Dario,190,Acqua & Sapone,",, 15:15",,6,2009
25,,123,,+0:00,,Chiarini Riccardo,191,LPR Brakes - Farnese Vini,",, 15:15",,6,2009
26,,41,,+0:00,,Belgy Julien,192,Bbox Bouygues Telekom,",, 15:15",,6,2009
28,,124,,+0:00,,Ermeti Giairo,193,LPR Brakes - Farnese Vini,",, 15:15",,6,2009
21,,172,,+0:00,80.0,Boasson Hagen Edvald,1,Team Columbia - HTC,5:56:53 5:56:53,,7,2009
32,,38,,+0:00,50.0,Hunter Robert,2,Barloworld - Bianchi,",, ,,",,7,2009
27,,182,,+0:00,35.0,Brutt Pavel,3,Katyusha,",, ,,",,7,2009
24,,73,,+0:00,25.0,Vigano Davide,4,Fuji-Servetto,",, ,,",,7,2009
37,,154,,+0:00,18.0,Bertolini Alessandro,5,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, ,,",,7,2009
25,,95,,+0:00,15.0,Grivko Andrei,6,ISD Cycling Team,0:31 0:31,,7,2009
22,,208,,+0:00,12.0,Goss Matthew,7,Saxo Bank,0:40 0:40,,7,2009
28,,131,,+0:00,10.0,Davis Allan,8,Quickstep - Innergetic,",, 0:40",,7,2009
31,,192,,+0:00,8.0,F\xf6rster Robert,9,Milram,",, 0:40",,7,2009
21,,189,,+0:00,6.0,Swift Ben,10,Katyusha,",, 0:40",,7,2009
23,,173,,+0:00,5.0,Cavendish Mark,11,Team Columbia - HTC,",, 0:40",,7,2009
24,,106,,+0:00,4.0,Gavazzi Francesco,12,Lampre - NGC,",, 0:40",,7,2009
24,,83,,+0:00,3.0,Farrar Tyler,13,Team Garmin - Slipstream,",, 0:40",,7,2009
35,,13,,+0:00,2.0,Hinault S\xe9bastien,14,AG2R La Mondiale,",, 0:40",,7,2009
35,,127,,+0:00,1.0,Petacchi Alessandro,15,LPR Brakes - Farnese Vini,",, 0:40",,7,2009
26,,188,,+0:00,,Serov Alexander,16,Katyusha,",, 0:40",,7,2009
26,,219,,+0:00,,Vorganov Eduard,17,Xacobeo-Galicia,",, 0:40",,7,2009
26,,44,,+0:00,,Haddou Sa\xefd,18,Bbox Bouygues Telekom,",, 0:40",,7,2009
28,,108,,+0:00,,Mori Manuele,19,Lampre - NGC,",, 0:40",,7,2009
26,,196,,+0:00,,Rohregger Thomas,20,Milram,",, 0:40",,7,2009
31,,109,,+0:00,,Tiralongo Paolo,21,Lampre - NGC,",, 0:40",,7,2009
29,,27,,+0:00,,Popovych Yaroslav,22,Astana,",, 0:40",,7,2009
24,,92,,+0:00,,Gatto Oscar,23,ISD Cycling Team,",, 0:40",,7,2009
28,,205,,+0:00,,Haedo Juan Jose,24,Saxo Bank,",, 0:40",,7,2009
25,,174,,+0:00,,L\xf6fkvist Thomas,25,Team Columbia - HTC,",, 0:40",,7,2009
29,,178,,+0:00,,Rogers Michael,26,Team Columbia - HTC,",, 0:40",,7,2009
22,,165,,+0:00,,Jacobs Pieter,27,Silence - Lotto,",, 0:40",,7,2009
25,,211,,+0:00,,Martinez Serafin,28,Xacobeo-Galicia,",, 0:40",,7,2009
37,,23,,+0:00,,Horner Chris,29,Astana,",, 0:40",,7,2009
25,,133,,+0:00,,Devenyns Dries,30,Quickstep - Innergetic,",, 0:40",,7,2009
21,,139,,+0:00,,Malacarne Davide,31,Quickstep - Innergetic,",, 0:40",,7,2009
27,,101,,+0:00,,Cunego Damiano,32,Lampre - NGC,",, 0:40",,7,2009
26,,183,,+0:00,,Eskov Nikita,33,Katyusha,",, 0:40",,7,2009
28,,128,,+0:00,,Pietropolli Daniele,34,LPR Brakes - Farnese Vini,",, 0:40",,7,2009
28,,39,,+0:00,,Longo Borghini Paolo,35,Barloworld - Bianchi,",, 0:40",,7,2009
33,,54,,+0:00,,Lastras Pablo,36,Caisse d'Epargne,",, 0:40",,7,2009
26,,7,,+0:00,,Masciarelli Andrea,37,Acqua & Sapone,",, 0:40",,7,2009
29,,212,,+0:00,,Veloso Gustavo Cesar,38,Xacobeo-Galicia,",, 0:40",,7,2009
23,,52,,+0:00,,Jeannesson Arnold,39,Caisse d'Epargne,",, 0:40",,7,2009
26,,194,,+0:00,,Fothen Thomas,40,Milram,",, 0:40",,7,2009
26,,136,,+0:00,,Reda Francesco,41,Quickstep - Innergetic,",, 0:40",,7,2009
27,,163,,+0:00,,Dockx Bart,42,Silence - Lotto,",, 0:40",,7,2009
26,,177,,+0:00,,Renshaw Mark,43,Team Columbia - HTC,",, 0:40",,7,2009
28,,63,,+0:00,,Gerrans Simon,44,Cervelo Test Team,",, 0:40",,7,2009
34,,145,,+0:00,,de Groot Bram,45,Rabobank ProTeam,",, 0:40",,7,2009
36,,117,,+0:00,,Stangelj Gorazd,46,Liquigas,",, 0:40",,7,2009
32,,161,,+0:00,,Brandt Christophe,47,Silence - Lotto,",, 0:40",,7,2009
26,,164,,+0:00,,Gilbert Philippe,48,Silence - Lotto,",, 0:40",,7,2009
28,,104,,+0:00,,Da Dalto Mauro,49,Lampre - NGC,",, 0:40",,7,2009
27,,105,,+0:00,,Gasparotto Enrico,50,Lampre - NGC,",, 0:40",,7,2009
24,,162,,+0:00,,de Greef Francis,51,Silence - Lotto,",, 0:40",,7,2009
30,,14,,+0:00,,Krivtsov Yuriy,52,AG2R La Mondiale,0:58 0:58,,7,2009
24,,46,,+0:00,,Sokolov Evgeny,53,Bbox Bouygues Telekom,0:40 0:40,,7,2009
28,,107,,+0:00,,Marzano Marco,54,Lampre - NGC,",, 0:40",,7,2009
29,,116,,+0:00,,Quinziato Manuel,55,Liquigas,",, 0:40",,7,2009
31,,115,,+0:00,,Pellizotti Franco,56*,Liquigas,",, 0:40",,7,2009
27,,12,,+0:00,,Efimkin Alexander,57,AG2R La Mondiale,",, 0:40",,7,2009
24,,18,,+0:00,,Sonnery Blaise,58,AG2R La Mondiale,",, 0:40",,7,2009
21,,94,,+0:00,,Stannard Ian,59,ISD Cycling Team,",, 0:40",,7,2009
31,,111,,+0:00,,Basso Ivan,60,Liquigas,",, 0:40",,7,2009
23,,216,,+0:00,,Fernandez Delio,61,Xacobeo-Galicia,",, 0:40",,7,2009
35,,1,,+0:00,,Garzelli Stefano,62,Acqua & Sapone,",, 0:40",,7,2009
26,,91,,+0:00,,Visconti Giovanni,63,ISD Cycling Team,",, 0:40",,7,2009
32,,113,,+0:00,,Carlstr\xf6m Kjell,64,Liquigas,",, 0:40",,7,2009
25,,102,,+0:00,,Bono Matteo,65,Lampre - NGC,",, 0:40",,7,2009
34,,103,,+0:00,,Bruseghin Marzio,66,Lampre - NGC,",, 0:40",,7,2009
34,,82,,+0:00,,Dean Julian,67,Team Garmin - Slipstream,",, 0:40",,7,2009
25,,22,,+0:00,,Brajkovi\u010d Janez,68,Astana,",, 0:40",,7,2009
36,,3,,+0:00,,Codol Massimo,69,Acqua & Sapone,",, 0:40",,7,2009
32,,11,,+0:00,,Valjavec Tadej,70*,AG2R La Mondiale,",, 0:40",,7,2009
29,,51,,+0:00,,Arroyo David,71,Caisse d'Epargne,",, 0:40",,7,2009
21,,19,,+0:00,,Bonnafond Guillaume,72,AG2R La Mondiale,",, 0:40",,7,2009
30,,58,,+0:00,,Rodr\xedguez Joaquim,73,Caisse d'Epargne,",, 0:40",,7,2009
28,,119,,+0:00,,Vanotti Alessandro,74,Liquigas,",, 0:40",,7,2009
26,,31,,+0:00,,Soler Juan Mauricio,75,Barloworld - Bianchi,",, 0:40",,7,2009
29,,207,,+0:00,,Bak Lars Ytting,76,Saxo Bank,",, 0:40",,7,2009
31,,137,,+0:00,,Hulsmans Kevin,77,Quickstep - Innergetic,",, 0:40",,7,2009
33,,171,,+0:00,,Barry Michael,78,Team Columbia - HTC,",, 0:40",,7,2009
22,,29,,+0:00,,Zeits Andrey,79,Astana,",, 0:40",,7,2009
36,,28,,+0:00,,Rubiera Jos\xe9 Luis,80,Astana,",, 0:40",,7,2009
34,,146,,+0:00,,Horrillo Pedro,81,Rabobank ProTeam,",, 0:40",,7,2009
23,,96,,+0:00,,Grabovskyy Dmytro,82,ISD Cycling Team,",, 0:40",,7,2009
25,,26,,+0:00,,Navarro Daniel,83,Astana,",, 0:40",,7,2009
35,,24,,+0:00,,Leipheimer Levi,84,Astana,",, 0:40",,7,2009
30,,187,,+0:00,,Petrov Evgeni,85,Katyusha,",, 0:40",,7,2009
28,,143,,+0:00,,ten Dam Laurens,86,Rabobank ProTeam,",, 0:40",,7,2009
26,,179,,+0:00,,Siutsou Kanstantsin,87,Team Columbia - HTC,",, 0:40",,7,2009
22,,138,,+0:00,,Seeldraeyers Kevin,88,Quickstep - Innergetic,",, 0:40",,7,2009
28,,158,,+0:00,,Ochoa Carlos Jos\xe9,89,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:40",,7,2009
27,,181,,+0:00,,Pozzato Filippo,90,Katyusha,",, 0:40",,7,2009
25,,62,,+0:00,,Deignan Philip,91,Cervelo Test Team,",, 0:40",,7,2009
21,,191,,+0:00,,Barla Luca,92,Milram,",, 0:40",,7,2009
35,,186,,+0:00,,Mazzanti Luca,93,Katyusha,",, 0:40",,7,2009
31,,141,,+0:00,,Menchov Denis,94,Rabobank ProTeam,",, 0:40",,7,2009
24,,148,,+0:00,,Stamsnijder Tom,95,Rabobank ProTeam,",, 0:40",,7,2009
35,,65,,+0:00,,Hunt Jeremy,96,Cervelo Test Team,",, 0:40",,7,2009
26,,66,,+0:00,,King Edward,97,Cervelo Test Team,",, 0:40",,7,2009
34,,61,,+0:00,,Sastre Carlos,98,Cervelo Test Team,",, 0:40",,7,2009
24,,144,,+0:00,,van Emden Jos,99,Rabobank ProTeam,",, 0:40",,7,2009
28,,68,,+0:00,,Lloyd Daniel,100,Cervelo Test Team,",, 0:40",,7,2009
22,,218,,+0:00,,Garc\xeda Marcos,101,Xacobeo-Galicia,",, 0:40",,7,2009
30,,4,,+0:00,,Donati Alessandro,102,Acqua & Sapone,0:58 0:58,,7,2009
36,,35,,+0:00,,Rafael Cardenas F\xe9lix,103,Barloworld - Bianchi,0:40 0:40,,7,2009
23,,8,,+0:00,,Masciarelli Francesco,104,Acqua & Sapone,",, 0:40",,7,2009
31,,149,,+0:00,,Tjallingii Maarten,105,Rabobank ProTeam,",, 0:40",,7,2009
29,,88,,+0:00,,Wiggins Bradley,106,Team Garmin - Slipstream,",, 0:40",,7,2009
28,,122,,+0:00,,Bosisio Gabriele,107,LPR Brakes - Farnese Vini,",, 0:40",,7,2009
24,,215,,+0:00,,Rabunal Rios Gonzalo,108,Xacobeo-Galicia,0:58 0:58,,7,2009
27,,217,,+0:00,,Mayoz Echeverria Iban,109,Xacobeo-Galicia,0:40 0:40,,7,2009
33,,121,1.0,+0:00,,Di Luca Danilo,110*,LPR Brakes - Farnese Vini,",, 0:40",,7,2009
31,,152,,+0:00,,Bertagnolli Leonardo,111*,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:40",,7,2009
24,,176,,+0:00,,Possoni Morris,111,Team Columbia - HTC,",, 0:40",,7,2009
29,,153,,+0:00,,Scarponi Michele,112,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:40",,7,2009
30,,156,,+0:00,,Bertogliati Rubens,113,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:40",,7,2009
34,,93,,+0:00,,Cioni Dario,114,ISD Cycling Team,",, 0:40",,7,2009
24,,159,,+0:00,,Rodriguez Jackson,115,Serramenti PVC Diquigiovanni-Androni Giocattoli,",, 0:40",,7,2009
25,,147,,+0:00,,Kozonchuk Dmitry,116,Rabobank ProTeam,0:58 0:58,,7,2009
30,,155,,+0:00,,Serpa Jose Rodolfo,117,Serramenti PVC Diquigiovanni-Androni Giocattoli,0:40 0:40,,7,2009
24,,57,,+0:00,,Perget Mathieu,118,Caisse d'Epargne,",, 0:40",,7,2009
23,,37,,+0:00,,Froome Christopher,119,Barloworld - Bianchi,",, 0:40",,7,2009
28,,206,,+0:00,,van Goolen Jurgen,120,Saxo Bank,0:58 0:58,,7,2009
29,,142,,+0:00,,Ardila Mauricio Alberto,121,Rabobank ProTeam,0:40 0:40,,7,2009
28,,78,,+0:00,,Kessiakoff Fredrik,122,Fuji-Servetto,",, 0:40",,7,2009
31,,81,,+0:00,,Danielson Thomas,123,Team Garmin - Slipstream,",, 0:40",,7,2009
25,,209,,+0:00,,Klostergaard Kasper,124,Saxo Bank,",, 0:40",,7,2009
37,,202,,+0:00,,Voigt Jens,125,Saxo Bank,",, 0:40",,7,2009
30,,71,,+0:00,,Cama\xf1o Iker,126,Fuji-Servetto,",, 0:40",,7,2009
24,,184,,+0:00,,Ignatyev Mikhail,127,Katyusha,0:58 0:58,,7,2009
31,,16,,+0:00,,Dion Renaud,128,AG2R La Mondiale,",, 0:58",,7,2009
37,,151,,+0:00,,Simoni Gilberto,129,Serramenti PVC Diquigiovanni-Androni Giocattoli,0:40 0:40,,7,2009
27,,193,,+0:00,,Fothen Markus,130,Milram,0:58 0:58,,7,2009
30,,79,,+0:00,,Serrano Ricardo,132*,Fuji-Servetto,0:40 0:40,,7,2009
31,,125,,+0:00,,Gol\u010der Jure,132,LPR Brakes - Farnese Vini,",, 0:40",,7,2009
27,,47,,+0:00,,Sprick Matthieu,133,Bbox Bouygues Telekom,0:58 0:58,,7,2009
22,,32,,+0:00,,Augustyn John Lee,134,Barloworld - Bianchi,",, 0:58",,7,2009
35,,114,,+0:00,,Miholjevic Vladimir,135,Liquigas,0:40 0:40,,7,2009
28,,201,,+0:00,,Cancellara Fabian,136,Saxo Bank,",, 0:40",,7,2009
34,,98,,+0:00,,Scarselli Leonardo,137,ISD Cycling Team,0:58 0:58,,7,2009
28,,124,,+0:00,,Ermeti Giairo,138,LPR Brakes - Farnese Vini,0:40 0:40,,7,2009
27,,43,,+0:00,,Gene Yohann,139,Bbox Bouygues Telekom,0:58 0:58,,7,2009
31,,118,,+0:00,,Szmyd Sylwester,140,Liquigas,",, 0:58",,7,2009
37,,21,,+0:00,,Armstrong Lance,141,Astana,",, 0:58",,7,2009
25,,5,,+0:00,,Failli Francesco,142,Acqua & Sapone,",, 0:58",,7,2009
26,,25,,+0:00,,Morabito Steve,143,Astana,",, 0:58",,7,2009
25,,42,,+0:00,,Chainel Steve,144,Bbox Bouygues Telekom,",, 0:58",,7,2009
36,,2,,+0:00,,Andriotto Dario,145,Acqua & Sapone,",, 0:58",,7,2009
26,,48,,+0:00,,Tschopp Johann,146,Bbox Bouygues Telekom,",, 0:58",,7,2009
